,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag
0,3,149.80865,-30.2863617,86.9,126.8,0.69,3.18,37.2,74.0,-0.93,-3.54
1,7,149.80865,-30.2863617,87.0,126.7,0.69,3.19,37.3,74.0,-0.93,-3.53
2,11,149.80865,-30.2863617,87.1,126.8,0.69,3.18,37.2,74.2,-0.93,-3.54
3,15,149.80865,-30.2863617,87.1,127.3,0.69,3.2,37.1,74.4,-0.93,-3.56
4,19,149.80865,-30.2863617,87.2,127.0,0.69,3.19,37.4,75.0,-0.93,-3.5
5,23,149.80865,-30.2863617,87.2,126.7,0.69,3.19,37.3,74.4,-0.94,-3.52
6,27,149.80865,-30.2863617,87.4,127.0,0.69,3.21,37.6,74.5,-0.93,-3.51
7,31,149.80865,-30.2863617,87.5,127.0,0.69,3.2,37.2,74.1,-0.93,-3.52
8,35,149.80865,-30.2863617,87.3,127.2,0.7,3.21,37.3,74.2,-0.93,-3.49
9,39,149.80865,-30.2863617,87.3,126.8,0.69,3.18,37.2,74.4,-0.93,-3.53
10,43,149.80865,-30.2863617,87.5,127.2,0.69,3.2,37.2,74.5,-0.93,-3.52
11,47,149.80865,-30.2863617,87.7,127.3,0.69,3.18,37.2,74.3,-0.93,-3.53
12,51,149.80865,-30.2863617,87.2,126.8,0.69,3.19,37.2,74.1,-0.93,-3.52
13,55,149.80865,-30.2863617,87.3,127.1,0.69,3.18,37.2,74.4,-0.92,-3.53
14,59,149.80865,-30.2863617,87.4,127.2,0.68,3.18,37.2,74.3,-0.93,-3.53
15,63,149.80865,-30.2863617,87.2,126.8,0.68,3.19,37.2,74.3,-0.93,-3.5
16,67,149.80865,-30.2863617,87.3,126.7,0.68,3.2,37.3,74.3,-0.93,-3.5
17,71,149.80865,-30.2863617,87.7,127.0,0.69,3.19,37.3,74.6,-0.93,-3.49
18,75,149.80865,-30.2863617,87.2,126.9,0.69,3.19,37.3,74.7,-0.93,-3.49
19,79,149.80865,-30.2863617,87.5,126.9,0.68,3.19,37.4,74.3,-0.93,-3.49
20,83,149.80865,-30.2863617,87.2,126.8,0.68,3.19,37.4,74.1,-0.93,-3.52
21,87,149.80865,-30.2863617,87.0,127.1,0.68,3.18,37.2,74.6,-0.92,-3.51
22,91,149.80865,-30.2863617,87.0,126.9,0.68,3.19,37.4,74.8,-0.92,-3.51
23,95,149.80865,-30.2863617,87.0,126.9,0.69,3.21,37.2,74.6,-0.93,-3.48
24,99,149.80865,-30.2863617,87.2,127.3,0.69,3.2,37.3,74.8,-0.92,-3.47
25,103,149.80865,-30.2863617,86.9,127.2,0.69,3.15,37.4,74.4,-0.93,-3.49
26,107,149.80865,-30.2863617,87.1,126.8,0.69,3.17,37.4,74.1,-0.92,-3.49
27,111,149.80865,-30.2863617,86.8,127.0,0.7,3.2,37.3,74.3,-0.93,-3.51
28,115,149.80865,-30.2863617,87.2,127.2,0.69,3.2,37.5,74.5,-0.93,-3.5
29,119,149.80865,-30.2863617,87.3,126.9,0.7,3.19,37.3,74.4,-0.92,-3.48
30,123,149.80865,-30.2863617,87.3,126.8,0.69,3.17,37.3,74.3,-0.92,-3.49
31,127,149.80865,-30.2863617,87.3,126.7,0.7,3.21,37.4,74.4,-0.92,-3.5
32,131,149.80865,-30.2863617,87.5,126.5,0.69,3.18,37.3,74.1,-0.92,-3.49
33,135,149.80865,-30.2863617,87.1,127.0,0.69,3.21,37.3,74.3,-0.92,-3.5
34,139,149.80865,-30.2863617,87.7,127.1,0.69,3.17,37.3,74.6,-0.92,-3.49
35,143,149.80865,-30.2863617,87.6,127.0,0.69,3.21,37.3,74.3,-0.92,-3.48
36,147,149.80865,-30.2863617,87.6,126.5,0.69,3.17,37.0,74.3,-0.92,-3.52
37,151,149.80865,-30.2863617,87.7,127.0,0.69,3.18,37.2,74.6,-0.92,-3.5
38,155,149.80865,-30.2863617,87.5,127.3,0.69,3.19,37.2,74.3,-0.92,-3.49
39,159,149.80865,-30.2863617,87.3,127.1,0.68,3.19,37.2,74.2,-0.92,-3.48
40,163,149.80865,-30.2863617,87.3,127.1,0.69,3.2,37.2,74.6,-0.92,-3.47
41,167,149.80865,-30.2863617,87.3,127.2,0.68,3.19,37.2,74.5,-0.91,-3.49
42,171,149.80865,-30.2863617,87.3,126.9,0.69,3.19,37.2,74.1,-0.91,-3.49
43,175,149.80865,-30.2863617,87.5,126.7,0.69,3.18,37.3,74.5,-0.91,-3.49
44,179,149.80865,-30.2863617,87.2,126.7,0.69,3.19,37.3,74.6,-0.91,-3.45
45,183,149.80865,-30.2863617,87.4,127.2,0.69,3.19,37.2,74.2,-0.91,-3.5
46,187,149.80865,-30.2863617,87.2,126.9,0.69,3.18,37.2,74.4,-0.91,-3.47
47,191,149.80865,-30.2863617,87.3,126.9,0.68,3.19,37.5,74.3,-0.91,-3.49
48,195,149.80865,-30.2863617,87.0,127.0,0.69,3.2,37.3,74.4,-0.91,-3.45
49,199,149.80865,-30.2863617,87.1,127.3,0.69,3.19,37.1,74.2,-0.91,-3.46
50,203,149.80865,-30.2863617,86.9,127.0,0.69,3.2,37.4,74.4,-0.91,-3.47
51,207,149.80865,-30.2863617,87.1,127.0,0.69,3.21,37.3,74.5,-0.91,-3.49
52,211,149.80865,-30.2863617,87.1,127.1,0.69,3.18,37.5,74.1,-0.91,-3.47
53,215,149.80865,-30.2863617,87.3,127.0,0.69,3.2,37.4,74.3,-0.9,-3.45
54,219,149.80865,-30.2863617,87.3,127.0,0.7,3.2,37.4,74.6,-0.91,-3.46
55,223,149.80865,-30.2863617,87.3,127.3,0.69,3.18,37.4,74.0,-0.91,-3.45
56,227,149.80865,-30.2863617,87.2,127.0,0.69,3.18,37.4,74.3,-0.91,-3.47
57,231,149.80865,-30.2863617,87.4,127.3,0.69,3.19,37.3,74.5,-0.91,-3.46
58,235,149.80865,-30.2863617,87.5,127.3,0.69,3.18,37.4,74.4,-0.9,-3.43
59,239,149.80865,-30.2863617,87.4,126.6,0.69,3.2,37.3,74.5,-0.9,-3.47
60,243,149.80865,-30.2863617,87.5,126.9,0.69,3.2,37.3,74.0,-0.9,-3.46
61,247,149.80865,-30.2863617,87.7,126.9,0.69,3.2,37.1,74.4,-0.9,-3.44
62,251,149.80865,-30.2863617,87.4,126.8,0.69,3.18,37.2,74.6,-0.9,-3.45
63,255,149.80865,-30.2863617,87.5,127.1,0.69,3.17,37.2,74.4,-0.9,-3.45
64,259,149.80865,-30.2863617,87.4,127.1,0.68,3.19,37.3,74.6,-0.9,-3.44
65,263,149.80865,-30.2863617,87.6,126.8,0.69,3.19,37.4,74.8,-0.9,-3.49
66,267,149.80865,-30.2863617,87.5,127.1,0.68,3.19,37.2,74.4,-0.9,-3.45
67,271,149.80865,-30.2863617,87.3,127.0,0.68,3.18,37.3,74.5,-0.9,-3.43
68,275,149.80865,-30.2863617,87.5,127.0,0.68,3.22,37.2,74.6,-0.9,-3.45
69,279,149.80865,-30.2863617,87.2,126.7,0.68,3.18,37.3,74.1,-0.9,-3.45
70,283,149.80865,-30.2863617,87.4,126.9,0.68,3.2,37.5,74.0,-0.9,-3.47
71,287,149.80865,-30.2863617,87.4,127.0,0.69,3.2,37.2,74.2,-0.91,-3.48
72,291,149.80865,-30.2863617,87.1,126.9,0.68,3.2,37.4,74.3,-0.91,-3.44
73,295,149.80865,-30.2863617,87.2,127.0,0.68,3.2,37.4,74.3,-0.91,-3.48
74,299,149.80865,-30.2863617,87.0,126.9,0.68,3.17,37.3,74.5,-0.91,-3.46
75,303,149.80865,-30.2863617,87.1,126.9,0.69,3.17,37.4,74.6,-0.91,-3.46
76,307,149.80865,-30.2863617,87.1,127.1,0.69,3.19,37.1,74.3,-0.91,-3.46
77,311,149.80865,-30.2863617,86.9,127.0,0.69,3.19,37.2,74.6,-0.91,-3.5
78,315,149.80865,-30.2863617,87.3,126.9,0.7,3.21,37.3,74.2,-0.92,-3.48
79,319,149.80865,-30.2863617,87.3,126.3,0.69,3.17,37.4,74.5,-0.92,-3.47
80,323,149.80865,-30.2863617,87.3,126.6,0.7,3.17,37.3,74.2,-0.92,-3.48
81,327,149.80865,-30.2863617,87.5,127.0,0.69,3.19,37.4,74.2,-0.92,-3.5
82,331,149.80865,-30.2863617,87.4,126.8,0.7,3.17,37.4,74.3,-0.92,-3.48
83,335,149.80865,-30.2863617,87.8,126.8,0.69,3.19,37.1,74.3,-0.93,-3.49
84,339,149.80865,-30.2863617,87.8,127.6,0.7,3.2,37.3,74.4,-0.93,-3.49
85,343,149.80865,-30.2863617,87.6,127.0,0.7,3.2,37.3,74.1,-0.93,-3.48
86,347,149.80865,-30.2863617,87.5,126.8,0.69,3.19,37.3,74.2,-0.93,-3.51
87,351,149.80865,-30.2863617,87.7,126.8,0.69,3.2,37.2,74.6,-0.94,-3.51
88,355,149.80865,-30.2863617,87.7,126.8,0.69,3.2,37.1,74.2,-0.94,-3.49
89,359,149.80865,-30.2863617,87.4,127.1,0.69,3.19,37.4,74.4,-0.94,-3.5
90,363,149.80865,-30.2863617,87.4,127.1,0.69,3.16,37.3,74.6,-0.94,-3.51
91,367,149.80865,-30.2863617,87.7,126.9,0.69,3.18,37.3,74.6,-0.94,-3.52
92,371,149.80865,-30.2863617,87.6,126.7,0.69,3.19,37.2,74.3,-0.94,-3.54
93,375,149.80865,-30.2863617,87.4,127.0,0.69,3.2,37.3,74.0,-0.94,-3.52
94,379,149.80865,-30.2863617,87.2,127.0,0.69,3.2,37.1,74.3,-0.95,-3.52
95,383,149.80865,-30.2863617,87.1,127.1,0.69,3.17,37.2,74.3,-0.95,-3.51
96,387,149.80865,-30.2863617,86.7,127.1,0.69,3.22,37.4,74.5,-0.95,-3.51
97,391,149.80865,-30.2863617,87.0,127.1,0.69,3.22,37.3,74.5,-0.94,-3.53
98,395,149.80865,-30.2863617,87.3,126.8,0.69,3.21,37.4,74.2,-0.95,-3.54
99,399,149.80865,-30.2863617,87.5,127.3,0.69,3.19,37.4,74.6,-0.95,-3.56
100,403,149.80865,-30.2863617,87.1,127.1,0.7,3.18,37.4,74.6,-0.95,-3.56
101,407,149.80865,-30.2863617,87.2,126.8,0.7,3.17,37.5,74.7,-0.96,-3.54
102,411,149.80865,-30.2863617,87.2,126.7,0.69,3.19,37.3,74.5,-0.96,-3.54
103,415,149.80865,-30.2863617,86.9,127.1,0.7,3.21,37.3,74.1,-0.96,-3.56
104,419,149.80865,-30.2863617,87.3,126.4,0.69,3.19,37.4,74.4,-0.97,-3.55
105,423,149.80865,-30.2863617,87.1,127.0,0.7,3.21,37.4,74.3,-0.97,-3.57
106,427,149.80865,-30.2863617,87.2,126.8,0.7,3.17,37.2,74.0,-0.97,-3.57
107,431,149.80865,-30.2863617,87.3,126.9,0.7,3.23,37.3,74.5,-0.97,-3.56
108,435,149.80865,-30.2863617,87.3,126.7,0.7,3.21,37.4,74.5,-0.98,-3.59
109,439,149.80865,-30.2863617,87.5,127.1,0.7,3.18,37.3,74.6,-0.98,-3.56
110,443,149.80865,-30.2863617,87.4,126.9,0.7,3.22,37.2,74.4,-0.98,-3.58
111,447,149.80865,-30.2863617,87.4,126.8,0.7,3.19,37.2,74.3,-0.98,-3.59
112,451,149.80865,-30.2863617,87.4,126.7,0.7,3.2,37.2,74.1,-0.98,-3.6
113,455,149.80865,-30.2863617,87.7,126.9,0.7,3.19,37.2,74.2,-0.98,-3.57
114,459,149.80865,-30.2863617,87.4,126.9,0.7,3.21,37.3,74.4,-0.98,-3.59
115,463,149.80865,-30.2863617,87.4,127.2,0.7,3.18,37.4,74.2,-0.98,-3.58
116,467,149.80865,-30.2863617,87.5,126.6,0.7,3.23,37.5,74.3,-0.99,-3.58
117,471,149.80865,-30.2863617,88.0,127.0,0.7,3.2,37.1,74.3,-0.99,-3.61
118,475,149.80865,-30.2863617,87.7,126.9,0.7,3.2,37.5,74.5,-0.99,-3.58
119,479,149.80865,-30.2863617,87.3,127.0,0.7,3.21,37.4,74.3,-0.99,-3.59
120,483,149.80865,-30.2863617,87.4,127.1,0.7,3.21,37.3,74.2,-0.99,-3.6
121,487,149.80865,-30.2863617,87.4,126.9,0.69,3.2,37.3,74.2,-0.99,-3.59
122,491,149.80865,-30.2863617,87.1,126.7,0.7,3.2,37.2,74.2,-0.99,-3.62
123,495,149.80865,-30.2863617,87.2,126.9,0.7,3.19,37.2,74.5,-1.0,-3.61
124,499,149.80865,-30.2863617,87.1,127.1,0.71,3.2,37.2,74.3,-1.0,-3.61
125,503,149.80865,-30.2863617,86.8,126.7,0.71,3.21,37.2,74.6,-1.0,-3.61
126,507,149.80865,-30.2863617,86.9,127.1,0.71,3.19,37.1,74.4,-1.0,-3.61
127,511,149.80865,-30.2863617,86.9,126.7,0.71,3.19,37.4,74.7,-1.01,-3.63
128,515,149.80865,-30.2863617,87.5,126.7,0.7,3.21,37.6,74.4,-1.0,-3.62
129,519,149.80865,-30.2863617,86.7,127.0,0.71,3.22,37.4,74.3,-1.01,-3.64
130,523,149.80865,-30.2863617,87.2,126.9,0.71,3.22,37.5,74.5,-1.01,-3.64
131,527,149.80865,-30.2863617,86.9,126.7,0.71,3.23,37.2,74.2,-1.01,-3.62
132,531,149.80865,-30.2863617,87.4,126.9,0.71,3.21,37.4,74.5,-1.02,-3.65
133,535,149.80865,-30.2863617,87.0,126.9,0.71,3.21,37.4,74.6,-1.01,-3.63
134,539,149.80865,-30.2863617,87.5,126.9,0.71,3.19,37.4,74.2,-1.02,-3.66
135,543,149.80865,-30.2863617,87.5,126.9,0.71,3.24,37.2,74.4,-1.02,-3.64
136,547,149.80865,-30.2863617,87.5,126.9,0.71,3.22,37.5,74.5,-1.02,-3.65
137,551,149.80865,-30.2863617,87.5,126.9,0.71,3.23,37.3,74.3,-1.02,-3.66
138,555,149.80865,-30.2863617,87.5,127.0,0.71,3.19,37.4,74.5,-1.02,-3.67
139,559,149.80865,-30.2863617,87.6,126.8,0.71,3.23,37.1,74.3,-1.02,-3.63
140,563,149.80865,-30.2863617,87.6,126.9,0.71,3.22,37.2,74.6,-1.03,-3.67
141,567,149.80865,-30.2863617,88.0,126.9,0.71,3.2,37.3,74.3,-1.03,-3.66
142,571,149.80865,-30.2863617,87.8,127.2,0.71,3.21,37.4,74.3,-1.03,-3.67
143,575,149.80865,-30.2863617,87.6,127.3,0.71,3.22,37.1,74.3,-1.03,-3.62
144,579,149.80865,-30.2863617,87.6,126.9,0.71,3.21,37.1,74.5,-1.03,-3.65
145,583,149.80865,-30.2863617,87.5,127.1,0.71,3.22,37.3,74.6,-1.03,-3.67
146,587,149.80865,-30.2863617,87.5,126.7,0.71,3.22,37.4,74.2,-1.03,-3.66
147,591,149.80865,-30.2863617,87.2,126.7,0.71,3.22,37.1,74.3,-1.03,-3.64
148,595,149.80865,-30.2863617,87.5,126.7,0.71,3.22,37.1,74.4,-1.03,-3.64
149,599,149.80865,-30.2863617,87.1,126.6,0.7,3.2,37.2,74.1,-1.04,-3.67
150,603,149.80865,-30.2863617,87.1,127.2,0.71,3.21,37.3,74.4,-1.04,-3.68
151,607,149.80865,-30.2863617,86.9,126.8,0.71,3.22,37.2,74.8,-1.03,-3.7
152,611,149.80865,-30.2863617,87.1,126.6,0.72,3.23,37.4,74.1,-1.04,-3.7
153,615,149.80865,-30.2863617,87.3,127.3,0.71,3.21,37.2,74.4,-1.04,-3.68
154,619,149.80865,-30.2863617,87.0,126.9,0.71,3.18,37.4,74.1,-1.05,-3.68
155,623,149.80865,-30.2863617,87.1,126.8,0.72,3.2,37.4,74.5,-1.05,-3.69
156,627,149.80865,-30.2863617,86.9,126.7,0.71,3.21,37.8,74.7,-1.05,-3.71
157,631,149.8086567,-30.2863683,86.8,124.0,0.74,3.24,39.2,74.5,-1.05,-3.7
158,635,149.8086683,-30.286375,88.4,125.2,0.74,3.23,37.1,77.3,-1.05,-3.63
159,639,149.80868,-30.28638,88.4,130.5,0.73,3.29,35.9,74.8,-1.07,-3.6
160,643,149.8086917,-30.2863833,89.0,129.5,0.71,3.32,37.2,74.2,-1.08,-3.63
161,647,149.8087067,-30.286385,89.1,131.1,0.68,3.29,35.4,74.7,-1.08,-3.66
162,651,149.80872,-30.2863833,92.0,133.3,0.71,3.34,37.5,77.4,-1.09,-3.59
163,655,149.8087333,-30.2863833,93.2,133.7,0.72,3.36,38.3,79.1,-1.07,-3.61
164,659,149.8087467,-30.28638,93.5,133.4,0.7,3.37,39.7,80.1,-1.06,-3.61
165,663,149.8087617,-30.2863767,92.8,130.9,0.69,3.37,41.2,79.8,-1.03,-3.59
166,667,149.808775,-30.2863717,95.5,129.9,0.7,3.38,42.2,82.5,-1.03,-3.61
167,671,149.80879,-30.2863667,95.6,137.6,0.71,3.43,37.5,80.5,-1.03,-3.69
168,675,149.8088033,-30.28636,94.2,133.5,0.71,3.5,37.8,77.4,-1.02,-3.71
169,679,149.8088183,-30.2863533,92.8,129.2,0.73,3.59,38.2,78.3,-1.01,-3.68
170,683,149.8088317,-30.286345,90.1,131.1,0.77,3.79,34.8,76.5,-1.06,-3.61
171,687,149.8088467,-30.286335,89.0,132.8,0.75,3.92,33.2,71.1,-1.07,-3.91
172,691,149.8088633,-30.2863233,90.2,136.4,0.79,4.21,31.5,67.9,-1.08,-3.99
173,695,149.80888,-30.28631,92.0,140.9,0.83,4.41,30.7,66.9,-1.05,-3.93
174,699,149.8088983,-30.286295,93.1,138.0,0.89,4.65,35.3,68.3,-1.06,-3.9
175,703,149.8089167,-30.28628,93.2,143.7,0.9,4.81,30.0,66.2,-1.08,-4.0
176,707,149.808935,-30.2862667,93.8,143.9,0.88,4.88,32.4,62.6,-1.07,-4.08
177,711,149.8089533,-30.2862517,99.4,141.8,0.92,4.99,39.9,69.0,-1.07,-4.17
178,715,149.8089733,-30.2862367,100.9,146.9,0.98,5.23,36.9,67.7,-1.1,-4.44
179,719,149.8089917,-30.28622,101.1,149.5,0.97,5.46,34.5,61.9,-1.14,-4.77
180,723,149.8090117,-30.2862017,99.7,148.9,0.96,5.35,33.5,62.5,-1.1,-4.56
181,727,149.8090317,-30.286185,97.6,150.7,0.93,5.2,29.5,62.0,-1.07,-4.39
182,731,149.8090517,-30.2861667,96.5,149.2,0.92,5.0,31.6,63.8,-1.05,-4.24
183,735,149.8090733,-30.2861483,96.8,148.3,0.89,4.94,31.8,64.6,-1.06,-4.11
184,739,149.809095,-30.28613,98.0,150.2,0.88,4.77,33.6,68.3,-1.06,-4.08
185,743,149.8091183,-30.2861133,101.3,150.5,0.86,4.64,36.4,70.9,-1.1,-4.21
186,747,149.80914,-30.286095,102.5,148.0,0.87,4.69,39.4,71.8,-1.13,-4.32
187,751,149.8091633,-30.2860767,100.8,150.8,0.89,4.71,35.7,68.3,-1.14,-4.33
188,755,149.8091867,-30.2860567,102.1,149.1,0.85,4.51,37.1,73.3,-1.14,-4.33
189,759,149.80921,-30.2860383,106.4,146.1,0.86,4.47,47.5,88.7,-1.04,-3.92
190,763,149.8092333,-30.2860183,105.7,153.9,0.87,4.71,39.5,79.7,-1.04,-4.06
191,767,149.8092567,-30.2859983,104.6,150.4,0.86,4.82,40.3,72.6,-1.04,-4.22
192,771,149.80928,-30.28598,104.6,150.7,0.86,4.68,40.5,74.0,-1.02,-4.13
193,775,149.8093033,-30.2859617,103.5,147.5,0.85,4.71,39.6,73.0,-1.03,-4.18
194,779,149.8093283,-30.2859417,102.0,149.2,0.89,4.81,36.8,69.1,-1.04,-4.21
195,783,149.8093517,-30.2859217,103.9,147.5,0.91,4.95,39.7,69.5,-1.04,-4.34
196,787,149.8093767,-30.2859017,101.9,150.4,0.92,4.97,34.8,68.3,-1.03,-4.35
197,791,149.8094,-30.2858833,101.1,150.6,0.93,5.05,34.3,63.7,-1.02,-4.33
198,795,149.8094233,-30.2858633,100.5,149.0,0.93,5.05,33.8,65.0,-1.01,-4.41
199,799,149.8094483,-30.285845,98.1,148.0,0.95,5.12,31.7,61.3,-1.0,-4.53
200,803,149.8094717,-30.285825,100.7,155.2,0.98,5.34,29.6,61.9,-1.02,-4.69
201,807,149.809495,-30.2858067,104.9,155.0,1.03,5.61,34.5,65.1,-1.03,-4.84
202,811,149.80952,-30.285785,108.1,160.1,1.06,5.73,36.2,67.3,-1.02,-4.8
203,815,149.8095483,-30.28576,107.7,157.1,1.01,5.54,38.1,69.7,-1.0,-4.66
204,819,149.80958,-30.2857333,100.2,152.0,0.92,5.07,33.4,68.4,-0.96,-4.21
205,823,149.809615,-30.285705,99.6,150.7,0.9,4.92,33.7,68.4,-0.96,-4.18
206,827,149.8096533,-30.2856733,98.5,150.0,0.89,4.94,32.5,68.0,-0.94,-4.17
207,831,149.8096917,-30.28564,99.6,149.0,0.88,4.9,34.0,68.6,-0.92,-4.16
208,835,149.8097333,-30.2856067,99.7,147.8,0.87,4.74,34.7,70.6,-0.88,-4.04
209,839,149.8097783,-30.2855717,100.0,147.1,0.9,4.82,34.3,68.1,-0.87,-4.17
210,843,149.8098233,-30.285535,102.9,150.0,0.93,5.14,35.5,69.6,-0.87,-4.3
211,847,149.8098683,-30.2854983,100.6,152.0,0.97,5.35,31.3,63.1,-0.87,-4.42
212,851,149.8099133,-30.28546,105.0,150.4,0.95,5.2,37.8,69.8,-0.89,-4.47
213,855,149.80996,-30.2854217,106.7,148.9,0.92,5.06,40.8,74.2,-0.89,-4.45
214,859,149.8100067,-30.2853833,98.2,144.6,0.93,5.09,32.9,63.9,-0.88,-4.45
215,863,149.8100533,-30.285345,94.7,144.9,0.94,5.05,27.9,59.2,-0.87,-4.48
216,867,149.8100983,-30.2853067,102.7,147.2,0.91,4.98,37.3,69.4,-0.86,-4.42
217,871,149.8101433,-30.28527,109.1,149.4,0.86,4.71,44.3,81.3,-0.88,-4.25
218,875,149.810185,-30.285235,107.0,150.0,0.88,4.75,40.6,77.0,-0.89,-4.35
219,879,149.8102267,-30.2852017,103.1,147.9,0.89,4.84,36.7,71.6,-0.88,-4.35
220,883,149.8102683,-30.2851683,101.5,148.8,0.9,4.8,35.0,69.9,-0.87,-4.32
221,887,149.8103083,-30.2851333,105.7,150.0,0.9,4.82,39.2,73.8,-0.89,-4.33
222,891,149.8103483,-30.2851017,107.2,152.3,0.89,4.77,39.8,75.5,-0.87,-4.31
223,895,149.8103883,-30.2850683,109.5,151.7,0.88,4.74,43.1,77.8,-0.9,-4.25
224,899,149.8104283,-30.2850367,105.1,154.6,0.92,4.91,35.3,71.4,-0.9,-4.44
225,903,149.8104667,-30.2850067,112.2,157.0,0.94,5.09,43.1,75.7,-0.9,-4.42
226,907,149.8105017,-30.2849783,116.7,163.1,0.98,5.26,42.1,78.7,-0.95,-4.67
227,911,149.8105183,-30.2849517,116.9,171.7,1.05,5.78,37.3,71.7,-0.99,-5.08
228,915,149.8105133,-30.2849317,113.3,160.0,0.87,4.94,44.7,80.7,-0.88,-4.16
229,919,149.8104933,-30.2849167,107.2,148.4,0.73,3.85,44.5,87.7,-0.84,-3.6
230,923,149.8104633,-30.2849133,104.9,141.3,0.65,3.21,45.7,91.7,-0.8,-3.55
231,927,149.8104333,-30.2849267,104.8,142.8,0.63,2.97,44.8,91.0,-0.79,-3.56
232,931,149.810405,-30.2849483,107.1,140.2,0.59,2.82,51.1,94.6,-0.8,-3.67
233,935,149.8103733,-30.284975,105.3,136.5,0.59,2.75,51.6,93.5,-0.84,-3.69
234,939,149.81034,-30.2850017,103.1,132.5,0.6,2.75,49.9,90.7,-0.82,-3.66
235,943,149.8103067,-30.28503,102.6,131.8,0.59,2.67,50.5,91.0,-0.81,-3.61
236,947,149.8102733,-30.2850583,103.2,132.7,0.59,2.68,50.7,90.5,-0.81,-3.61
237,951,149.8102383,-30.2850867,106.4,133.6,0.59,2.67,53.8,95.2,-0.8,-3.58
238,955,149.8102017,-30.285115,100.5,133.4,0.58,2.66,46.4,88.4,-0.82,-3.64
239,959,149.810165,-30.2851433,93.6,129.1,0.59,2.63,41.1,80.6,-0.81,-3.6
240,963,149.8101267,-30.285175,94.7,122.6,0.6,2.59,45.5,82.1,-0.8,-3.62
241,967,149.8100867,-30.2852067,94.6,123.0,0.59,2.58,45.9,82.3,-0.79,-3.63
242,971,149.810045,-30.28524,96.9,122.9,0.59,2.59,47.9,84.3,-0.8,-3.63
243,975,149.810005,-30.2852733,101.7,125.5,0.58,2.62,53.6,90.1,-0.82,-3.61
244,979,149.8099633,-30.28531,100.8,124.1,0.58,2.59,52.4,89.1,-0.79,-3.64
245,983,149.80992,-30.285345,93.6,117.3,0.57,2.62,48.2,80.8,-0.79,-3.6
246,987,149.8098733,-30.2853833,91.3,117.4,0.58,2.62,45.2,78.1,-0.8,-3.64
247,991,149.8098233,-30.2854233,91.5,119.1,0.59,2.67,45.1,78.8,-0.79,-3.59
248,995,149.8097733,-30.2854633,95.8,122.4,0.6,2.74,48.8,82.8,-0.81,-3.55
249,999,149.8097217,-30.285505,98.4,123.4,0.6,2.75,50.3,85.6,-0.79,-3.54
250,1003,149.80967,-30.2855483,98.0,124.2,0.6,2.78,49.7,85.0,-0.79,-3.54
251,1007,149.8096183,-30.2855933,91.1,122.5,0.6,2.81,42.4,78.2,-0.81,-3.6
252,1011,149.809565,-30.2856383,91.5,123.6,0.6,2.84,43.3,77.9,-0.85,-3.62
253,1015,149.8095133,-30.2856817,91.8,123.5,0.6,2.88,42.7,78.8,-0.87,-3.65
254,1019,149.80946,-30.285725,86.2,127.6,0.62,2.94,33.0,72.3,-0.91,-3.65
255,1023,149.8094067,-30.2857683,90.5,130.0,0.61,2.94,37.2,76.8,-0.94,-3.72
256,1027,149.809355,-30.2858133,95.2,130.6,0.61,2.93,43.1,82.1,-0.92,-3.66
257,1031,149.8093017,-30.285855,92.8,132.5,0.61,2.97,38.8,79.0,-0.95,-3.7
258,1035,149.8092483,-30.2858983,95.7,131.5,0.61,2.97,43.4,81.9,-0.97,-3.75
259,1039,149.809195,-30.2859417,94.6,127.0,0.61,3.01,45.3,80.3,-1.03,-3.8
260,1043,149.8091417,-30.2859867,96.0,128.8,0.62,3.05,46.0,82.4,-1.04,-3.79
261,1047,149.8090883,-30.28603,99.3,132.5,0.63,3.1,47.9,85.2,-1.07,-3.81
262,1051,149.8090367,-30.2860717,108.6,136.2,0.63,3.17,57.3,95.7,-1.1,-3.83
263,1055,149.8089867,-30.2861133,107.1,136.4,0.63,3.21,54.9,93.1,-1.1,-3.81
264,1059,149.8089383,-30.2861533,103.4,135.7,0.64,3.22,50.3,90.2,-1.1,-3.83
265,1063,149.8088933,-30.2861917,99.8,133.2,0.63,3.21,48.3,85.4,-1.09,-3.84
266,1067,149.8088483,-30.2862267,96.2,133.5,0.64,3.21,41.8,82.6,-1.1,-3.84
267,1071,149.808805,-30.2862617,97.2,132.6,0.66,3.22,44.6,82.9,-1.1,-3.83
268,1075,149.8087633,-30.286295,102.4,132.2,0.63,3.17,52.5,88.2,-1.12,-3.86
269,1079,149.808725,-30.286325,102.4,131.3,0.65,3.2,51.4,90.8,-1.14,-3.85
270,1083,149.8086983,-30.2863517,95.2,132.5,0.66,3.25,43.4,80.6,-1.17,-3.88
271,1087,149.8086783,-30.2863633,99.8,132.2,0.67,3.26,47.4,88.0,-1.17,-3.82
272,1091,149.8086617,-30.2863633,98.5,129.9,0.69,3.32,52.2,85.5,-1.17,-3.82
273,1095,149.8086467,-30.2863517,97.7,124.1,0.72,3.41,50.3,88.2,-1.19,-3.83
274,1099,149.808645,-30.286335,98.0,136.3,0.75,3.53,39.0,84.6,-1.24,-3.93
275,1103,149.8086583,-30.2863183,94.2,136.5,0.77,3.63,39.3,76.8,-1.23,-3.91
