,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag
1321,5287,149.80789,-30.2851667,90.6,121.3,0.53,2.46,45.3,78.8,-0.93,-3.8
1322,5291,149.8079383,-30.2851267,92.4,122.3,0.53,2.48,46.9,81.3,-0.94,-3.8
1323,5295,149.8079883,-30.285085,92.0,123.9,0.54,2.5,45.8,80.2,-0.93,-3.75
1324,5299,149.80804,-30.2850433,93.9,127.8,0.54,2.52,45.0,81.3,-0.94,-3.74
1325,5303,149.8080917,-30.285,93.6,126.4,0.53,2.53,45.7,81.9,-0.92,-3.74
1326,5307,149.808145,-30.2849567,90.2,121.7,0.52,2.46,44.0,78.5,-0.92,-3.8
1327,5311,149.8081983,-30.2849117,87.8,117.5,0.51,2.4,43.3,75.9,-0.91,-3.83
1328,5315,149.8082533,-30.2848683,84.0,115.8,0.52,2.38,39.4,71.2,-0.91,-3.8
1329,5319,149.8083067,-30.2848233,87.9,118.9,0.51,2.4,42.9,76.5,-0.93,-3.81
1330,5323,149.8083617,-30.28478,96.0,126.1,0.52,2.42,48.8,85.2,-0.92,-3.76
1331,5327,149.808415,-30.284735,90.7,124.6,0.52,2.45,42.8,78.4,-0.94,-3.85
1332,5331,149.8084683,-30.2846917,92.2,126.4,0.53,2.52,42.4,79.3,-0.95,-3.84
1333,5335,149.8085217,-30.2846483,94.5,126.7,0.53,2.48,46.0,82.3,-0.93,-3.76
1334,5339,149.808575,-30.284605,97.8,126.8,0.52,2.45,50.9,86.7,-0.95,-3.8
1335,5343,149.8086283,-30.2845617,96.0,125.8,0.52,2.48,47.9,83.1,-0.95,-3.83
1336,5347,149.8086817,-30.2845183,99.5,130.0,0.54,2.55,49.9,88.1,-0.97,-3.82
1337,5351,149.808735,-30.284475,98.5,129.6,0.54,2.61,50.1,85.6,-0.94,-3.82
1338,5355,149.8087883,-30.2844317,101.2,129.8,0.55,2.56,52.8,89.5,-0.93,-3.77
1339,5359,149.8088417,-30.2843883,96.3,128.7,0.54,2.56,47.7,83.8,-0.95,-3.8
1340,5363,149.808895,-30.284345,99.8,130.3,0.55,2.62,50.8,87.9,-0.94,-3.81
1341,5367,149.8089483,-30.2843,106.0,134.2,0.55,2.71,56.1,94.1,-0.95,-3.77
1342,5371,149.8090017,-30.2842567,102.6,139.8,0.58,2.77,48.5,90.3,-0.95,-3.73
1343,5375,149.809055,-30.2842133,102.1,139.7,0.58,2.82,47.9,88.2,-0.97,-3.75
1344,5379,149.8091067,-30.28417,108.1,141.8,0.58,2.78,55.1,96.0,-0.98,-3.79
1345,5383,149.80916,-30.2841267,109.8,144.4,0.57,2.73,54.8,97.9,-0.96,-3.81
1346,5387,149.8092117,-30.2840833,114.0,144.1,0.56,2.71,61.4,102.0,-0.96,-3.85
1347,5391,149.80926,-30.2840433,120.7,149.4,0.54,2.72,65.6,110.5,-0.96,-3.83
1348,5395,149.8093017,-30.2840083,120.3,151.3,0.54,2.77,64.4,109.3,-0.96,-3.83
1349,5399,149.8093367,-30.2839817,120.6,152.3,0.55,2.78,64.0,109.4,-0.96,-3.82
1350,5403,149.8093617,-30.2839583,121.4,153.9,0.55,2.75,63.8,110.8,-0.95,-3.78
1351,5407,149.8093717,-30.2839417,119.8,150.1,0.54,2.8,63.9,109.3,-0.97,-3.82
1352,5411,149.8093733,-30.2839217,123.1,158.7,0.55,2.81,63.8,109.8,-0.98,-3.88
1353,5415,149.8093583,-30.283905,124.6,151.1,0.55,2.94,70.7,111.8,-0.98,-3.81
1354,5419,149.8093317,-30.2839017,127.3,153.3,0.58,2.97,71.7,115.5,-0.95,-3.83
1355,5423,149.80931,-30.2839133,129.4,156.3,0.58,3.02,71.6,116.3,-0.97,-3.86
1356,5427,149.8092883,-30.2839333,126.0,149.7,0.54,2.84,73.7,115.8,-0.96,-3.91
1357,5431,149.8092617,-30.283955,125.3,152.6,0.5,2.68,68.5,113.5,-0.95,-3.94
1358,5435,149.80923,-30.28398,126.1,149.8,0.49,2.7,70.9,115.6,-1.0,-3.96
1359,5439,149.809195,-30.2840083,118.6,150.4,0.5,2.66,62.2,106.6,-0.97,-3.94
1360,5443,149.8091567,-30.28404,119.4,147.1,0.5,2.64,64.7,107.7,-0.97,-3.89
1361,5447,149.809115,-30.284075,119.2,146.1,0.51,2.64,65.2,108.3,-0.96,-3.88
1362,5451,149.8090717,-30.2841117,118.1,145.0,0.51,2.63,64.7,106.9,-0.97,-3.87
1363,5455,149.8090233,-30.2841483,115.3,145.9,0.53,2.66,60.1,103.3,-0.98,-3.86
1364,5459,149.808975,-30.2841883,114.7,144.3,0.54,2.71,61.2,103.7,-0.98,-3.85
1365,5463,149.808925,-30.28423,106.7,140.7,0.56,2.77,53.7,93.8,-0.99,-3.83
1366,5467,149.8088733,-30.2842733,107.6,140.6,0.55,2.77,54.6,94.6,-0.99,-3.84
1367,5471,149.80882,-30.2843167,104.0,136.6,0.54,2.68,52.2,91.3,-0.98,-3.86
1368,5475,149.8087667,-30.28436,101.9,130.5,0.51,2.62,54.0,89.9,-1.01,-3.95
1369,5479,149.80871,-30.284405,97.0,129.1,0.52,2.53,48.4,83.6,-1.0,-3.9
1370,5483,149.808655,-30.2844517,100.9,129.6,0.52,2.55,54.0,88.5,-0.97,-3.85
1371,5487,149.8085967,-30.2844983,97.0,129.1,0.53,2.57,48.5,84.0,-0.97,-3.83
1372,5491,149.80854,-30.284545,100.4,128.5,0.53,2.59,53.0,87.5,-0.99,-3.87
1373,5495,149.8084833,-30.2845917,101.4,128.2,0.52,2.52,54.8,89.9,-0.98,-3.9
1374,5499,149.8084267,-30.2846383,97.7,125.4,0.53,2.46,51.7,85.4,-0.98,-3.89
1375,5503,149.80837,-30.2846833,91.3,122.6,0.52,2.45,44.5,78.5,-0.99,-3.91
1376,5507,149.808315,-30.28473,92.5,124.4,0.51,2.44,44.9,79.6,-1.0,-3.92
1377,5511,149.80826,-30.2847767,95.4,125.5,0.5,2.43,47.8,82.5,-0.99,-3.96
1378,5515,149.8082033,-30.2848217,96.8,125.0,0.51,2.39,49.6,86.0,-0.98,-3.95
1379,5519,149.8081467,-30.2848667,88.5,117.2,0.5,2.36,44.3,75.8,-0.97,-3.94
1380,5523,149.80809,-30.2849133,85.3,113.8,0.49,2.3,42.0,73.2,-0.95,-3.9
1381,5527,149.808035,-30.2849583,87.1,114.7,0.51,2.33,44.8,75.3,-0.93,-3.86
1382,5531,149.80798,-30.2850033,91.5,118.2,0.52,2.4,48.5,79.1,-0.93,-3.84
1383,5535,149.807925,-30.2850483,97.1,126.0,0.52,2.48,50.2,85.2,-0.93,-3.82
1384,5539,149.8078717,-30.2850933,95.3,127.3,0.52,2.45,46.3,82.6,-0.94,-3.81
1385,5543,149.8078183,-30.2851383,91.6,123.5,0.52,2.47,44.3,78.7,-0.94,-3.8
1386,5547,149.8077667,-30.28518,96.1,125.2,0.52,2.43,48.8,84.0,-0.93,-3.8
1387,5551,149.8077167,-30.28522,96.2,128.9,0.52,2.42,47.2,83.4,-0.93,-3.78
1388,5555,149.8076683,-30.28526,97.8,126.5,0.52,2.48,50.9,86.8,-0.94,-3.81
1389,5559,149.8076267,-30.285295,95.6,127.9,0.54,2.51,47.5,82.3,-0.94,-3.8
1390,5563,149.807595,-30.2853233,98.4,127.6,0.53,2.5,49.8,87.9,-0.95,-3.78
1391,5567,149.807575,-30.2853417,91.8,129.7,0.52,2.48,40.4,78.8,-0.93,-3.79
1392,5571,149.80756,-30.2853467,94.5,128.7,0.55,2.55,46.1,81.3,-0.96,-3.76
1393,5575,149.80754,-30.2853417,99.4,130.8,0.57,2.6,51.1,85.5,-0.97,-3.81
1394,5579,149.8075283,-30.285325,102.4,126.8,0.61,2.73,56.6,90.7,-0.98,-3.83
1395,5583,149.8075367,-30.285305,104.4,134.7,0.65,2.95,55.7,93.5,-1.0,-3.78
1396,5587,149.80756,-30.285285,103.8,134.4,0.62,2.81,55.7,91.1,-0.98,-3.8
1397,5591,149.8075883,-30.2852617,100.3,127.0,0.55,2.6,53.3,90.3,-0.96,-3.77
1398,5595,149.80762,-30.2852367,93.7,128.4,0.54,2.58,44.4,81.6,-0.94,-3.78
1399,5599,149.8076567,-30.2852083,94.0,126.9,0.55,2.56,45.4,81.7,-0.93,-3.81
1400,5603,149.807695,-30.2851767,91.9,123.5,0.54,2.54,44.8,79.8,-0.94,-3.81
1401,5607,149.8077367,-30.2851417,90.8,122.0,0.55,2.49,44.8,77.9,-0.93,-3.8
1402,5611,149.80778,-30.2851067,96.9,124.5,0.55,2.48,50.1,86.2,-0.92,-3.75
1403,5615,149.807825,-30.28507,91.1,124.7,0.55,2.47,42.9,78.9,-0.93,-3.76
1404,5619,149.80787,-30.2850333,88.3,121.6,0.55,2.49,41.6,76.0,-0.93,-3.79
1405,5623,149.8079183,-30.2849933,91.1,121.9,0.55,2.48,44.3,80.1,-0.93,-3.77
1406,5627,149.807965,-30.284955,90.2,121.3,0.54,2.46,44.4,77.5,-0.92,-3.82
1407,5631,149.8080133,-30.284915,94.4,122.1,0.53,2.41,48.4,82.7,-0.92,-3.8
1408,5635,149.8080617,-30.284875,92.5,120.2,0.54,2.4,47.5,81.7,-0.95,-3.9
1409,5639,149.8081117,-30.284835,94.4,117.8,0.52,2.37,51.4,84.5,-0.94,-3.86
1410,5643,149.80816,-30.2847933,84.6,115.4,0.53,2.37,41.4,73.6,-0.98,-3.92
1411,5647,149.80821,-30.2847533,87.0,116.3,0.53,2.34,43.8,76.0,-0.99,-3.96
1412,5651,149.80826,-30.2847117,95.6,122.6,0.52,2.38,49.7,85.6,-1.01,-3.97
1413,5655,149.8083117,-30.2846717,98.4,126.3,0.52,2.43,51.5,88.8,-1.0,-3.93
1414,5659,149.8083617,-30.28463,93.6,122.8,0.53,2.4,48.1,82.6,-0.98,-3.91
1415,5663,149.8084117,-30.28459,91.6,121.6,0.53,2.47,44.9,80.0,-0.99,-3.92
1416,5667,149.8084617,-30.2845467,93.5,122.9,0.54,2.49,47.5,81.9,-0.98,-3.9
1417,5671,149.8085117,-30.284505,98.9,127.2,0.55,2.55,50.7,88.3,-0.99,-3.9
1418,5675,149.808565,-30.2844633,93.2,125.9,0.54,2.59,46.0,81.5,-0.98,-3.92
1419,5679,149.8086167,-30.28442,98.5,126.4,0.55,2.62,50.6,86.6,-0.97,-3.85
1420,5683,149.8086683,-30.2843767,97.7,128.1,0.53,2.59,49.0,86.6,-0.97,-3.89
1421,5687,149.80872,-30.2843333,98.1,127.5,0.53,2.61,50.0,86.3,-0.99,-3.92
1422,5691,149.80877,-30.2842917,99.5,128.4,0.52,2.61,51.1,88.5,-0.99,-3.93
1423,5695,149.8088217,-30.2842483,99.4,131.7,0.51,2.63,49.6,88.1,-0.99,-3.9
1424,5699,149.8088733,-30.2842083,101.5,133.3,0.52,2.68,51.1,91.3,-1.0,-3.87
1425,5703,149.8089267,-30.2841667,102.3,136.6,0.53,2.74,49.6,90.8,-1.01,-3.89
1426,5707,149.8089783,-30.284125,107.3,141.1,0.55,2.76,53.6,95.5,-1.01,-3.91
1427,5711,149.8090283,-30.2840833,115.1,144.4,0.57,2.74,61.4,104.6,-1.01,-3.89
1428,5715,149.8090783,-30.2840417,110.3,142.1,0.56,2.7,58.0,99.3,-0.99,-3.87
1429,5719,149.8091267,-30.2840033,113.8,141.5,0.54,2.63,62.9,104.3,-0.98,-3.92
1430,5723,149.8091733,-30.2839633,116.1,141.5,0.54,2.57,65.4,106.1,-0.99,-3.95
1431,5727,149.8092183,-30.2839283,119.7,142.5,0.54,2.63,69.0,110.4,-1.0,-3.98
1432,5731,149.80926,-30.283895,121.7,147.6,0.53,2.66,68.4,111.6,-1.0,-3.98
1433,5735,149.80929,-30.2838717,119.9,144.0,0.52,2.68,68.1,110.3,-1.02,-4.03
1434,5739,149.809305,-30.2838517,116.5,143.6,0.51,2.6,63.8,104.8,-1.03,-4.09
1435,5743,149.8093033,-30.28383,116.2,140.8,0.53,2.69,66.1,104.1,-1.06,-4.12
1436,5747,149.8092833,-30.2838133,113.6,138.3,0.53,2.79,62.4,103.3,-1.03,-4.04
1437,5751,149.809255,-30.283815,112.8,144.2,0.56,2.82,59.5,100.4,-1.02,-3.96
1438,5755,149.80923,-30.28383,114.9,140.7,0.54,2.82,64.7,102.9,-1.06,-4.11
1439,5759,149.809205,-30.2838517,116.2,140.8,0.49,2.61,65.6,106.2,-1.03,-4.19
1440,5763,149.8091767,-30.283875,115.1,143.1,0.47,2.55,60.8,103.4,-1.0,-4.09
1441,5767,149.8091433,-30.2839033,120.6,146.3,0.5,2.59,66.3,109.2,-1.01,-4.02
1442,5771,149.8091083,-30.2839317,122.2,144.9,0.51,2.6,69.0,111.5,-1.0,-3.97
1443,5775,149.80907,-30.283965,120.2,144.6,0.51,2.57,66.4,108.4,-0.99,-3.96
1444,5779,149.80903,-30.2839983,114.8,142.0,0.52,2.59,62.0,103.4,-1.0,-4.0
1445,5783,149.8089867,-30.2840333,115.5,143.7,0.52,2.59,60.9,104.3,-0.99,-3.96
1446,5787,149.80894,-30.28407,111.7,142.6,0.53,2.57,57.4,99.4,-1.01,-3.92
1447,5791,149.808895,-30.2841067,114.5,144.1,0.54,2.63,60.0,103.0,-1.01,-3.92
1448,5795,149.8088483,-30.2841467,109.9,139.1,0.54,2.67,58.4,98.7,-1.02,-3.89
1449,5799,149.8088017,-30.284185,106.1,138.1,0.53,2.67,53.4,94.5,-1.03,-3.93
1450,5803,149.8087533,-30.284225,102.2,135.6,0.54,2.7,50.6,90.2,-1.02,-3.91
1451,5807,149.8087033,-30.284265,103.5,134.6,0.55,2.65,52.4,90.8,-1.01,-3.92
1452,5811,149.8086533,-30.2843033,100.9,128.5,0.54,2.62,53.6,90.3,-1.01,-3.94
1453,5815,149.808605,-30.2843433,97.2,127.1,0.54,2.61,50.4,84.6,-1.0,-3.89
1454,5819,149.8085567,-30.2843833,101.0,129.3,0.55,2.61,53.3,89.6,-0.99,-3.88
1455,5823,149.8085067,-30.284425,103.5,134.0,0.55,2.62,53.9,91.7,-1.0,-3.88
1456,5827,149.808455,-30.2844667,110.2,133.8,0.55,2.62,61.2,100.7,-1.0,-3.86
1457,5831,149.8084033,-30.2845083,98.4,129.9,0.55,2.57,49.4,85.9,-1.0,-3.91
1458,5835,149.8083517,-30.2845517,96.9,126.5,0.54,2.53,49.4,84.6,-1.01,-3.89
1459,5839,149.8083,-30.2845933,95.8,126.7,0.53,2.5,47.9,84.1,-1.02,-3.96
1460,5843,149.8082483,-30.2846367,95.3,124.9,0.53,2.48,47.8,84.0,-1.02,-3.97
1461,5847,149.808195,-30.2846817,97.7,126.8,0.53,2.43,49.7,86.7,-1.03,-4.02
1462,5851,149.8081417,-30.284725,91.0,120.7,0.52,2.37,45.5,79.5,-1.02,-3.98
1463,5855,149.8080867,-30.28477,89.3,117.1,0.51,2.39,45.3,77.6,-1.03,-4.04
1464,5859,149.8080317,-30.2848133,88.2,118.0,0.51,2.34,43.1,78.0,-1.02,-3.99
1465,5863,149.8079767,-30.2848583,90.9,117.7,0.51,2.37,47.4,80.6,-1.01,-4.0
1466,5867,149.8079217,-30.2849033,93.0,122.0,0.53,2.39,46.5,81.6,-1.01,-3.95
1467,5871,149.8078667,-30.2849467,95.7,124.0,0.54,2.45,48.9,84.3,-1.0,-3.92
1468,5875,149.8078133,-30.2849917,94.0,120.8,0.53,2.44,47.7,82.9,-0.99,-3.92
1469,5879,149.80776,-30.2850367,88.8,121.2,0.53,2.46,42.3,77.2,-0.99,-3.89
1470,5883,149.807705,-30.28508,90.5,120.6,0.53,2.45,45.5,79.7,-0.96,-3.91
1471,5887,149.80765,-30.2851233,88.7,122.5,0.54,2.48,42.1,77.5,-0.97,-3.86
1472,5891,149.8075983,-30.2851667,94.6,124.1,0.54,2.48,47.6,83.1,-0.95,-3.78
1473,5895,149.8075517,-30.285205,90.1,125.2,0.55,2.52,42.0,78.5,-0.97,-3.82
1474,5899,149.807515,-30.2852367,92.1,125.8,0.55,2.56,43.3,78.7,-0.97,-3.78
1475,5903,149.8074933,-30.2852583,93.3,127.7,0.55,2.55,43.6,82.7,-0.96,-3.79
1476,5907,149.8074767,-30.2852667,95.7,134.8,0.58,2.58,42.7,83.2,-0.96,-3.77
1477,5911,149.807455,-30.2852633,96.2,127.7,0.59,2.65,49.0,84.6,-0.99,-3.8
1478,5915,149.8074417,-30.2852483,97.4,131.1,0.64,2.79,47.7,84.9,-1.0,-3.79
1479,5919,149.8074467,-30.285225,95.8,129.7,0.68,2.94,46.1,82.9,-1.05,-3.83
1480,5923,149.80747,-30.2852067,93.0,129.7,0.65,2.85,43.1,80.6,-1.0,-3.81
1481,5927,149.8075,-30.2851833,91.7,127.2,0.59,2.62,43.3,79.6,-0.99,-3.87
1482,5931,149.807535,-30.2851567,94.0,128.9,0.56,2.56,44.6,81.8,-0.99,-3.89
1483,5935,149.8075717,-30.2851283,92.2,125.0,0.56,2.55,44.2,79.6,-0.98,-3.85
1484,5939,149.8076117,-30.2850967,89.5,123.7,0.57,2.59,42.1,76.8,-0.98,-3.87
1485,5943,149.8076533,-30.2850617,90.8,123.0,0.57,2.55,44.5,79.2,-0.98,-3.87
1486,5947,149.8076983,-30.285025,87.9,121.9,0.56,2.5,40.9,75.5,-0.99,-3.92
1487,5951,149.8077433,-30.2849867,88.3,119.7,0.56,2.51,42.9,77.1,-0.99,-3.92
1488,5955,149.8077917,-30.2849483,88.6,121.9,0.55,2.47,41.6,76.3,-0.99,-3.88
1489,5959,149.8078417,-30.2849067,88.1,118.0,0.55,2.46,43.7,76.5,-1.0,-3.92
1490,5963,149.8078917,-30.2848667,88.5,119.9,0.54,2.43,42.5,77.0,-1.03,-4.0
1491,5967,149.8079417,-30.2848233,89.6,120.5,0.51,2.4,43.8,78.5,-1.02,-3.97
1492,5971,149.807995,-30.2847817,88.3,119.8,0.52,2.43,42.6,76.3,-1.02,-4.01
1493,5975,149.8080467,-30.28474,88.2,122.1,0.53,2.39,40.7,76.9,-1.02,-4.0
1494,5979,149.8080983,-30.2846967,89.2,120.3,0.53,2.39,43.4,77.7,-1.04,-4.01
1495,5983,149.80815,-30.2846567,86.6,118.8,0.54,2.37,41.9,75.4,-1.02,-4.0
1496,5987,149.8082,-30.284615,88.9,119.1,0.54,2.4,43.4,78.3,-1.02,-3.98
1497,5991,149.8082467,-30.284575,87.9,121.2,0.54,2.43,40.2,76.9,-1.04,-3.98
1498,5995,149.808295,-30.284535,86.9,122.6,0.53,2.43,39.6,75.0,-1.04,-3.98
1499,5999,149.8083433,-30.284495,92.8,124.7,0.53,2.44,45.2,81.6,-1.04,-4.01
1500,6003,149.8083933,-30.284455,95.1,125.2,0.54,2.51,47.9,85.1,-1.05,-3.98
1501,6007,149.808445,-30.284415,96.1,129.2,0.54,2.55,47.4,84.6,-1.05,-3.97
1502,6011,149.808495,-30.2843733,101.0,133.4,0.58,2.62,50.3,90.4,-1.03,-3.94
1503,6015,149.8085467,-30.28433,99.3,131.0,0.56,2.63,50.5,88.0,-1.03,-3.96
1504,6019,149.8086,-30.2842883,97.6,131.1,0.57,2.66,47.5,85.5,-1.05,-3.93
1505,6023,149.8086533,-30.284245,99.7,129.8,0.59,2.63,51.2,88.5,-1.02,-3.9
1506,6027,149.808705,-30.2842017,94.4,127.4,0.59,2.63,46.9,83.1,-1.02,-3.96
1507,6031,149.80876,-30.2841567,104.3,133.8,0.58,2.72,54.0,92.2,-1.06,-4.0
1508,6035,149.8088133,-30.2841133,103.3,136.0,0.58,2.73,51.1,91.8,-1.07,-4.01
1509,6039,149.8088667,-30.2840683,103.4,137.8,0.58,2.72,50.0,91.3,-1.03,-3.95
1510,6043,149.8089217,-30.2840233,99.0,134.8,0.57,2.63,47.0,86.3,-1.04,-4.0
1511,6047,149.8089767,-30.28398,105.4,136.5,0.56,2.62,52.3,93.9,-1.05,-4.01
1512,6051,149.80903,-30.283935,109.5,140.4,0.57,2.56,57.7,98.6,-1.02,-3.98
1513,6055,149.8090833,-30.2838917,114.2,143.4,0.55,2.59,61.7,103.3,-1.04,-4.05
1514,6059,149.8091333,-30.2838517,119.3,144.4,0.51,2.63,67.4,108.8,-1.06,-4.05
1515,6063,149.8091767,-30.2838167,120.1,144.3,0.52,2.61,67.8,110.0,-1.06,-4.06
1516,6067,149.8092083,-30.2837933,119.7,144.2,0.52,2.59,67.9,109.7,-1.06,-4.11
1517,6071,149.80922,-30.2837717,116.9,144.5,0.52,2.59,63.4,108.0,-1.09,-4.13
1518,6075,149.8092117,-30.28375,117.8,146.0,0.55,2.66,65.3,104.2,-1.04,-4.06
1519,6079,149.8091867,-30.2837383,120.6,143.7,0.55,2.73,69.4,109.8,-1.04,-4.05
1520,6083,149.8091583,-30.283745,120.3,139.9,0.56,2.82,70.0,110.6,-1.05,-4.0
1521,6087,149.809135,-30.2837617,112.9,138.1,0.55,2.68,63.1,105.1,-1.03,-4.02
1522,6091,149.8091117,-30.2837817,111.3,143.7,0.5,2.52,55.0,100.6,-1.05,-4.12
1523,6095,149.8090833,-30.2838033,112.0,143.9,0.53,2.58,56.7,101.9,-1.08,-4.21
1524,6099,149.8090533,-30.2838283,112.3,146.7,0.53,2.57,55.5,102.3,-1.09,-4.16
1525,6103,149.8090217,-30.283855,111.5,145.0,0.55,2.62,55.2,101.0,-1.08,-4.13
1526,6107,149.8089883,-30.2838817,116.4,145.9,0.58,2.64,63.0,105.1,-1.08,-4.09
1527,6111,149.808955,-30.2839083,119.6,145.6,0.59,2.67,67.5,110.2,-1.05,-4.05
1528,6115,149.8089233,-30.283935,118.5,146.7,0.6,2.66,65.9,108.3,-1.06,-4.02
1529,6119,149.8088917,-30.2839617,114.7,146.0,0.59,2.68,59.2,104.6,-1.07,-4.01
1530,6123,149.8088583,-30.2839867,106.5,145.3,0.61,2.66,48.6,94.1,-1.06,-4.05
1531,6127,149.8088233,-30.2840117,102.4,142.5,0.57,2.65,44.4,89.9,-1.07,-4.03
1532,6131,149.8087917,-30.2840383,96.4,133.4,0.56,2.62,42.7,85.8,-1.07,-4.07
1533,6135,149.80876,-30.2840667,95.6,134.6,0.56,2.6,41.0,83.0,-1.07,-4.03
1534,6139,149.80873,-30.284095,99.5,132.0,0.57,2.64,47.8,87.6,-1.08,-4.04
1535,6143,149.8086967,-30.2841217,97.5,135.6,0.57,2.61,41.4,86.3,-1.05,-3.99
1536,6147,149.8086617,-30.28415,101.5,135.6,0.57,2.69,47.1,88.9,-1.05,-3.95
1537,6151,149.8086267,-30.2841783,99.9,135.4,0.59,2.72,45.3,88.4,-1.04,-3.96
1538,6155,149.80859,-30.2842083,94.8,135.2,0.58,2.74,40.3,81.5,-1.06,-3.98
1539,6159,149.8085533,-30.2842383,88.9,131.6,0.59,2.71,35.2,76.2,-1.04,-3.95
1540,6163,149.808515,-30.28427,87.9,130.5,0.58,2.68,35.2,74.3,-1.04,-3.95
1541,6167,149.8084767,-30.2843,91.6,130.1,0.58,2.66,40.4,79.2,-1.05,-4.0
1542,6171,149.8084383,-30.2843317,90.8,128.2,0.58,2.66,40.3,79.5,-1.04,-3.98
1543,6175,149.8084,-30.2843633,95.2,129.8,0.59,2.6,45.6,81.8,-1.04,-3.97
1544,6179,149.8083617,-30.284395,98.1,131.1,0.58,2.64,47.1,87.6,-1.06,-4.01
1545,6183,149.8083267,-30.284425,94.1,128.3,0.58,2.59,44.0,83.4,-1.06,-4.01
1546,6187,149.80829,-30.2844533,91.6,128.3,0.58,2.55,41.5,79.4,-1.05,-4.02
1547,6191,149.808255,-30.2844817,94.0,123.2,0.57,2.49,47.9,83.3,-1.04,-3.98
1548,6195,149.8082233,-30.2845083,88.0,122.6,0.57,2.46,39.8,77.9,-1.05,-4.0
1549,6199,149.8081983,-30.28453,83.3,119.0,0.56,2.47,36.7,71.4,-1.06,-4.07
1550,6203,149.8081717,-30.2845517,82.0,117.4,0.55,2.44,35.5,70.2,-1.07,-4.05
1551,6207,149.8081467,-30.2845733,83.3,119.0,0.57,2.41,37.4,71.4,-1.07,-4.17
1552,6211,149.80812,-30.284595,87.2,121.9,0.6,2.47,39.1,76.0,-1.07,-4.13
1553,6215,149.8080933,-30.2846167,91.7,124.1,0.6,2.46,43.3,80.1,-1.05,-3.98
1554,6219,149.8080667,-30.28464,93.2,121.3,0.6,2.45,46.0,83.9,-1.05,-4.03
1555,6223,149.8080367,-30.2846633,90.3,123.4,0.61,2.45,41.6,80.5,-1.05,-3.99
1556,6227,149.808005,-30.28469,86.7,123.3,0.6,2.43,38.3,74.7,-1.06,-3.98
1557,6231,149.8079717,-30.2847183,91.0,122.6,0.6,2.48,43.4,80.8,-1.06,-4.02
1558,6235,149.807935,-30.2847467,86.0,123.6,0.61,2.49,37.2,73.7,-1.05,-3.98
1559,6239,149.8078983,-30.2847767,88.8,122.5,0.61,2.51,41.8,77.6,-1.06,-4.0
1560,6243,149.80786,-30.2848083,90.3,122.9,0.61,2.49,42.8,80.5,-1.04,-3.95
1561,6247,149.8078217,-30.2848383,88.9,124.3,0.6,2.5,39.7,76.9,-1.05,-3.96
1562,6251,149.8077833,-30.28487,88.3,123.0,0.61,2.5,39.5,78.5,-1.05,-3.99
1563,6255,149.807745,-30.2849033,81.5,120.7,0.6,2.5,33.3,69.1,-1.05,-4.02
1564,6259,149.8077033,-30.2849367,84.5,121.2,0.58,2.54,37.6,72.0,-1.06,-4.01
1565,6263,149.8076617,-30.28497,88.5,123.1,0.6,2.57,40.1,77.6,-1.04,-4.01
1566,6267,149.8076183,-30.285005,90.3,127.2,0.65,2.62,40.4,77.8,-1.02,-3.94
1567,6271,149.807575,-30.2850417,92.7,128.6,0.65,2.58,41.6,82.5,-1.02,-3.9
1568,6275,149.8075317,-30.2850767,87.6,126.3,0.64,2.59,37.0,75.5,-1.0,-3.91
1569,6279,149.80749,-30.2851117,89.7,126.5,0.62,2.56,39.9,78.2,-1.02,-3.93
1570,6283,149.8074533,-30.2851417,90.7,127.5,0.63,2.56,39.3,79.5,-1.01,-3.9
1571,6287,149.8074233,-30.2851633,89.1,130.6,0.62,2.59,36.8,76.7,-1.02,-3.85
1572,6291,149.8074067,-30.2851817,85.9,125.4,0.62,2.63,35.2,75.8,-1.02,-3.86
1573,6295,149.8073933,-30.285195,85.5,126.9,0.6,2.58,35.1,71.5,-1.02,-3.87
1574,6299,149.8073717,-30.2851967,91.6,127.4,0.6,2.63,42.9,76.8,-1.02,-3.81
1575,6303,149.8073517,-30.285185,96.3,123.5,0.65,2.69,49.8,85.7,-1.03,-3.82
1576,6307,149.80735,-30.2851633,100.3,136.6,0.69,2.85,46.1,86.6,-1.05,-3.83
1577,6311,149.8073683,-30.2851417,100.0,131.7,0.68,2.88,52.5,87.8,-1.03,-3.82
1578,6315,149.807395,-30.2851233,103.1,129.6,0.63,2.71,56.3,92.3,-1.03,-3.86
1579,6319,149.807425,-30.2851,94.0,125.9,0.58,2.6,44.9,84.3,-1.01,-3.88
1580,6323,149.807455,-30.285075,91.1,121.4,0.59,2.53,45.2,79.9,-1.0,-3.94
1581,6327,149.8074883,-30.2850483,89.3,123.0,0.58,2.55,42.8,76.4,-1.02,-3.95
1582,6331,149.8075267,-30.2850183,92.0,123.8,0.59,2.55,44.5,80.6,-1.02,-3.96
1583,6335,149.807565,-30.2849867,92.8,125.3,0.59,2.56,45.5,81.4,-1.02,-3.96
1584,6339,149.807605,-30.2849533,94.9,125.6,0.6,2.53,47.3,83.8,-1.02,-3.96
1585,6343,149.8076467,-30.2849183,94.0,125.2,0.59,2.56,46.4,82.4,-1.03,-3.96
1586,6347,149.8076917,-30.2848817,93.6,125.4,0.58,2.59,45.6,83.7,-1.06,-4.06
