,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag,AVE(),1mHCPcon,1mPRPcon,AVE()
438,1761,150.6627567,-34.0250367,13,13,-0.3,1.47,17.7,16.4,-2.82,-5.46,15.35,13,17.7,15.35
439,1765,150.662765,-34.0250083,11.6,13.6,-0.29,2.17,16,14.2,-3.13,-5.36,13.8,11.6,16,13.8
440,1769,150.6627733,-34.0249817,12.6,12,-0.46,1.56,17.8,14.3,-2.98,-5.91,15.2,12.6,17.8,15.2
441,1773,150.6627817,-34.024955,11.7,11.1,-0.46,1.71,19.1,14.1,-3.3,-6.33,15.4,11.7,19.1,15.4
442,1777,150.6627917,-34.0249283,10.5,9.9,-0.4,2.16,20.2,13.6,-3.62,-6.5,15.35,10.5,20.2,15.35
443,1781,150.6627983,-34.0249033,10.4,8.2,-0.4,2.73,23.8,14.5,-4.34,-7.04,17.1,10.4,23.8,17.1
444,1785,150.662805,-34.0248833,10.4,5.3,-0.48,3.94,29.2,15.2,-5.6,-8.08,19.8,10.4,29.2,19.8
445,1789,150.6628117,-34.0248633,10.2,4.2,-0.45,4.51,30,14.7,-5.82,-8.23,20.1,10.2,30,20.1
446,1793,150.662815,-34.0248433,10.3,3.3,-0.54,4.19,28.8,14.7,-5.66,-8.19,19.55,10.3,28.8,19.55
447,1797,150.6628167,-34.024825,9.2,3.4,-0.44,3.8,26,13.5,-4.97,-7.48,17.6,9.2,26,17.6
448,1801,150.6628117,-34.0248083,7.7,3.2,-0.19,3.58,24.6,12.4,-4.68,-6.98,16.15,7.7,24.6,16.15
449,1805,150.6627983,-34.0247917,7.3,2.1,-0.21,3.68,25.6,12.4,-4.87,-6.99,16.45,7.3,25.6,16.45
450,1809,150.66278,-34.0247833,7.5,2.6,-0.21,3.86,25.8,12.3,-4.9,-6.96,16.65,7.5,25.8,16.65
451,1813,150.6627583,-34.0247833,7.8,2.2,-0.26,3.85,25.8,12.2,-4.84,-6.86,16.8,7.8,25.8,16.8
452,1817,150.66274,-34.0247933,7.6,2.3,-0.19,3.92,25.2,12.2,-4.7,-6.58,16.4,7.6,25.2,16.4
453,1821,150.66273,-34.0248083,7.2,2.8,-0.13,3.77,24.2,11.7,-4.51,-6.29,15.7,7.2,24.2,15.7
454,1825,150.66273,-34.024825,6.7,2.7,-0.18,3.75,24.7,11.9,-4.53,-6.32,15.7,6.7,24.7,15.7
455,1829,150.6627333,-34.024845,7.1,3,-0.21,3.63,23.9,12,-4.36,-6.26,15.5,7.1,23.9,15.5
456,1833,150.6627367,-34.0248633,6.9,2.4,-0.11,3.44,23.4,11.7,-4.29,-6.18,15.15,6.9,23.4,15.15
457,1837,150.662735,-34.024885,6.1,2.7,-0.06,3.48,23.5,11.3,-4.27,-6.07,14.8,6.1,23.5,14.8
458,1841,150.6627317,-34.024905,7.7,2.6,-0.24,3.67,25.6,12.3,-4.77,-6.73,16.65,7.7,25.6,16.65
459,1845,150.6627267,-34.0249233,8.8,2.9,-0.34,3.98,27.1,13.2,-5.11,-7.19,17.95,8.8,27.1,17.95
460,1849,150.6627217,-34.0249417,9.9,3.5,-0.4,3.92,26.8,13.4,-5.01,-7.18,18.35,9.9,26.8,18.35
461,1853,150.6627167,-34.0249617,9.9,5.2,-0.43,3.34,23.9,13.7,-4.34,-6.76,16.9,9.9,23.9,16.9
462,1857,150.6627133,-34.0249817,10.7,6.8,-0.5,2.49,20.9,13.7,-3.7,-6.5,15.8,10.7,20.9,15.8
463,1861,150.6627067,-34.0250033,10.9,8.2,-0.5,2.18,18.2,13.7,-3.62,-6.48,14.55,10.9,18.2,14.55
464,1865,150.6627017,-34.025025,11.2,9.7,-0.5,2.03,16.8,13.3,-3.24,-5.93,14,11.2,16.8,14
465,1869,150.662695,-34.0250483,11.4,10,-0.51,1.46,17.3,13.4,-2.95,-5.96,14.35,11.4,17.3,14.35
466,1873,150.66269,-34.0250733,12.2,10.3,-0.4,1.57,17.4,13.5,-2.81,-5.53,14.8,12.2,17.4,14.8
467,1877,150.6626833,-34.0250983,12.2,10.9,-0.33,1.62,17.7,14.5,-2.76,-5.25,14.95,12.2,17.7,14.95
468,1881,150.6626767,-34.025125,11.4,11.5,-0.23,1.63,17.3,13.9,-2.74,-5.19,14.35,11.4,17.3,14.35
469,1885,150.66267,-34.0251517,12.1,11.5,-0.41,1.56,17.9,14.5,-2.91,-5.67,15,12.1,17.9,15
470,1889,150.6626633,-34.0251783,11.4,11.1,-0.35,1.62,18.1,13.7,-3.12,-5.91,14.75,11.4,18.1,14.75
471,1893,150.6626567,-34.025205,10.1,9.4,-0.2,1.99,20.1,13.1,-3.5,-6.02,15.1,10.1,20.1,15.1
472,1897,150.66265,-34.0252317,9.8,8.5,-0.14,2.43,21.8,13.6,-3.88,-6.19,15.8,9.8,21.8,15.8
473,1901,150.6626433,-34.0252583,9.7,7.5,-0.12,2.71,24,14.1,-4.35,-6.63,16.85,9.7,24,16.85
474,1905,150.662635,-34.0252867,9.2,7.1,-0.09,2.98,24.5,14,-4.6,-6.83,16.85,9.2,24.5,16.85
475,1909,150.6626267,-34.0253133,9.2,7.6,-0.08,3.08,24.4,13.7,-4.65,-6.82,16.8,9.2,24.4,16.8
476,1913,150.66262,-34.0253417,9.8,8,-0.11,2.99,23.7,13.8,-4.35,-6.37,16.75,9.8,23.7,16.75
477,1917,150.6626117,-34.0253683,9.9,8.3,-0.1,2.76,22.6,13.9,-4.08,-5.91,16.25,9.9,22.6,16.25
478,1921,150.6626033,-34.0253967,10.5,9.3,-0.1,2.43,21.3,13.6,-3.64,-5.41,15.9,10.5,21.3,15.9
479,1925,150.6625983,-34.025425,10.7,10.3,-0.06,2.1,19.5,13.8,-3.23,-5.1,15.1,10.7,19.5,15.1
480,1929,150.6625917,-34.0254533,10.6,11.5,-0.08,1.55,16.9,12.7,-2.74,-4.75,13.75,10.6,16.9,13.75
481,1933,150.662585,-34.0254833,9.8,11.2,-0.03,1.38,16.1,12,-2.64,-4.65,12.95,9.8,16.1,12.95
482,1937,150.6625783,-34.0255133,9.6,10.6,-0.08,1.7,17.5,12.7,-2.97,-4.98,13.55,9.6,17.5,13.55
483,1941,150.66257,-34.0255433,9.5,10.2,-0.09,1.98,18.5,12.7,-3.22,-5.23,14,9.5,18.5,14
484,1945,150.6625617,-34.025575,9.4,9.6,-0.08,1.93,17.5,11.9,-3.04,-5.05,13.45,9.4,17.5,13.45
485,1949,150.6625533,-34.0256067,8.9,9.9,-0.08,1.7,16.8,11.3,-2.88,-4.91,12.85,8.9,16.8,12.85
486,1953,150.662545,-34.02564,9,9.9,-0.03,1.69,17.1,11.4,-2.89,-4.76,13.05,9,17.1,13.05
487,1957,150.6625367,-34.0256717,9.2,9.9,0.08,1.84,17.4,11.7,-2.89,-4.46,13.3,9.2,17.4,13.3
488,1961,150.6625283,-34.025705,8.5,10.2,0.17,1.85,16.8,11.3,-2.84,-4.22,12.65,8.5,16.8,12.65
489,1965,150.66252,-34.0257383,8.4,9.9,0.27,1.92,16.1,10.7,-2.77,-3.9,12.25,8.4,16.1,12.25
490,1969,150.6625117,-34.0257733,7.9,9.6,0.35,1.94,15.5,10.4,-2.67,-3.58,11.7,7.9,15.5,11.7
491,1973,150.6625033,-34.0258083,7.2,9.1,0.38,1.95,14.5,9.4,-2.54,-3.23,10.85,7.2,14.5,10.85
492,1977,150.662495,-34.0258417,6.8,9,0.39,1.89,13.7,9,-2.32,-2.91,10.25,6.8,13.7,10.25
493,1981,150.6624867,-34.0258767,6.2,8.4,0.41,1.92,13.5,8.5,-2.29,-2.75,9.85,6.2,13.5,9.85
494,1985,150.6624783,-34.0259133,5.6,7.7,0.42,2.01,13.6,9,-2.34,-2.65,9.6,5.6,13.6,9.6
495,1989,150.66247,-34.0259483,5.1,7.2,0.48,2.19,13.2,7.9,-2.35,-2.61,9.15,5.1,13.2,9.15
496,1993,150.6624617,-34.0259833,4.8,6.9,0.39,2.15,12.5,6.4,-2.27,-2.63,8.65,4.8,12.5,8.65
497,1997,150.6624517,-34.0260167,4.7,6.4,0.4,2.07,11.7,6.4,-2.17,-2.49,8.2,4.7,11.7,8.2
498,2001,150.6624433,-34.0260517,4.7,6.2,0.34,2.01,11.1,6.8,-2.06,-2.44,7.9,4.7,11.1,7.9
499,2005,150.6624333,-34.0260833,4.3,6.1,0.36,2.07,11.1,6.3,-2.1,-2.43,7.7,4.3,11.1,7.7
500,2009,150.6624233,-34.0261167,3.7,5.4,0.46,2.26,10.9,6.1,-2.1,-2.26,7.3,3.7,10.9,7.3
501,2013,150.6624133,-34.02615,3.7,5.4,0.41,2.16,10.7,5.5,-2.05,-2.28,7.2,3.7,10.7,7.2
502,2017,150.6624033,-34.0261833,3.6,5.2,0.39,2.1,10.5,5.6,-2,-2.24,7.05,3.6,10.5,7.05
503,2021,150.6623933,-34.026215,4,5.5,0.37,2.06,10.7,5.7,-2.05,-2.28,7.35,4,10.7,7.35
504,2025,150.6623817,-34.0262483,3.8,5.2,0.42,2.15,11,6,-2.15,-2.4,7.4,3.8,11,7.4
505,2029,150.66237,-34.0262817,3.3,4.9,0.51,2.23,11.9,5.8,-2.25,-2.54,7.6,3.3,11.9,7.6
506,2033,150.66236,-34.026315,3.4,4.6,0.53,2.4,12.8,6.3,-2.4,-2.74,8.1,3.4,12.8,8.1
507,2037,150.66235,-34.0263467,3.7,4.8,0.38,2.39,13.4,6.8,-2.6,-3.09,8.55,3.7,13.4,8.55
508,2041,150.66234,-34.0263783,3.5,4.1,0.38,2.5,14.1,6.8,-2.7,-3.2,8.8,3.5,14.1,8.8
509,2045,150.6623317,-34.0264067,4,4.2,0.35,2.51,14.8,6.9,-2.84,-3.35,9.4,4,14.8,9.4
510,2049,150.6623267,-34.026435,3.4,3.8,0.39,2.68,14.9,6.9,-2.92,-3.28,9.15,3.4,14.9,9.15
511,2053,150.6623233,-34.0264617,2.8,3.6,0.39,2.67,14,6.3,-2.89,-3.27,8.4,2.8,14,8.4
512,2057,150.662315,-34.0264867,2.4,3.4,0.4,2.6,13.9,6.2,-2.84,-3.26,8.15,2.4,13.9,8.15
513,2061,150.6623,-34.0265017,3.5,3.4,0.34,2.45,13.7,6.2,-2.78,-3.29,8.6,3.5,13.7,8.6
514,2065,150.6622833,-34.0265067,3.4,3.2,0.33,2.45,13.6,6.2,-2.71,-3.15,8.5,3.4,13.6,8.5
515,2069,150.662265,-34.026505,2.1,3.5,0.29,2.39,12.3,5,-2.6,-3.11,7.2,2.1,12.3,7.2
516,2073,150.6622517,-34.0264933,4,4.3,0.32,2.44,11.3,5,-2.53,-3.11,7.65,4,11.3,7.65
517,2077,150.6622467,-34.0264783,3.8,4.4,0.36,2.47,11,5.5,-2.47,-2.98,7.4,3.8,11,7.4
518,2081,150.6622483,-34.02646,3.7,4.2,0.39,2.43,11.3,5.5,-2.46,-3.02,7.5,3.7,11.3,7.5
519,2085,150.662255,-34.02644,3.6,4.1,0.33,2.3,11.5,5.6,-2.51,-3.16,7.55,3.6,11.5,7.55
520,2089,150.6622633,-34.0264183,4.1,3.2,0.27,2.55,13.3,6.2,-2.81,-3.39,8.7,4.1,13.3,8.7
521,2093,150.66227,-34.0263967,3.7,3,0.29,2.56,14.3,7.2,-2.92,-3.45,9,3.7,14.3,9
522,2097,150.662275,-34.0263717,2.4,3,0.41,2.65,14,5.7,-2.95,-3.37,8.2,2.4,14,8.2
523,2101,150.6622817,-34.0263467,2,3,0.48,2.8,14.9,5.9,-3.06,-3.43,8.45,2,14.9,8.45
524,2105,150.6622883,-34.02632,2.1,2.8,0.59,2.89,15.9,6.5,-3.05,-3.38,9,2.1,15.9,9
525,2109,150.6622933,-34.026295,3.2,3.8,0.48,2.77,15.5,6.8,-2.98,-3.37,9.35,3.2,15.5,9.35
526,2113,150.6622983,-34.026275,3.2,3.9,0.44,2.62,15.2,7,-2.88,-3.35,9.2,3.2,15.2,9.2
527,2117,150.6623033,-34.0262533,3,3.7,0.43,2.68,15.4,7,-2.9,-3.32,9.2,3,15.4,9.2
528,2121,150.66231,-34.02623,3,3.9,0.43,2.69,14.8,6.9,-2.85,-3.21,8.9,3,14.8,8.9
529,2125,150.6623167,-34.026205,3.4,3.9,0.4,2.63,14.7,6.8,-2.81,-3.21,9.05,3.4,14.7,9.05
530,2129,150.6623233,-34.0261817,3.1,4,0.42,2.46,14,7,-2.62,-3.08,8.55,3.1,14,8.55
531,2133,150.66233,-34.026155,3.1,4,0.46,2.25,13.2,6.3,-2.44,-2.96,8.15,3.1,13.2,8.15
532,2137,150.6623383,-34.02613,3.4,4.4,0.44,2.13,12.3,6.1,-2.32,-2.83,7.85,3.4,12.3,7.85
533,2141,150.662345,-34.0261033,3.1,4.8,0.43,2.06,12.1,6,-2.2,-2.68,7.6,3.1,12.1,7.6
534,2145,150.6623517,-34.0260767,4.5,5,0.41,1.9,11.5,6.7,-2.07,-2.56,8,4.5,11.5,8
535,2149,150.6623617,-34.02605,3.9,5.2,0.39,1.92,11,6.4,-2.02,-2.44,7.45,3.9,11,7.45
536,2153,150.66237,-34.0260233,4.2,5.3,0.38,1.91,10.7,5.8,-2.03,-2.45,7.45,4.2,10.7,7.45
537,2157,150.6623783,-34.0259967,3.8,5.4,0.38,2.04,11.3,6.3,-2.09,-2.41,7.55,3.8,11.3,7.55
538,2161,150.6623867,-34.02597,4.8,5.8,0.33,1.98,11.3,6.5,-2.09,-2.45,8.05,4.8,11.3,8.05
539,2165,150.6623933,-34.0259417,4.8,6.2,0.29,1.95,11.4,6.4,-2.12,-2.54,8.1,4.8,11.4,8.1
540,2169,150.6624,-34.025915,4.8,6.7,0.38,1.99,11.7,6.9,-2.15,-2.49,8.25,4.8,11.7,8.25
541,2173,150.6624067,-34.0258883,5.3,6.9,0.39,2.04,12.7,7.8,-2.22,-2.58,9,5.3,12.7,9
542,2177,150.6624133,-34.0258617,5,7.1,0.48,2.13,12.9,7.6,-2.28,-2.48,8.95,5,12.9,8.95
543,2181,150.6624217,-34.0258317,5.3,7.6,0.47,2.14,13.3,8,-2.32,-2.56,9.3,5.3,13.3,9.3
544,2185,150.6624267,-34.0258033,6.7,7.8,0.44,2.12,13.8,8.2,-2.32,-2.53,10.25,6.7,13.8,10.25
545,2189,150.6624333,-34.0257733,7,8.9,0.44,1.95,14.5,9.4,-2.3,-2.67,10.75,7,14.5,10.75
546,2193,150.6624383,-34.0257483,6.5,9.5,0.54,1.86,14.7,10.2,-2.32,-2.83,10.6,6.5,14.7,10.6
547,2197,150.6624417,-34.0257317,7.2,9.8,0.54,1.91,15.2,10.1,-2.44,-3.02,11.2,7.2,15.2,11.2
548,2201,150.662445,-34.0257167,7.7,9.7,0.48,1.85,15.8,10.6,-2.57,-3.34,11.75,7.7,15.8,11.75
549,2205,150.6624483,-34.0257,8,9.9,0.34,1.81,16.8,11.9,-2.64,-3.48,12.4,8,16.8,12.4
550,2209,150.6624533,-34.0256817,8.1,8.7,0.27,1.82,17.4,11.2,-2.8,-3.77,12.75,8.1,17.4,12.75
551,2213,150.6624567,-34.0256633,8.3,8.2,0.27,1.97,18.5,11,-2.9,-3.92,13.4,8.3,18.5,13.4
552,2217,150.6624617,-34.0256417,8.3,8.1,0.25,1.98,18.7,11.7,-2.98,-4.12,13.5,8.3,18.7,13.5
553,2221,150.6624683,-34.0256167,9.2,8.4,0.18,1.93,19.4,12.4,-3.03,-4.36,14.3,9.2,19.4,14.3
554,2225,150.6624733,-34.02559,9.4,8.6,0.17,1.97,20.2,12.8,-3.13,-4.61,14.8,9.4,20.2,14.8
555,2229,150.6624783,-34.02556,8.7,8.1,0.11,2.1,20.9,13.1,-3.3,-4.86,14.8,8.7,20.9,14.8
556,2233,150.662485,-34.02553,8.4,7.8,0.13,2.29,21.8,12.9,-3.51,-5.27,15.1,8.4,21.8,15.1
557,2237,150.6624917,-34.0254967,9,7.6,0.04,2.39,21.8,12.7,-3.58,-5.42,15.4,9,21.8,15.4
558,2241,150.6625017,-34.0254633,9,6.9,0.04,2.5,21.5,12.8,-3.57,-5.38,15.25,9,21.5,15.25
559,2245,150.6625117,-34.02543,8.6,6.9,-0.03,2.47,21.5,13.2,-3.59,-5.56,15.05,8.6,21.5,15.05
560,2249,150.6625217,-34.0253933,8.9,6.9,-0.06,2.31,21.2,12.9,-3.55,-5.57,15.05,8.9,21.2,15.05
561,2253,150.66253,-34.0253567,9.1,7.3,-0.09,2.08,20.4,12.8,-3.38,-5.58,14.75,9.1,20.4,14.75
562,2257,150.66254,-34.02532,9.6,7,-0.05,2.06,21.2,13.5,-3.41,-5.59,15.4,9.6,21.2,15.4
563,2261,150.66255,-34.0252817,9.4,7.5,-0.04,2.07,21.4,13.2,-3.62,-5.84,15.4,9.4,21.4,15.4
564,2265,150.66256,-34.0252433,8.7,6.4,-0.06,2.5,23.4,13.2,-4.11,-6.19,16.05,8.7,23.4,16.05
565,2269,150.66257,-34.0252033,9.3,5.8,-0.18,2.86,25.8,14.5,-4.71,-6.98,17.55,9.3,25.8,17.55
566,2273,150.66258,-34.0251633,9.7,4.8,-0.29,3.11,26.9,14.4,-5.06,-7.64,18.3,9.7,26.9,18.3
567,2277,150.6625917,-34.0251233,8.3,4.7,-0.17,2.95,25.5,13.5,-4.67,-7.13,16.9,8.3,25.5,16.9
568,2281,150.6626017,-34.0250817,8.6,4.9,-0.17,2.77,24.1,13.3,-4.37,-6.75,16.35,8.6,24.1,16.35
569,2285,150.6626117,-34.0250417,9,5.7,-0.33,2.38,22.9,13.1,-4.01,-6.58,15.95,9,22.9,15.95
570,2289,150.6626217,-34.0250017,10,6,-0.33,2.53,23.4,14,-4.06,-6.66,16.7,10,23.4,16.7
571,2293,150.66263,-34.0249633,9.8,4.7,-0.41,3.19,25.2,13.7,-4.52,-6.94,17.5,9.8,25.2,17.5
572,2297,150.66264,-34.0249283,9.1,4.2,-0.4,3.16,24.3,12.7,-4.41,-6.76,16.7,9.1,24.3,16.7
573,2301,150.6626483,-34.024895,8.6,3.7,-0.41,3.06,23.8,13.1,-4.37,-6.79,16.2,8.6,23.8,16.2
574,2305,150.6626567,-34.0248667,8.5,3.2,-0.39,3.19,24.6,12.9,-4.46,-6.71,16.55,8.5,24.6,16.55
575,2309,150.66266,-34.0248433,8.9,3.1,-0.39,3.38,24.6,12.3,-4.52,-6.63,16.75,8.9,24.6,16.75
576,2313,150.6626617,-34.0248217,8.8,3.2,-0.36,3.14,22.8,11.5,-4.18,-6.28,15.8,8.8,22.8,15.8
577,2317,150.6626583,-34.0248017,6.7,3,-0.04,2.92,20.6,11.2,-3.69,-5.55,13.65,6.7,20.6,13.65
578,2321,150.6626467,-34.0247833,6.4,3.6,0.03,2.82,20,11,-3.59,-5.38,13.2,6.4,20,13.2
579,2325,150.6626267,-34.0247717,7.4,3.2,-0.15,2.97,21.9,11.3,-3.89,-5.8,14.65,7.4,21.9,14.65
580,2329,150.6626017,-34.02477,7.5,3,-0.15,3.13,22.1,11.6,-3.95,-5.82,14.8,7.5,22.1,14.8
581,2333,150.6625817,-34.02478,7.4,3.4,-0.13,3.2,22.4,11.3,-4,-5.91,14.9,7.4,22.4,14.9
582,2337,150.6625683,-34.0247983,7.3,3.2,-0.08,3.27,21.7,11.2,-3.9,-5.83,14.5,7.3,21.7,14.5
583,2341,150.6625683,-34.02482,7.3,3.2,-0.09,3.1,20.9,11.1,-3.75,-5.53,14.1,7.3,20.9,14.1
584,2345,150.66257,-34.0248433,5.8,2.9,0.02,2.81,19.5,10.1,-3.43,-5.15,12.65,5.8,19.5,12.65
585,2349,150.6625717,-34.0248667,5.1,2.6,0.14,2.69,19,9.8,-3.32,-4.86,12.05,5.1,19,12.05
586,2353,150.6625683,-34.0248917,6,2.7,0,2.84,20.4,10.3,-3.62,-5.29,13.2,6,20.4,13.2
587,2357,150.6625633,-34.0249183,6.7,2.1,-0.09,3.09,22,10.9,-3.99,-5.79,14.35,6.7,22,14.35
588,2361,150.6625583,-34.0249467,7.6,2.2,-0.32,3.22,23.7,11.6,-4.39,-6.5,15.65,7.6,23.7,15.65
589,2365,150.6625517,-34.0249783,7.9,2,-0.42,3.32,25,12.2,-4.72,-7.13,16.45,7.9,25,16.45
590,2369,150.6625433,-34.02501,7.9,2,-0.4,3.28,25.3,12.8,-4.71,-7.15,16.6,7.9,25.3,16.6
591,2373,150.6625367,-34.0250417,5.6,1.5,-0.41,3.34,26.3,12.9,-4.94,-7.56,15.95,5.6,26.3,15.95
592,2377,150.6625283,-34.025075,12.2,2.2,-0.08,3.54,34.8,18.2,-5.14,-7.73,23.5,12.2,34.8,23.5
593,2381,150.66252,-34.02511,8.9,3.2,-0.2,3.25,26.6,15.5,-4.96,-7.69,17.75,8.9,26.6,17.75
594,2385,150.6625117,-34.0251467,8.8,3.8,-0.32,3.17,26.1,13.5,-5.13,-7.99,17.45,8.8,26.1,17.45
595,2389,150.6625017,-34.025185,7.4,3.7,-0.2,2.98,25.1,13,-4.88,-7.64,16.25,7.4,25.1,16.25
596,2393,150.6624917,-34.0252233,7.3,3.5,-0.19,2.99,25.4,12.6,-4.94,-7.62,16.35,7.3,25.4,16.35
597,2397,150.6624817,-34.0252617,8,4,-0.22,3,25.1,12.5,-4.87,-7.43,16.55,8,25.1,16.55
598,2401,150.6624717,-34.0253017,8.4,4.5,-0.16,2.64,23.8,13,-4.31,-6.69,16.1,8.4,23.8,16.1
599,2405,150.6624617,-34.0253417,8.1,5.4,-0.16,2.36,22.7,12.5,-4.01,-6.3,15.4,8.1,22.7,15.4
600,2409,150.6624517,-34.0253817,7.8,5.2,-0.15,2.28,21.7,12.1,-3.88,-6.13,14.75,7.8,21.7,14.75
601,2413,150.6624417,-34.0254217,8,5.1,-0.2,2.37,22,12,-3.95,-6.22,15,8,22,15
602,2417,150.6624333,-34.0254617,7.7,4.8,-0.18,2.63,22.1,11.8,-4.07,-6.29,14.9,7.7,22.1,14.9
603,2421,150.6624233,-34.0255017,7.6,4.8,-0.14,2.7,21.7,11.6,-3.95,-6,14.65,7.6,21.7,14.65
604,2425,150.6624117,-34.0255417,7.9,5,-0.09,2.58,21.2,11.4,-3.85,-5.79,14.55,7.9,21.2,14.55
605,2429,150.6624017,-34.0255817,7.5,4.9,-0.08,2.57,21.4,11.5,-3.83,-5.74,14.45,7.5,21.4,14.45
606,2433,150.6623917,-34.0256217,7.9,5.5,-0.07,2.32,20.1,11,-3.67,-5.59,14,7.9,20.1,14
607,2437,150.66238,-34.0256617,7.6,6,0,2.11,19.4,10.7,-3.41,-5.16,13.5,7.6,19.4,13.5
608,2441,150.66237,-34.0257033,7.7,6.4,0.08,1.94,18.1,10.8,-3.14,-4.77,12.9,7.7,18.1,12.9
609,2445,150.6623583,-34.0257433,7.1,7,0.19,1.9,17.3,10,-2.95,-4.28,12.2,7.1,17.3,12.2
610,2449,150.6623483,-34.0257833,6.4,7.9,0.4,1.99,16,9.8,-2.67,-3.64,11.2,6.4,16,11.2
611,2453,150.6623383,-34.0258233,6.1,8.5,0.58,2.01,15.2,9.9,-2.46,-2.98,10.65,6.1,15.2,10.65
612,2457,150.66233,-34.0258633,6,8.9,0.57,2.22,14.6,9.3,-2.47,-2.79,10.3,6,14.6,10.3
613,2461,150.6623183,-34.0259033,5.2,8.3,0.62,2.33,13.7,8.3,-2.41,-2.63,9.45,5.2,13.7,9.45
614,2465,150.6623067,-34.0259417,4.4,8.1,0.64,2.4,13.1,7.7,-2.34,-2.46,8.75,4.4,13.1,8.75
615,2469,150.662295,-34.0259817,4.1,6.8,0.56,2.31,12.3,7.1,-2.26,-2.45,8.2,4.1,12.3,8.2
616,2473,150.6622833,-34.0260217,-4.8,4.7,0.4,1.97,12,6.3,-1.96,-2.3,3.6,-4.8,12,3.6
617,2477,150.6622717,-34.02606,0.8,4.3,0.33,1.89,11.3,6,-2.14,-2.65,6.05,0.8,11.3,6.05
618,2481,150.66226,-34.0261,4,5.3,0.39,1.98,11.1,5.4,-2.18,-2.63,7.55,4,11.1,7.55
619,2485,150.66225,-34.02614,4.3,4.7,0.32,1.92,11.5,5.4,-2.22,-2.89,7.9,4.3,11.5,7.9
620,2489,150.6622383,-34.02618,3.7,4.4,0.34,1.97,12,5.6,-2.35,-3.11,7.85,3.7,12,7.85
621,2493,150.6622267,-34.0262183,3.6,3.6,0.39,2.22,13.6,6.4,-2.6,-3.27,8.6,3.6,13.6,8.6
622,2497,150.6622133,-34.0262517,3,3.4,0.43,2.53,14.8,6.9,-2.87,-3.41,8.9,3,14.8,8.9
623,2501,150.662195,-34.026275,2.6,3.3,0.5,2.75,15.5,7,-3.02,-3.48,9.05,2.6,15.5,9.05
624,2505,150.662175,-34.0262883,2.5,3.4,0.52,2.85,15.8,6.7,-3.11,-3.51,9.15,2.5,15.8,9.15
625,2509,150.6621533,-34.0262917,2.9,3,0.47,2.87,15.9,7,-3.14,-3.56,9.4,2.9,15.9,9.4
626,2513,150.6621317,-34.0262867,2.4,3.1,0.51,2.94,16.3,7,-3.15,-3.56,9.35,2.4,16.3,9.35
627,2517,150.6621167,-34.0262733,2.7,3.5,0.49,2.93,16.1,6.4,-3.17,-3.65,9.4,2.7,16.1,9.4
628,2521,150.6621133,-34.0262533,2.9,3.9,0.46,2.97,15.9,6.6,-3.19,-3.72,9.4,2.9,15.9,9.4
629,2525,150.6621217,-34.0262333,3,3.6,0.48,2.92,16.3,7.2,-3.21,-3.76,9.65,3,16.3,9.65
630,2529,150.6621333,-34.0262133,2.7,3.7,0.52,2.85,16.7,7.7,-3.17,-3.76,9.7,2.7,16.7,9.7
631,2533,150.662145,-34.0261917,2.7,3.2,0.49,2.81,16,7,-3.14,-3.66,9.35,2.7,16,9.35
632,2537,150.662155,-34.026165,2.8,2.9,0.49,2.8,15.8,7.2,-3.07,-3.59,9.3,2.8,15.8,9.3
633,2541,150.6621633,-34.0261367,3.5,3.2,0.34,2.65,15.2,7.3,-2.99,-3.58,9.35,3.5,15.2,9.35
634,2545,150.6621717,-34.026105,3.7,3.3,0.29,2.64,14.8,7.1,-2.9,-3.52,9.25,3.7,14.8,9.25
635,2549,150.6621817,-34.0260717,4.1,3.9,0.27,2.25,13.9,6.6,-2.61,-3.37,9,4.1,13.9,9
636,2553,150.6621917,-34.026035,4,4.2,0.29,2.03,12.4,6.4,-2.39,-3.14,8.2,4,12.4,8.2
637,2557,150.6622,-34.0259983,3.3,4.9,0.28,1.82,12.3,6.9,-2.26,-2.96,7.8,3.3,12.3,7.8
638,2561,150.6622117,-34.02596,4.2,5.5,0.41,1.95,12.3,6.8,-2.29,-2.82,8.25,4.2,12.3,8.25
639,2565,150.6622217,-34.02592,4.3,6,0.43,2.11,12.8,7.1,-2.34,-2.77,8.55,4.3,12.8,8.55
640,2569,150.6622317,-34.02588,4.3,6.5,0.5,2.25,12.7,7,-2.32,-2.57,8.5,4.3,12.7,8.5
641,2573,150.6622417,-34.02584,5,6.6,0.56,2.28,13.5,8.1,-2.31,-2.46,9.25,5,13.5,9.25
642,2577,150.6622533,-34.0258,4.9,7.5,0.61,2.34,14.1,8.1,-2.41,-2.45,9.5,4.9,14.1,9.5
643,2581,150.662265,-34.02576,5.2,8.1,0.56,2.22,14.9,8.9,-2.49,-2.78,10.05,5.2,14.9,10.05
644,2585,150.6622767,-34.02572,6.7,8.7,0.51,2.09,16.2,10.1,-2.61,-3.15,11.45,6.7,16.2,11.45
645,2589,150.6622883,-34.0256817,7.9,9.6,0.34,1.94,17.4,11.6,-2.72,-3.76,12.65,7.9,17.4,12.65
646,2593,150.6622983,-34.0256417,7.5,8.5,0.35,1.99,18.5,11.8,-2.89,-4.1,13,7.5,18.5,13
