Latitude,Longitude,Accuracy,Time,Reading
-34.02628121,150.66221071,3,132503,4.610001
-34.02630244,150.66219773,3,132504,4.73
-34.02631409,150.66218416,3,132505,4.79
-34.02632139,150.66216498,3,132506,4.75
-34.02632209,150.66214293,3,132507,4.81
-34.02631248,150.66212197,3,132508,4.630001
-34.02629317,150.66210983,3,132509,4.65
-34.0262706,150.66210933,3,132510,4.61
-34.02624885,150.66211626,3,132511,4.78
-34.02622793,150.66212658,3,132512,4.58
-34.02620705,150.66213727,3,132513,4.86
-34.02618604,150.66214697,3,132514,4.42
-34.02616046,150.66215734,3,132515,4.61999
-34.02613514,150.66216723,3,132516,4.4
-34.02610833,150.66217667,3,132517,4.78
-34.02608021,150.6621855,3,132518,4.87
-34.02604823,150.66219366,3,132519,4.72
-34.02601712,150.66220124,3,132520,4.5
-34.02598626,150.66220856,3,132521,4.61
-34.02595525,150.66221671,3,132522,4.64
-34.02592475,150.66222568,3,132523,4.56
-34.02589448,150.66223498,3,132524,4.58
-34.02586436,150.66224304,3,132525,4.53
-34.02583419,150.66225039,3,132526,4.54
-34.02580462,150.66225757,3,132527,4.59999
-34.02577496,150.66226573,3,132528,4.41
-34.02574554,150.66227426,3,132529,4.62
-34.02571653,150.66228308,3,132530,4.56
-34.02568789,150.66229175,3,132531,4.73
-34.02566001,150.6622995,3,132532,4.87
-34.02563272,150.66230666,3,132533,4.57
-34.02557822,150.6623197,3,132535,4.75
-34.02555089,150.66232591,3,132536,4.62
-34.02552349,150.66233194,3,132537,4.44
-34.0254962,150.6623383,3,132538,4.57
-34.0254687,150.66234511,3,132539,4.54
-34.02544057,150.66235254,3,132540,4.41
-34.02541195,150.66236026,3,132541,4.26
-34.02538324,150.66236823,3,132542,4.6
-34.02535472,150.66237573,3,132543,4.66
-34.02532559,150.6623831,3,132544,4.829999
-34.02529612,150.6623901,3,132545,4.65
-34.02526622,150.66239736,3,132546,4.59
-34.025236,150.66240462,3,132547,4.6
-34.02520579,150.66241169,3,132548,4.57
-34.0251755,150.66241902,3,132549,4.76
-34.02514489,150.66242631,3,132550,4.46
-34.02511434,150.66243377,3,132551,4.38
-34.02508399,150.66244243,3,132552,4.37
-34.02505335,150.66245181,3,132553,4.51
-34.02502268,150.66246112,3,132554,4.710001
-34.02496054,150.66247889,3,132556,4.5
-34.02492995,150.66248822,3,132557,4.7
-34.02489996,150.66249792,3,132558,4.96
-34.0248706,150.66250777,3,132559,4.86
-34.02484246,150.66251704,3,132600,4.49
-34.02482131,150.66252229,3,132601,4.949999
-34.02480329,150.6625233,3,132602,4.809999
-34.0247853,150.66251758,3,132603,4.88
-34.02477123,150.66250225,3,132604,4.490001
-34.0247642,150.66248051,3,132605,4.869999
-34.02476979,150.66245667,3,132606,4.61
-34.02478638,150.6624402,3,132607,4.66
-34.02480693,150.66243186,3,132608,5.2
-34.02482919,150.6624277,3,132609,4.74
-34.02485138,150.66242435,3,132610,4.61
-34.02487336,150.66242042,3,132611,4.81
-34.02489589,150.66241581,3,132612,4.4
-34.02492303,150.66240944,3,132613,4.6
-34.02494973,150.66240314,3,132614,4.75
-34.02497668,150.66239677,3,132615,4.8
-34.02500344,150.66239008,3,132616,4.530001
-34.02502987,150.662383,3,132617,4.43
-34.02505694,150.66237534,3,132618,4.51
-34.02508469,150.66236722,3,132619,4.849999
-34.02511327,150.66235863,3,132620,4.71
-34.02514185,150.66234983,3,132621,4.7
-34.02517066,150.66234189,3,132622,4.91
-34.02519976,150.66233334,3,132623,4.75
-34.02522951,150.66232497,3,132624,4.41
-34.02525981,150.66231707,3,132625,4.779999
-34.02528985,150.66230967,3,132626,4.68
-34.02531988,150.66230304,3,132627,4.95
-34.02534971,150.66229659,3,132628,4.45
-34.02538047,150.662289,3,132629,4.440001
-34.02541132,150.66228021,3,132630,4.54
-34.02544192,150.66227051,3,132631,4.36
-34.02547585,150.66225922,3,132632,4.57
-34.02550911,150.66224834,3,132633,4.79
-34.0255424,150.66223851,3,132634,4.68
-34.02557561,150.66222941,3,132635,4.83
-34.02560872,150.66222053,3,132636,4.71
-34.02564165,150.66221138,3,132637,4.64
-34.02567451,150.66220153,3,132638,4.46
-34.02570773,150.66219156,3,132639,4.62
-34.02574108,150.66218151,3,132640,4.849999
-34.02577451,150.66217142,3,132641,4.85
-34.02580792,150.66216222,3,132642,4.92
-34.02584126,150.66215345,3,132643,4.79
-34.02587463,150.66214498,3,132644,4.85
-34.02590811,150.66213606,3,132645,4.700001
-34.02594142,150.66212712,3,132646,4.62
-34.02597504,150.66211793,3,132647,4.87
-34.02600839,150.66210899,3,132648,4.44
-34.02604104,150.66210071,3,132649,4.68
-34.02607367,150.66209248,3,132650,4.81
-34.02610604,150.66208413,3,132651,4.63
-34.02613822,150.66207629,3,132652,4.82
-34.02616944,150.66206839,3,132653,4.79
-34.0262106,150.66205736,3,132655,4.72
-34.02624306,150.66204405,3,132656,4.91
-34.02625352,150.66203389,3,132657,4.3
-34.02626,150.6620197,3,132658,4.5
-34.02625963,150.66200143,3,132659,4.170001
-34.02624984,150.66198448,3,132700,4.72
-34.02623265,150.66197284,3,132701,4.66
-34.02621221,150.6619714,3,132702,4.5
-34.02619184,150.66197793,3,132703,4.72
-34.026172,150.66198952,3,132704,4.51
-34.026152,150.66200163,3,132705,4.63
-34.02612696,150.66201399,3,132706,4.64
-34.02610158,150.66202452,3,132707,4.77
-34.02607637,150.66203382,3,132708,4.61
-34.02605155,150.6620423,3,132709,4.78
-34.02602694,150.66205028,3,132710,4.66
-34.02600201,150.6620584,3,132711,4.66
-34.02597705,150.66206629,3,132712,4.85
-34.02595197,150.66207409,3,132713,4.64
-34.02592702,150.66208148,3,132714,4.56
-34.02590227,150.66208892,3,132715,4.59
-34.02587791,150.66209592,3,132716,4.56
-34.02585409,150.66210262,3,132717,4.8
-34.02583064,150.66210897,3,132718,4.64
-34.02580807,150.66211486,3,132719,4.59
-34.02578604,150.66212164,3,132720,4.84
-34.02576423,150.66212911,3,132721,4.87
-34.0257421,150.6621359,3,132722,4.37
-34.02571976,150.66214166,3,132723,4.69
-34.02569756,150.66214513,3,132724,4.52
-34.02567532,150.6621488,3,132725,4.69
-34.0256532,150.66215283,3,132726,4.72
-34.02563121,150.66215818,3,132727,4.89
-34.02560884,150.66216482,3,132728,4.66
-34.02558586,150.66217162,3,132729,4.84
-34.02556212,150.66217792,3,132730,4.8
-34.02553767,150.66218445,3,132731,4.69
-34.02551283,150.66219151,3,132732,4.83
-34.02548369,150.66220035,3,132733,4.68
-34.02545445,150.66220892,3,132734,4.77
-34.025425,150.6622171,3,132735,4.74
-34.02539505,150.66222483,3,132736,4.75
-34.02536396,150.66223285,3,132737,4.63
-34.02533239,150.66224112,3,132738,4.45
-34.02530084,150.66224999,3,132739,4.69
-34.02523811,150.66226754,3,132741,4.78
-34.02520713,150.66227666,3,132742,4.6
-34.02517589,150.66228543,3,132743,4.62
-34.02514484,150.66229353,3,132744,4.53
-34.02511366,150.66230121,3,132745,4.6
-34.02508247,150.66230854,3,132746,4.55
-34.02505236,150.66231719,3,132747,4.47
-34.02502266,150.66232638,3,132748,4.58
-34.02499331,150.66233569,3,132749,4.56
-34.02496453,150.66234505,3,132750,4.63
-34.02493603,150.66235437,3,132751,4.48
-34.02490792,150.66236383,3,132752,4.75
-34.0248801,150.66237232,3,132753,4.65
-34.0248529,150.66238014,3,132754,4.679999
-34.02482657,150.66238719,3,132755,4.7
-34.0248083,150.66239243,3,132756,4.63
-34.02478818,150.66239627,3,132757,4.86
-34.0247682,150.66239628,3,132758,5.02
-34.02474961,150.66238905,4,132759,5.139999
-34.0247357,150.66236985,3,132800,4.61
-34.02473171,150.66234257,3,132801,4.8
-34.02474093,150.66231544,3,132802,5.04
-34.02476162,150.66229757,3,132803,4.85
-34.02478702,150.66229053,3,132804,4.93
-34.0248129,150.662289,3,132805,4.73
-34.02483836,150.66228699,3,132806,4.539999
-34.0248638,150.66228426,3,132807,4.83
-34.02488874,150.66228057,3,132808,4.7
-34.02491673,150.66227593,3,132809,4.78
-34.02494481,150.66227069,3,132810,4.42
-34.02497331,150.66226532,3,132811,4.5
-34.02500235,150.66225864,3,132812,4.74
-34.02503324,150.66225141,3,132813,4.45
-34.02506976,150.66224265,3,132814,4.94
-34.02510602,150.66223401,3,132815,4.7
-34.02514275,150.6622254,3,132816,4.57
-34.02518032,150.66221667,3,132817,4.68
-34.02521865,150.66220809,3,132818,4.7
-34.02525757,150.66219946,3,132819,4.31
-34.02529706,150.66219055,3,132820,4.81
-34.02537725,150.66217136,3,132822,4.75
-34.0254181,150.66216193,3,132823,4.58
-34.02545847,150.66215291,3,132824,4.87
-34.02549807,150.66214371,3,132825,4.86
-34.02553661,150.66213471,3,132826,4.87
-34.02557474,150.66212511,3,132827,4.99
-34.02561201,150.66211598,3,132828,4.71
-34.02564846,150.66210718,3,132829,4.78
-34.02568401,150.66209852,3,132830,4.92
-34.02571927,150.66209032,3,132831,4.57
-34.02575448,150.66208229,3,132832,4.88
-34.02578934,150.66207457,3,132833,4.3
-34.02582411,150.66206642,3,132834,4.75
-34.02585868,150.66205829,3,132835,4.69
-34.02589262,150.66205037,3,132836,4.69
-34.02592619,150.66204257,3,132837,4.49
-34.02595953,150.66203465,3,132838,4.530001
-34.02599263,150.6620268,3,132839,4.69
-34.02602549,150.66201901,3,132840,4.97
-34.02605816,150.66201057,3,132841,4.86
-34.02608982,150.66200156,3,132842,4.809999
-34.02611289,150.66199468,3,132843,4.62
-34.02613533,150.66198793,3,132844,5.22
-34.02615619,150.66198135,3,132845,4.51
-34.02617478,150.66197565,3,132846,4.59
-34.02618457,150.6619733,3,132847,4.73
-34.02619521,150.66197259,3,132848,4.73
-34.026206,150.66197468,3,132849,4.700001
-34.02621672,150.66198077,3,132850,4.75
-34.02622606,150.66198984,3,132851,4.71
-34.02623542,150.66199838,3,132852,4.82
-34.02624536,150.66200303,3,132853,4.59
-34.02626199,150.66199057,3,132855,4.73
-34.02626451,150.66197655,3,132856,4.78
-34.02626095,150.66196115,3,132857,4.48
-34.02625177,150.66194777,3,132858,4.47
-34.0262381,150.66193965,3,132859,4.45
-34.02622405,150.66193547,3,132900,4.5
-34.0262104,150.6619333,3,132901,4.53
-34.02619717,150.66193281,3,132902,4.84
-34.02618405,150.66193262,3,132903,4.55
-34.0261709,150.66193273,3,132904,4.77
-34.02615722,150.66193338,3,132905,4.94
-34.02614274,150.66193495,3,132906,4.86
-34.02612172,150.66193919,3,132907,5.04
-34.02610091,150.66194428,3,132908,4.73
-34.02607979,150.6619498,3,132909,4.69
-34.0260579,150.6619556,3,132910,4.87
-34.02603506,150.6619611,3,132911,4.84
-34.02600915,150.66196729,3,132912,4.85999
-34.02598297,150.6619734,3,132913,4.71
-34.02595656,150.66197917,3,132914,4.84
-34.0259295,150.66198533,3,132915,4.74
-34.02590146,150.66199155,3,132916,4.77
-34.0258723,150.66199822,3,132917,4.76
-34.02583962,150.66200555,3,132918,4.58
-34.02580713,150.66201292,3,132919,4.49
-34.0257745,150.66202059,3,132920,4.54
-34.02574205,150.6620277,3,132921,5.24
-34.02567698,150.66204182,3,132923,4.85
-34.02564422,150.66204866,3,132924,4.97
-34.02561144,150.66205593,3,132925,4.72
-34.02557841,150.66206324,3,132926,4.88
-34.02554542,150.66207094,3,132927,4.74
-34.02551265,150.66207897,3,132928,4.8
-34.0254801,150.66208709,3,132929,4.52
-34.02544761,150.66209533,3,132930,4.719999
-34.02541468,150.66210361,3,132931,4.89
-34.02538122,150.66211178,3,132932,4.869999
-34.02534801,150.66212022,3,132933,4.52
-34.02531469,150.66212919,3,132934,4.58
-34.02528132,150.66213837,3,132935,4.68
-34.02524762,150.66214732,3,132936,4.92
-34.02514388,150.66217451,3,132939,4.65
-34.02510913,150.66218397,3,132940,4.73
-34.0250745,150.66219368,3,132941,4.54
-34.02503988,150.66220281,3,132942,4.78
-34.02500599,150.66221139,3,132943,4.62
-34.02497322,150.66221984,3,132944,4.67
-34.02494156,150.66222775,3,132945,4.7
-34.02491096,150.66223527,3,132946,4.53
-34.02488531,150.66224124,3,132947,4.69
-34.02485966,150.66224482,3,132948,4.5
-34.02483299,150.66224581,3,132949,4.73
-34.0248062,150.6622437,3,132950,4.76
