ID,Latitude,Longitude,Accuracy,Time,Data1,Data2 
298.0-34.02206455,150.66395281,3.2160000801086426,143858,9.27,54.97
299.0-34.02211562,150.66394621,3.2160000801086426,143900,9.31,54.99
300.0-34.02214046,150.66394157,3.2160000801086426,143901,9.51,55.08
301.0-34.02216447,150.66393674,3.2160000801086426,143902,9.51,55.08
303.0-34.022212,150.66392667,3.2160000801086426,143904,9.75,55.2
304.0-34.02226122,150.66391537,3.2160000801086426,143906,10.49,55.54
305.0-34.02228566,150.6639091,3.2160000801086426,143907,10.27,55.44
306.0-34.02230789,150.66390237,3.2160000801086426,143908,10.54,55.56
307.0-34.0223307,150.66389531,3.2160000801086426,143909,10.97,55.76
308.0-34.02235302,150.66388869,3.2160000801086426,143910,9.98,55.3
309.0-34.0223762,150.66388068,3.2160000801086426,143911,10.48,55.53
310.0-34.0223987,150.66387462,3.2160000801086426,143912,10.69,55.63
311.0-34.0224221,150.66386538,3.2160000801086426,143913,10.03,55.33
312.0-34.02244684,150.66385608,3.2160000801086426,143914,9.37,55.02
313.0-34.02249657,150.66384162,3.2160000801086426,143916,9.12,54.9
314.0-34.022522,150.66383265,3.2160000801086426,143917,8.84,54.77
315.0-34.02254802,150.66382431,3.2160000801086426,143918,8.89,54.8
317.0-34.02260461,150.6638097,3.2160000801086426,143920,8.719999,54.72
318.0-34.02266203,150.66379422,3.2160000801086426,143922,8.940001,54.82
320.0-34.02271865,150.66378207,3.2160000801086426,143924,8.57,54.65
44.58-34.02274684,150.66377408,3.2160000801086426,143925,8.42,54.0
322.0-34.02277274,150.66376712,3.2160000801086426,143926,8.51,54.62
323.0-34.02280042,150.66376321,3.2160000801086426,143927,8.71,54.71
324.0-34.02282724,150.6637539,3.2160000801086426,143928,8.67,54.69
325.0-34.02285502,150.66374822,3.2160000801086426,143929,8.84,54.77
326.0-34.02288194,150.66374413,3.2160000801086426,143930,10.34,55.47
327.0-34.02292955,150.66373577,3.2160000801086426,143932,10.43,55.51
329.0-34.02297146,150.6637247,3.2160000801086426,143934,8.889999,55.1
330.0-34.02299174,150.66371607,3.2160000801086426,143935,8.73,54.72
332.0-34.02302895,150.6637017,3.2160000801086426,143937,8.65,54.68
333.0-34.02304766,150.66369775,3.2160000801086426,143938,8.76,54.74
334.0-34.02306904,150.66369322,3.2160000801086426,143939,8.79,54.75
335.0-34.02310833,150.66368013,3.2160000801086426,143941,9.13,54.91
44.21-34.02312332,150.66367094,3.2160000801086426,143942,9.79,55.0
337.0-34.02314774,150.66366565,3.2160000801086426,143943,9.46,55.06
338.0-34.02317151,150.66365867,3.2160000801086426,143944,9.78,55.21
339.0-34.02319775,150.6636499,3.2160000801086426,143945,9.48,55.07
340.0-34.02322547,150.66364443,3.2160000801086426,143946,9.09,54.89
341.0-34.023254,150.66364055,3.2160000801086426,143947,8.98,54.84
342.0-34.02330686,150.6636258,3.2160000801086426,143949,9.23,54.95
48.97-34.0233346,150.66361738,3.2160000801086426,143950,9.26,5.0
44.08-34.02339052,150.66360253,3.2160000801086426,143952,9.51,55.0
49.46-34.02341686,150.66359567,3.2160000801086426,143953,10.32,5.0
347.0-34.0234413,150.66358868,3.2160000801086426,143954,9.89,55.26
348.0-34.02346724,150.66358349,3.2160000801086426,143955,9.449999,55.06
349.0-34.02349727,150.66357763,3.2160000801086426,143956,9.3,54.99
350.0-34.02352384,150.66357287,3.2160000801086426,143957,9.309999,54.99
351.0-34.02355105,150.66356606,3.2160000801086426,143958,9.32,55.0
352.0-34.0235807,150.66356049,3.2160000801086426,143959,9.559999,55.11
353.0-34.02360847,150.66355487,3.2160000801086426,144000,9.2,54.0
94354.0-34.02363695,150.66354879,3.2160000801086426,144001,8.7,54.71
355.0-34.0236944,150.6635391,3.2160000801086426,144003,9.09,54.89
356.0-34.02372002,150.66353319,3.2160000801086426,144004,9.29,54.98
357.0-34.02374506,150.66352602,3.2160000801086426,144005,8.93,54.81
358.0-34.02377017,150.66351845,3.2160000801086426,144006,8.969999,54.83
359.0-34.02379885,150.66351433,3.2160000801086426,144007,8.68,54.7
