ID,Latitude,Longitude,Accuracy,Time,Data1,Data2 ,Amp,Shift,Voltage,Temp,Humidity,Hs,Hp
12211.0,-34.0258720493207,150.66226251856548,3.2160000801086404,113552,43756.0,7.81,43307.26150000018,7.81,11.819985000000004,28.15098799999979,42.03861,8180.955743517591,42526.05905770591
12213.0,-34.02586534503473,150.66226433215047,3.2160000801086404,113553,43828.0,7.83,43313.86600000018,7.83,11.819640000000005,28.14831749999979,42.02182,8155.4962272648145,42537.552437558064
12214.0,-34.02585993594721,150.66226579536968,3.2160000801086404,113554,43364.0,7.81,43279.00750000019,7.81,11.820157000000005,28.14698249999979,41.95316,8149.179666153419,42503.27101287972
12217.0,-34.02585481809854,150.6622671798055,3.2160000801086404,113555,43899.0,7.81,43226.29900000019,7.81,11.826190000000004,28.14765049999979,41.82498,8166.740785307558,42446.43906827587
12218.0,-34.02585002646754,150.66226847599575,3.2160000801086404,113556,43377.0,7.81,43255.675000000185,7.81,11.830671500000005,28.14765049999979,41.78378,8199.19595298473,42470.15303599883
12220.0,-34.025844559138704,150.66226995496987,3.2160000801086404,113557,42392.0,7.800000999999999,43340.7325000002,7.800000999999999,11.831705500000005,28.14618149999979,41.6144,8188.6349662463235,42558.931688788245
12221.0,-34.02583710438307,150.6622719715654,3.2160000801086404,113558,43259.0,7.789989999999999,43331.18900000019,7.789999000000001,11.832740000000005,28.14484599999979,41.55489,8213.755900115826,42544.42422507677
12224.0,-34.02582943301684,150.66227404675652,3.2160000801086404,113559,42520.0,7.79,43354.36000000018,7.79,11.827568500000005,28.143509999999786,41.54421,8136.915145138107,42583.02302353916
12226.0,-34.02582201133998,150.66227605440383,3.2160000801086404,113600,44091.0,7.8,43439.58100000019,7.8,11.826189500000005,28.14417799999979,41.57168,8126.478149789191,42671.7671112471
12228.0,-34.02581426452002,150.66227815000605,3.2160000801086404,113601,43715.0,7.8,43523.17200000019,7.8,11.823431500000005,28.142040999999786,41.60983,8114.824739240859,42759.08772299051
