ID,Latitude,Longitude,Accuracy,Time,Data1,Data2 
7904,-34.02486825,150.66320268,3.21600008010864,105617,42700,7.679999
7906,-34.02486825,150.66320316,3.21600008010864,105618,42881,7.67
7908,-34.02486827,150.6632034,3.21600008010864,105619,42787,7.67
7910,-34.02486828,150.66320352,3.21600008010864,105620,42275,7.68
7912,-34.02486828,150.66320358,3.21600008010864,105621,42747,7.67
7914,-34.02486828,150.66320362,3.21600008010864,105622,41858,7.68
7915,-34.02486828,150.66320364,3.21600008010864,105623,42423,7.67
7917,-34.02486827,150.66320366,3.21600008010864,105624,42649,7.67
7919,-34.02486827,150.66320367,3.21600008010864,105625,42633,7.670001
7921,-34.02486826,150.66320369,3.21600008010864,105626,42687,7.67
7923,-34.02486826,150.6632037,3.21600008010864,105627,42633,7.670001
7924,-34.02486891,150.6632032,3.21600008010864,105628,42564,7.670001
7926,-34.02487454,150.66320337,3.21600008010864,105629,42054,7.68
7928,-34.02487959,150.66320251,3.21600008010864,105630,42811,7.68
7930,-34.02488338,150.66320265,3.21600008010864,105631,42205,7.68
7931,-34.02488243,150.66320167,3.21600008010864,105632,42263,7.67
7934,-34.02487998,150.66320275,3.21600008010864,105633,41920,7.68
7935,-34.02487771,150.66320262,3.21600008010864,105634,41977,7.67
7937,-34.0248765,150.66320305,3.21600008010864,105635,42730,7.67
7939,-34.02487434,150.6632047,3.21600008010864,105636,42557,7.670001
7941,-34.02487217,150.66320677,3.21600008010864,105637,42951,7.67
7943,-34.02487135,150.66320701,3.21600008010864,105638,42392,7.679999
7945,-34.02487585,150.66320533,3.21600008010864,105639,42494,7.68
7946,-34.02488365,150.66320397,3.21600008010864,105640,42149,7.69
7947,-34.02489111,150.6632015,3.21600008010864,105641,41566,7.687948
7950,-34.0249006,150.66319924,3.21600008010864,105642,42331,7.69
7952,-34.02491353,150.66319769,3.21600008010864,105643,42164,7.700001
7954,-34.02492592,150.66319414,3.21600008010864,105644,42474,7.69
7955,-34.0249388,150.66319139,3.21600008010864,105645,42162,7.7
1,-34.02495134,150.66318917,3.21600008010864,105646,7.7,7.7
7959,-34.02496255,150.66318744,3.21600008010864,105647,42052,7.7
7961,-34.02497388,150.66318481,3.21600008010864,105648,42557,7.7
7963,-34.02498541,150.66318076,3.21600008010864,105649,41502,7.7
7965,-34.02499719,150.66317729,3.21600008010864,105650,40898,7.7
7966,-34.02500915,150.663173,3.21600008010864,105651,41292,7.7
7968,-34.02502106,150.66316833,3.21600008010864,105652,42637,7.7
7969,-34.02503255,150.6631636,3.21600008010864,105653,42562,7.690001
7972,-34.02504409,150.66315963,3.21600008010864,105654,41952,7.7
7974,-34.02505742,150.66315468,3.21600008010864,105655,42139,7.7
7975,-34.02507118,150.66314984,3.21600008010864,105656,41948,7.7
7977,-34.02508437,150.66314446,3.21600008010864,105657,40857,7.71
7979,-34.02509763,150.66313917,3.21600008010864,105658,41981,7.7
7981,-34.02511088,150.66313502,3.21600008010864,105659,41974,7.72
7983,-34.02512497,150.66312938,3.21600008010864,105700,40897,7.7
7984,-34.02514017,150.66312152,3.21600008010864,105701,42216,7.699999
7987,-34.02515378,150.66311412,3.21600008010864,105702,42091,7.71
7988,-34.02516656,150.6631083,3.21600008010864,105703,42106,7.7
7990,-34.02517884,150.66310388,3.21600008010864,105704,41898,7.69
7991,-34.02519029,150.6631012,3.21600008010864,105705,42088,7.7
7994,-34.0252005,150.66309932,3.21600008010864,105706,41253,7.7
7996,-34.02520989,150.66309767,3.21600008010864,105707,41086,7.69
17997,-34.02521695,150.66309689,3.21600008010864,105708,42080,7.7
7999,-34.02522198,150.66309551,3.21600008010864,105709,40883,7.690001
8001,-34.02522876,150.66309504,3.21600008010864,105710,42257,7.69
8002,-34.02523772,150.66309329,3.21600008010864,105711,42214,7.7
8004,-34.02524534,150.66309163,3.21600008010864,105712,42163,7.690001
8005,-34.02525253,150.66308979,3.21600008010864,105713,41240,7.7
8,-34.02526059,150.66308727,3.21600008010864,105714,7.690001,7.69
8010,-34.02526932,150.66308474,3.21600008010864,105715,41620,7.68
8012,-34.02527741,150.66308083,3.21600008010864,105716,42342,7.68
8013,-34.02528438,150.66307619,3.21600008010864,105717,42261,7.68
8014,-34.02529104,150.66307093,3.21600008010864,105718,42285,7.698015
8017,-34.02529859,150.66306681,3.21600008010864,105719,41587,7.69
8019,-34.02530522,150.66306412,3.21600008010864,105720,42028,7.69
8021,-34.02531186,150.66306297,3.21600008010864,105721,42169,7.690001
8023,-34.02531854,150.66306192,3.21600008010864,105722,42201,7.68
8024,-34.02532543,150.66305917,3.21600008010864,105723,41701,7.68
8026,-34.02533168,150.66305654,3.21600008010864,105724,42109,7.68
8028,-34.02533706,150.66305458,3.21600008010864,105725,41569,7.7
8029,-34.02534384,150.66305349,3.21600008010864,105726,40914,7.69803
8032,-34.02535281,150.66305208,3.21600008010864,105727,41670,7.69
8034,-34.02536444,150.66305216,3.21600008010864,105728,41461,7.68
8035,-34.02537294,150.66305158,3.21600008010864,105729,41193,7.69
8037,-34.02538056,150.6630505,3.21600008010864,105730,41682,7.69
8039,-34.02538889,150.6630507,3.21600008010864,105731,41663,7.71
8041,-34.02539648,150.6630508,3.21600008010864,105732,42195,7.68
8042,-34.02540405,150.66305043,3.21600008010864,105733,42127,7.690001
8043,-34.02541199,150.66304921,3.21600008010864,105734,42165,7.688044
8046,-34.02542022,150.66304737,3.21600008010864,105735,42059,7.7
1,-34.02542854,150.66304604,3.21600008010864,105736,7.68,7.68
8050,-34.02543699,150.66304437,3.21600008010864,105737,41317,7.69
8051,-34.02544467,150.66304317,3.21600008010864,105738,41229,7.69
8053,-34.02545186,150.66304208,3.21600008010864,105739,41880,7.68
8055,-34.02545992,150.66303987,3.21600008010864,105740,42244,7.68
8057,-34.02546763,150.66303635,3.21600008010864,105741,41544,7.69
8058,-34.02547488,150.66303326,3.21600008010864,105742,41143,7.69
8061,-34.02548154,150.66303139,3.21600008010864,105743,41987,7.69
8063,-34.0254888,150.6630299,3.21600008010864,105744,40985,7.68
8064,-34.0254967,150.66302828,3.21600008010864,105745,42292,7.7
8066,-34.02550416,150.66302613,3.21600008010864,105746,41924,7.71
8068,-34.02551264,150.66302528,3.21600008010864,105747,42499,7.7
8070,-34.0255207,150.66302389,3.21600008010864,105748,42106,7.69
8072,-34.02552822,150.6630218,3.21600008010864,105749,42294,7.69
8073,-34.02553444,150.66301909,3.21600008010864,105750,42201,7.69
8075,-34.02554093,150.66301716,3.21600008010864,105751,42252,7.69
8077,-34.02554794,150.66301566,3.21600008010864,105752,42009,7.690001
8079,-34.02555429,150.66301418,3.21600008010864,105753,41511,7.7
8080,-34.02556216,150.66301139,3.21600008010864,105754,41216,7.69
8083,-34.02556706,150.66300971,3.21600008010864,105755,42624,7.69
8085,-34.02557081,150.66300949,3.21600008010864,105756,42530,7.7
8086,-34.02557652,150.66300912,3.21600008010864,105757,42187,7.71
8088,-34.02558249,150.6630089,3.21600008010864,105758,42407,7.7
18090,-34.02558828,150.66300753,3.21600008010864,105759,42008,7.71
8092,-34.02559609,150.66300684,3.21600008010864,105800,42419,7.7
