ID,Latitude,Longitude,Accuracy,Time,Data1,Data2 ,Data1_ave7
675,-34.02484882,150.66307943,3.21600008010864,114558,66,9.58,68.1428571428571
676,-34.02484525,150.66305932,3.21600008010864,114559,70,9.55,68.1428571428571
44.51,-34.02484791,150.66303786,3.21600008010864,114600,76,9,69.4285714285714
680,-34.02485646,150.66301839,3.21600008010864,114601,72,9.35,71.1428571428571
682,-34.02486928,150.66300402,3.21600008010864,114602,72,9.42,71.2857142857143
683,-34.02488576,150.6629939,3.21600008010864,114603,71,9.42,70.8571428571429
685,-34.02490424,150.66298814,3.21600008010864,114604,71,9.54,69.7142857142857
686,-34.02491993,150.66298324,3.21600008010864,114605,67,9.56,70
44.65,-34.0249351,150.66297814,3.21600008010864,114606,67,9,71
690,-34.02495424,150.66297323,3.21600008010864,114607,68,9.67,74
692,-34.02497273,150.66296974,3.21600008010864,114608,74,9.56,77.7142857142857
693,-34.02499136,150.66296661,3.21600008010864,114609,79,9.61,82.2857142857143
695,-34.02500952,150.66296385,3.21600008010864,114610,92,9.6,85.8571428571429
696,-34.02502704,150.66296035,3.21600008010864,114611,97,9,88.5714285714286
44.57,-34.02504424,150.66295673,3.21600008010864,114612,99,9,90
700,-34.02506109,150.66295273,3.21600008010864,114613,92,9.54,90.7142857142857
702,-34.02507857,150.66294799,3.21600008010864,114614,87,9.57,90.7142857142857
703,-34.02509762,150.66294255,3.21600008010864,114615,84,9.54,90
705,-34.02511754,150.66293743,3.21600008010864,114616,84,9,89.1428571428571
707,-34.02513843,150.66293244,3.21600008010864,114617,92,9.56,89.2857142857143
708,-34.02515732,150.66292633,3.21600008010864,114618,92,9.64,89.8571428571429
710,-34.02517611,150.66292225,3.21600008010864,114619,93,9.63,91
711,-34.02519498,150.66291845,3.21600008010864,114620,93,9.66,92.2857142857143
713,-34.02521364,150.66291527,3.21600008010864,114621,91,9.59,92.5714285714286
715,-34.02523224,150.6629111,3.21600008010864,114622,92,9.58,93
717,-34.02525057,150.66290842,3.21600008010864,114623,93,9.56,94
718,-34.02526845,150.66290491,3.21600008010864,114624,94,9.59,94.5714285714286
720,-34.02528784,150.66290112,3.21600008010864,114625,95,9,95.1428571428571
53.65,-34.02530773,150.6628964,3.21600008010864,114626,100,9,94.2857142857143
723,-34.02532681,150.66289098,3.21600008010864,114627,97,9.65,93.4285714285714
725,-34.02534548,150.66288589,3.21600008010864,114628,95,9.67,93.5714285714286
727,-34.02536405,150.66288141,3.21600008010864,114629,86,9.6,94
728,-34.025383,150.6628758,3.21600008010864,114630,87,9.57,93.8571428571429
730,-34.02540192,150.66287007,3.21600008010864,114631,95,9.54,93.7142857142857
732,-34.0254203,150.66286551,3.21600008010864,114632,98,9.6,94
733,-34.02543775,150.66286123,3.21600008010864,114633,99,9.63,95.5714285714286
44.63,-34.02545485,150.66285907,3.21600008010864,114634,96,9,97.7142857142857
44.64,-34.0254743,150.66285795,3.21600008010864,114635,97,9,98.7142857142857
65738,-34.02549307,150.66285643,3.21600008010864,114636,97,9,99.2857142857143
740,-34.02551154,150.66285336,3.21600008010864,114637,102,9.62,99.1428571428571
44.52,-34.02552975,150.66284809,3.21600008010864,114638,102,9,99
743,-34.02554868,150.66284086,3.21600008010864,114639,102,9.57,98.7142857142857
745,-34.02556558,150.66283364,3.21600008010864,114640,98,9.54,97.5714285714286
747,-34.02558213,150.66282681,3.21600008010864,114641,95,9.63,95.7142857142857
748,-34.02559983,150.66282039,3.21600008010864,114642,95,9.61,93.7142857142857
750,-34.0256187,150.66281317,3.21600008010864,114643,89,9.65,91.7142857142857
752,-34.02563678,150.66280878,3.21600008010864,114644,89,9.61,89.8571428571429
753,-34.02565363,150.66280324,3.21600008010864,114645,88,9.65,88
755,-34.02567002,150.66279984,3.21600008010864,114646,88,9.63,85.1428571428571
757,-34.02568752,150.66279724,3.21600008010864,114647,85,9.62,83.4285714285714
758,-34.02570559,150.6627964,3.21600008010864,114648,82,9.6,82.2857142857143
760,-34.02572346,150.66279542,3.21600008010864,114649,75,9.6,82.7142857142857
762,-34.02574129,150.66279296,3.21600008010864,114650,77,9.62,83.7142857142857
763,-34.02575688,150.66278859,3.21600008010864,114651,81,9.6,85.1428571428571
765,-34.02577444,150.66278349,3.21600008010864,114652,91,9.63,86.5714285714286
44.67,-34.02579242,150.66277717,3.21600008010864,114653,95,9,88.1428571428571
768,-34.02580903,150.66277286,3.21600008010864,114654,95,9.72,89.4285714285714
770,-34.02582768,150.66276746,3.21600008010864,114655,92,9.71,89.8571428571429
772,-34.02584653,150.66276249,3.21600008010864,114656,86,9.66,88.8571428571429
773,-34.02586299,150.66275726,3.21600008010864,114657,86,9.64,87.4285714285714
63775,-34.02587962,150.66275261,3.21600008010864,114658,84,9,86.8571428571429
777,-34.02589784,150.66274788,3.21600008010864,114659,84,9.59,87.1428571428571
778,-34.02591803,150.66274123,3.21600008010864,114700,85,9.57,87.7142857142857
780,-34.02593851,150.66273363,3.21600008010864,114701,91,9.59,86.8571428571429
782,-34.02596057,150.66272721,3.21600008010864,114702,94,9.63,85
783,-34.02598229,150.66272096,3.21600008010864,114703,90,9.64,82.8571428571429
785,-34.02600255,150.66271573,3.21600008010864,114704,80,9,80.5714285714286
64787,-34.02602107,150.66271204,3.21600008010864,114705,71,9.65,77.5714285714286
788,-34.02603936,150.66270675,3.21600008010864,114706,69,9.65,74.4285714285714
790,-34.02605525,150.66270177,3.21600008010864,114707,69,9.64,71.8571428571429
792,-34.0260697,150.66269883,3.21600008010864,114708,70,9.64,70.7142857142857
793,-34.02608685,150.66269453,3.21600008010864,114709,72,7.72,70.8571428571429
795,-34.02610515,150.662689,3.21600008010864,114710,72,7.69,71
797,-34.02612306,150.6626818,3.21600008010864,114711,72,7.62,71.8571428571429
44.54,-34.0261425,150.66267586,3.21600008010864,114712,72,9,72.5714285714286
800,-34.02616114,150.66266962,3.21600008010864,114713,70,9.54,74.1428571428571
802,-34.02617878,150.66266346,3.21600008010864,114714,75,9.61,75.4285714285714
803,-34.02619793,150.66265604,3.21600008010864,114715,75,9.57,76.8571428571429
805,-34.02621766,150.66264772,3.21600008010864,114716,83,9.57,78.1428571428571
807,-34.02623767,150.66264047,3.21600008010864,114717,81,9.5,79.8571428571429
808,-34.02625736,150.66263479,3.21600008010864,114718,82,9.51,81.1428571428571
810,-34.02627851,150.66263089,3.21600008010864,114719,81,9.53,82.8571428571429
812,-34.02629966,150.66262599,3.21600008010864,114720,82,7.68,84
813,-34.02631994,150.6626206,3.21600008010864,114721,84,5.78,85.1428571428571
815,-34.02634064,150.66261434,3.21600008010864,114722,87,5.79,86
817,-34.02635983,150.66260988,3.21600008010864,114723,91,7.73,86.5714285714286
818,-34.02637853,150.6626054,3.21600008010864,114724,89,9.67,87
820,-34.02639668,150.66260132,3.21600008010864,114725,88,9.68,87.1428571428571
822,-34.02641415,150.66259732,3.21600008010864,114726,85,9.69,86.8571428571429
823,-34.02643012,150.66259333,3.21600008010864,114727,85,9.68,85.5714285714286
825,-34.02644635,150.66258888,3.21600008010864,114728,85,9,83.5714285714286
827,-34.02646282,150.66258382,3.21600008010864,114729,85,9.64,80.8571428571429
828,-34.02647937,150.66258071,3.21600008010864,114730,82,9.63,78.2857142857143
830,-34.02649743,150.66257716,3.21600008010864,114731,75,9.67,75.4285714285714
832,-34.0265131,150.66256788,3.21600008010864,114732,69,9.66,72.2857142857143
833,-34.0265254,150.66255198,3.21600008010864,114733,67,9.64,69
835,-34.02653272,150.66253084,3.21600008010864,114734,65,9.5,65.8571428571429
837,-34.02653266,150.66250811,3.21600008010864,114735,63,9.48,63.8571428571429
838,-34.02652558,150.66248908,3.21600008010864,114736,62,9.47,62.8571428571429
840,-34.02651259,150.66247354,3.21600008010864,114737,60,9.49,62.2857142857143
44.49,-34.02649504,150.662467,3.21600008010864,114738,61,9,61.7142857142857
843,-34.02647725,150.66246824,3.21600008010864,114739,62,9.54,61.4285714285714
845,-34.02645942,150.66247322,3.21600008010864,114740,63,9.61,61.4285714285714
847,-34.02644191,150.66247925,3.21600008010864,114741,61,9.72,62.2857142857143
848,-34.02642416,150.66248573,3.21600008010864,114742,61,7.78,63.5714285714286
850,-34.02640529,150.66249036,3.21600008010864,114743,62,7.8,65.7142857142857
852,-34.02638657,150.66249621,3.21600008010864,114744,66,7.77,68.1428571428571
853,-34.02636622,150.66250219,3.21600008010864,114745,70,9.7,70.8571428571429
855,-34.02634331,150.66250995,3.21600008010864,114746,77,9.66,73
857,-34.02631974,150.66251699,3.21600008010864,114747,80,9.6,74.7142857142857
858,-34.0262974,150.66252282,3.21600008010864,114748,80,9.56,75.5714285714286
860,-34.02627665,150.66252953,3.21600008010864,114749,76,9.52,76.4285714285714
862,-34.02625855,150.66253762,3.21600008010864,114750,74,9.54,76.1428571428571
863,-34.02624001,150.66254313,3.21600008010864,114751,72,9.58,75.4285714285714
865,-34.02622056,150.66254811,3.21600008010864,114752,76,9.54,74.8571428571429
867,-34.02620165,150.66255357,3.21600008010864,114753,75,9.53,75.2857142857143
868,-34.02618196,150.66255942,3.21600008010864,114754,75,9.58,76.4285714285714
870,-34.02616185,150.66256645,3.21600008010864,114755,76,9.68,77.5714285714286
872,-34.02614012,150.6625732,3.21600008010864,114756,79,9.67,78.5714285714286
873,-34.02611799,150.6625776,3.21600008010864,114757,82,9.58,79.2857142857143
875,-34.02609535,150.66258285,3.21600008010864,114758,80,9.46,80.1428571428571
877,-34.02607368,150.6625879,3.21600008010864,114759,83,9.46,81.1428571428571
878,-34.02605202,150.66259346,3.21600008010864,114800,80,9.45,82.1428571428571
880,-34.02602976,150.66259926,3.21600008010864,114801,81,9.4,82.5714285714286
882,-34.02600634,150.66260418,3.21600008010864,114802,83,9.48,82.7142857142857
884,-34.02598469,150.6626091,3.21600008010864,114803,86,9.52,81.8571428571429
885,-34.02596447,150.66261232,3.21600008010864,114804,85,9.52,80.7142857142857
887,-34.02594319,150.66261371,3.21600008010864,114805,81,9.48,79
888,-34.0259214,150.66261733,3.21600008010864,114806,77,9.45,77.5714285714286
890,-34.0259021,150.66262026,3.21600008010864,114807,72,9.44,76.1428571428571
892,-34.02588556,150.66262395,3.21600008010864,114808,69,9.52,76
894,-34.02586854,150.66262826,3.21600008010864,114809,73,9.5,77
895,-34.02585244,150.66263318,3.21600008010864,114810,76,9.48,79.4285714285714
897,-34.0258366,150.66263862,3.21600008010864,114811,84,9.4,83
898,-34.02581896,150.66264413,3.21600008010864,114812,88,9.42,86.7142857142857
900,-34.02580343,150.66265033,3.21600008010864,114813,94,9.42,89
48902,-34.02578548,150.66265425,3.21600008010864,114814,97,9.48,91.7142857142857
903,-34.02576695,150.6626569,3.21600008010864,114815,95,9.47,93.4285714285714
905,-34.02575095,150.66266162,3.21600008010864,114816,89,9.45,94.7142857142857
907,-34.02573424,150.66266678,3.21600008010864,114817,95,9.44,94
908,-34.02571686,150.66267206,3.21600008010864,114818,96,9.42,92.8571428571429
910,-34.02569923,150.66267694,3.21600008010864,114819,97,9.42,92.8571428571429
912,-34.02568326,150.66268277,3.21600008010864,114820,89,9.42,93.1428571428571
913,-34.02566756,150.66268885,3.21600008010864,114821,89,9.49,93.4285714285714
915,-34.02565094,150.66269581,3.21600008010864,114822,95,9.54,93.7142857142857
917,-34.02563346,150.66270235,3.21600008010864,114823,91,9.55,94.4285714285714
56919,-34.02561567,150.66270892,3.21600008010864,114824,97,9.56,96.7142857142857
920,-34.02559868,150.66271568,3.21600008010864,114825,98,9.63,98.5714285714286
922,-34.02558205,150.66272067,3.21600008010864,114826,102,9.67,99.8571428571429
924,-34.02556534,150.66272577,3.21600008010864,114827,105,9.69,100.714285714286
925,-34.02554737,150.66273174,3.21600008010864,114828,102,9.67,101
927,-34.02552872,150.66273772,3.21600008010864,114829,104,9.7,101.285714285714
