,Time,Lon,Lat,Reading,,Time,Reading,
445,750,150.66212,-34.026105,15.1775,,,,
446,751,150.662125,-34.026085,15.185,,,,
447,752,150.66213,-34.026065,15.1725,,,,
448,753,150.6621367,-34.026045,15.1475,,,,
449,754,150.6621433,-34.026025,15.1475,,,,
450,755,150.6621483,-34.026005,15.17,,,,
451,756,150.662155,-34.0259833,15.18,,,,
452,757,150.66216,-34.0259633,15.175,,,,
453,758,150.6621667,-34.0259433,15.1675,,,,
454,759,150.6621717,-34.0259233,15.165,,,,
455,760,150.662175,-34.0259033,15.1725,,,,
456,761,150.66218,-34.0258817,15.19,,,,
457,762,150.6621833,-34.0258617,15.185,,,,
458,763,150.66219,-34.0258433,15.19,,,,
459,764,150.6621933,-34.0258267,15.1925,,,,
460,765,150.662195,-34.0258117,15.1725,,,,
461,766,150.66219,-34.0257983,15.135,,,,
462,767,150.6621783,-34.02579,15.09,,,,
463,768,150.6621617,-34.0257867,15.0575,,,,
464,769,150.662145,-34.02579,15.04,,,,
465,770,150.6621317,-34.0257983,15.05,,,,
466,771,150.6621233,-34.0258117,15.0575,,,,
467,772,150.6621167,-34.025825,15.0825,,,,
468,773,150.6621133,-34.02584,15.1175,,,,
469,774,150.6621083,-34.0258567,15.1425,,,,
470,775,150.662105,-34.0258733,15.1825,,,,
471,776,150.6621017,-34.02589,15.2375,,,,
472,777,150.6620983,-34.0259067,15.31,,,,
473,778,150.662095,-34.025925,15.3725,,,,
474,779,150.66209,-34.0259417,15.405,,,,
475,780,150.662085,-34.02596,15.43,,,,
476,781,150.6620817,-34.0259783,15.46,,,,
477,782,150.6620767,-34.0259967,15.48,,,,
478,783,150.6620717,-34.026015,15.495,,,,
479,784,150.6620683,-34.0260333,15.5,,,,
480,785,150.662065,-34.0260517,15.49,,,,
481,786,150.66206,-34.0260717,15.475,,,,
482,787,150.662055,-34.0260917,15.445,,,,
483,788,150.66205,-34.0261117,15.4,,,,
484,789,150.662045,-34.0261333,15.3825,,,,
485,790,150.6620417,-34.0261533,15.3875,,,,
486,791,150.6620367,-34.0261733,15.365,,,,
487,792,150.6620333,-34.0261933,15.3475,,,,
488,793,150.66203,-34.0262117,15.3225,,,,
489,794,150.6620183,-34.0262283,15.28,,,,
490,795,150.6620017,-34.0262367,15.235,,,,
491,796,150.6619817,-34.0262333,15.2,,,,
492,797,150.6619683,-34.02622,15.165,,,,
493,798,150.6619633,-34.026205,15.1325,,,,
494,799,150.6619633,-34.0261867,15.13,,,,
495,800,150.6619667,-34.0261683,15.13,,,,
496,801,150.6619717,-34.02615,15.1275,,,,
497,802,150.6619767,-34.02613,15.1375,,,,
498,803,150.6619817,-34.0261117,15.1375,,,,
499,804,150.6619867,-34.0260917,15.145,,,,
500,805,150.6619917,-34.0260717,15.1675,,,,
501,806,150.6619967,-34.0260517,15.195,,,,
502,807,150.6620017,-34.0260317,15.2325,,,,
503,808,150.662005,-34.0260117,15.2525,,,,
504,809,150.66201,-34.02599,15.2675,,,,
505,810,150.662015,-34.02597,15.27,,,,
506,811,150.66202,-34.0259517,15.2725,,,,
507,812,150.662025,-34.0259367,15.275,,,,
508,813,150.6620283,-34.0259217,15.275,,,,
509,814,150.6620333,-34.0259033,14.8,,,,
510,815,150.662035,-34.0258867,15,,,,
511,816,150.66204,-34.0258683,14.5,,,,
512,817,150.6620433,-34.02585,14.2,,,,
513,818,150.662045,-34.0258317,15,,,,
514,819,150.6620483,-34.025815,15,,,,
515,820,150.6620533,-34.0257983,14.9,,,,
516,821,150.6620633,-34.025785,15.6,,,,
517,822,150.66207,-34.02578,15.4,,,,
518,823,150.6620733,-34.0257783,15.7,,,,
519,824,150.6620733,-34.0257783,15.7,,,,
520,825,150.6620733,-34.0257783,15.6,,,,
521,826,150.6620733,-34.0257783,15.7,,,,
522,827,150.6620733,-34.0257783,15.6,,,,
523,828,150.6620733,-34.0257783,15.7,,,,
524,829,150.6620733,-34.0257783,15.7,,,,
525,830,150.6620733,-34.0257783,15.6,,,,
526,831,150.6620733,-34.0257783,15.7,,,,
527,832,150.6620733,-34.0257783,15.8,,,,
528,833,150.6620733,-34.0257783,15.7,,,,
