Lat,Lon,ID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64
-34.02126255,150.66342917,198,1.96,2.49,2.93,3.3,3.6,4.63,4.780001,4.2,3.97,4.42,4.51,4.09,3.77,3.24,2.77,2.76,3.09,2.93,2.02,1.66,1.87,2.2,2.01,1.47,1.38,0.7100001,0.6599999,0.06999999,-0.8200001,-1.33,-1.41,-2.19,-2.72,-3.47,-3.48,-3.64,-4.01,-4.54,-4.68,-4.47,-4.19,-4.5,-4.79,-4.4,-3.91,-3.66,-3.98,-3.62,-2.93,-2.37,-2.08,-1.82,-1.29,-0.79,-0.67,-0.9599999,-0.6299999,-0.19,0.42,0.31,0.1,0.7699999,2.11,1.92
-34.02126255,150.66342919,199,2.96,2.89,3.21,4.16,4.79,4.98,5.009999,5.09,5.46,6.06,5.98,5.510001,5.54,5.54,5.309999,4.52,4.36,4.6,3.99,3.3,2.38,2.42,1.94,1.42,0.35,-0.32,-0.8099999,-0.5,-1.21,-2.05,-2.28,-2.55,-1.99,-3.1,-4.19,-3.78,-4.440001,-5.57,-5.84,-6.11,-5.94,-5.639999,-6.18,-6.11,-5.97,-5.31,-5.25,-4.619999,-4.27,-3.46,-2.62,-2.18,-2.0,-1.85,-1.14,-0.62,-0.57,-0.6199999,-0.06999997,0.63,0.9200002,0.95,1.78,2.95
-34.02126257,150.66342921BTM-GG-34.02126259,150.66342922,201,1.59,1.55,1.78,1.05,1.89,3.05,2.16,1.67,2.69,3.82,3.59,1.91,1.2,2.44,2.76,2.08,1.13,0.1600002,1.13,2.1,2.23,2.01,0.6900001,1.63,1.3,1.05,0.2699999,0.62,0.3199998,-0.25,-1.04,-2.08,-1.6,-1.14,-2.54,-2.99,-3.31,-3.14,-3.54,-2.73,-3.5,-3.8,-3.52,-3.22,-3.76,-3.45,-2.81,-2.53,-2.43,-2.42,-1.48,-0.77,-0.3,-1.05,-0.82,0.34,1.05,1.12,0.2599999,0.62,2.02,2.48,1.69,0.7100001
-34.02126259,150.66342923,203,3.81,4.45,3.3,2.98,3.89,4.93,4.66,3.78,3.47,4.57,5.13,4.01,3.22,3.84,4.24,3.51,2.33,2.08,3.25,3.18,2.02,0.85,1.2,1.78,1.24,-0.19,-1.45,-0.9099999,-0.69,-1.82,-3.28,-3.81,-3.13,-3.32,-4.18,-5.21,-3.8,-3.32,-4.04,-5.12,-4.75,-3.67,-3.14,-3.85,-4.85,-3.96,-2.77,-2.71,-3.74,-3.73,-2.5,-1.64,-1.85,-2.35,-1.62,-0.31,0.24,-0.32,-0.35,1.18,2.41,2.15,1.72,2.73
-34.02126258,150.66342926,204,2.1,2.49,2.8,3.02,3.29,3.68,3.78,3.88,3.59,3.59,3.91,3.74,3.62,3.21,3.02,2.939999,2.74,2.33,1.82,1.94,1.7,1.32,0.9,0.48,0.51,0.24,-0.74,-1.04,-0.85,-0.82,-1.4,-2.35,-2.639999,-2.52,-2.86,-3.53,-3.63,-4.0,-3.78,-4.23,-4.59,-4.58,-4.33,-3.81,-3.75,-3.61,-2.96,-2.24,-2.03,-1.88,-1.55,-1.06,-0.7300001,-0.6199999,-0.56,-0.4,0.06000001,0.34,0.4,0.43,0.6700001,1.23,1.43,1.72
-34.02126372,150.66343041,205,2.78,4.19,4.33,3.5,2.89,3.58,4.83,4.840001,3.62,3.61,5.0,5.649999,4.73,3.57,4.17,4.85,4.34,2.63,1.9,2.57,2.78,1.72,0.19,0.32,1.08,0.97,-0.7700001,-1.64,-1.35,-0.9099999,-1.96,-3.94,-4.09,-3.2,-3.24,-4.78,-5.59,-5.04,-4.03,-4.389999,-5.6,-5.59,-4.2,-3.46,-4.389999,-5.07,-4.34,-2.81,-2.93,-4.03,-4.07,-2.62,-1.35,-1.59,-1.96,-1.13,0.85,1.44,0.9399999,0.86,2.42,3.84,3.45,2.45
-34.02126155,150.66343355,207,3.04,3.07,3.33,3.89,4.24,4.19,3.86,4.37,5.099999,4.63,4.21,4.2,4.76,5.01,4.29,3.8,3.76,3.78,3.44,2.68,2.27,2.19,2.21,1.27,0.53,0.13,-0.37,-0.79,-1.63,-2.26,-2.38,-2.22,-2.98,-3.31,-3.85,-3.61,-3.64,-4.25,-4.920001,-4.9,-4.99,-4.98,-5.52,-5.47,-4.869999,-4.53,-4.59,-4.53,-3.79,-3.25,-2.69,-2.59,-2.19,-1.33,-0.45,-0.27,-0.22,-0.09,0.83,1.15,1.22,1.54,1.99,2.89
-34.021269,150.6634245,208,2.77,3.27,3.83,4.3,4.440001,4.74,5.13,5.71,5.57,5.21,5.19,5.87,5.71,4.98,4.49,4.33,4.6,4.809999,4.01,3.38,3.43,2.99,2.12,1.1,0.5199999,0.4000001,-0.16,-0.9899999,-1.53,-1.83,-1.37,-2.33,-3.289999,-3.56,-3.3,-3.44,-4.24,-5.17,-5.349999,-5.349999,-5.9,-6.61,-6.56,-6.51,-6.13,-6.34,-6.12,-5.57,-4.77,-4.07,-3.84,-3.35,-2.05,-1.2,-0.85,-0.8299999,-0.46,0.5700001,0.9099999,0.76,0.9499999,1.69,2.53,2.56
-34.02127231,150.6634206,209,3.26,3.69,3.75,3.62,4.18,4.95,4.59,4.59,5.19,6.71,6.0,5.82,4.67,6.219999,6.55,5.68,4.16,3.82,4.409999,4.03,2.57,1.39,1.3,1.27,0.8,-0.03999999,-0.93,-0.2299999,-0.72,-1.66,-2.4,-2.54,-2.33,-2.96,-4.29,-4.97,-4.26,-4.35,-5.13,-6.07,-6.29,-5.7,-5.470001,-5.87,-6.11,-5.73,-5.04,-4.85,-5.01,-4.55,-2.95,-2.51,-2.97,-2.77,-1.19,-0.32,-0.26,-1.08,-0.33,1.42,1.96,1.98,1.64,2.13
-34.021285,150.66342898,210,1.67,2.4,3.7,3.61,3.32,3.98,3.81,3.82,4.14,4.28,4.68,4.91,4.35,4.36,4.26,3.96,3.42,2.46,1.7,1.81,2.17,1.57,1.6,0.73,0.63,0.9800001,0.4099999,-0.79,-0.5599999,-0.28,-1.15,-2.45,-2.27,-2.41,-2.68,-3.61,-4.45,-4.43,-4.11,-3.83,-4.96,-5.900001,-5.55,-4.59,-4.82,-5.73,-5.13,-3.94,-3.53,-3.69,-2.78,-1.94,-1.13,-0.9199999,-0.74,-0.42,0.44,1.34,1.08,0.6199999,1.13,2.15,2.04,1.77
-34.02129978,150.66345329,211,3.95,4.87,5.09,4.61,4.27,4.62,5.050001,4.72,4.270001,4.48,4.85,4.75,4.28,4.150001,4.599999,4.87,4.170001,3.85,3.32,3.319999,3.06,2.75,1.42,1.47,1.69,1.5,0.38,-0.65,-0.7,-1.07,-1.64,-2.87,-3.47,-3.65,-4.21,-5.05,-5.78,-5.77,-5.639999,-5.73,-5.990001,-6.37,-5.39,-4.77,-4.91,-5.07,-4.65,-3.88,-3.66,-3.91,-3.82,-2.98,-2.57,-2.53,-2.49,-1.52,-1.0,0.1000002,0.01999997,0.69,2.02,2.8,2.93,2.95
-34.02131262,150.66348262,212,3.51,3.81,3.559999,3.79,4.94,5.84,5.7,4.91,5.45,6.169999,5.95,5.19,4.799999,5.17,5.539999,4.93,3.98,3.7,4.45,4.28,3.19,2.73,2.89,3.13,2.22,0.9099999,0.42,0.6,-0.31,-1.97,-3.23,-3.58,-3.57,-3.679999,-5.069999,-5.91,-5.72,-5.36,-6.23,-6.67,-6.070001,-5.38,-5.99,-6.48,-5.860001,-4.73,-4.740001,-4.95,-5.09,-4.11,-2.99,-2.3,-2.61,-2.65,-1.47,-0.4,-0.29,-0.98,-0.48,0.6299999,1.7,1.2,1.24,2.53
-34.02132234,150.66350591BTM-GG-34.02132491,150.66351465,214,3.17,3.3,3.92,3.83,3.87,4.08,5.19,4.68,4.829999,5.26,4.89,4.8,4.24,5.0,5.08,4.1,3.17,2.81,3.66,3.62,3.24,2.11,1.83,2.04,1.45,0.43,-0.41,-0.39,-1.22,-1.77,-2.65,-3.05,-2.77,-3.5,-4.15,-5.09,-4.37,-4.32,-5.02,-5.34,-5.599999,-5.08,-4.81,-5.03,-5.39,-5.119999,-4.469999,-3.82,-4.22,-3.98,-3.1,-2.87,-2.12,-2.54,-1.64,-0.3299999,-0.45,-0.08000004,0.21,1.24,2.17,2.07,2.19,2.11
-34.02132831,150.66352488,215,3.26,3.96,3.55,3.03,3.19,4.09,4.84,4.48,3.66,3.93,4.42,5.0,3.49,3.9,3.8,3.68,3.07,2.67,3.12,3.35,2.97,2.59,2.03,1.76,1.67,1.02,0.19,-0.7999999,-0.97,-1.36,-2.36,-3.42,-3.72,-3.9,-4.29,-4.73,-4.77,-4.47,-4.170001,-4.429999,-4.62,-4.36,-3.81,-3.68,-4.03,-4.25,-3.63,-3.19,-3.27,-3.57,-3.37,-2.78,-2.19,-2.2,-2.23,-1.38,-0.6399999,-0.07000002,0.11,0.6,1.58,2.4,2.3,2.53
-34.02133102,150.66353779,216,2.74,3.59,4.49,4.68,4.49,4.89,5.93,6.53,6.389999,5.91,6.34,7.03,7.0,5.99,5.57,5.639999,5.779999,4.91,3.78,3.87,3.66,3.04,1.75,1.1,0.83,0.9199999,-0.42,-1.66,-1.83,-1.95,-2.69,-3.73,-4.42,-4.56,-4.43,-5.37,-6.04,-6.16,-5.83,-6.09,-6.98,-7.41,-7.110001,-6.49,-6.74,-6.95,-6.54,-5.4,-4.63,-4.7,-4.34,-3.32,-1.92,-1.45,-1.31,-0.8600001,0.47,1.36,1.24,1.22,1.69,2.6,2.96,2.68
-34.02134342,150.66355067,217,2.13,3.42,4.36,4.17,3.51,4.01,4.98,5.37,4.99,4.1,4.43,4.78,4.63,3.61,3.37,3.77,4.12,2.9,2.15,3.24,3.43,2.35,1.34,0.8899999,1.3,0.52,0.04,-1.15,-1.53,-1.63,-1.44,-2.85,-3.58,-3.51,-3.15,-4.24,-5.02,-5.2,-4.6,-4.430001,-5.35,-5.699999,-4.82,-4.23,-4.72,-5.07,-5.01,-3.8,-2.87,-3.38,-3.17,-2.62,-1.26,-1.23,-1.53,-1.15,-0.12,0.72,0.6,0.6700001,1.2,2.42,2.66,1.91
-34.02135081,150.66355379,218,3.61,3.83,3.4,3.37,3.96,4.7,4.42,4.21,4.34,4.99,5.38,4.67,4.37,4.63,5.15,4.81,4.14,4.01,4.49,3.87,2.68,1.99,1.86,1.91,0.8499999,-0.37,-1.03,-0.1399999,-0.8200001,-1.83,-2.82,-2.67,-2.54,-3.46,-4.49,-4.95,-4.35,-4.33,-4.95,-5.359999,-5.3,-3.99,-4.3,-5.039999,-5.97,-4.74,-4.55,-4.84,-5.619999,-4.57,-3.39,-2.96,-3.35,-3.0,-1.48,-0.25,0.21,-0.05000002,0.48,1.65,2.3,2.09,1.92,3.01
-34.02135007,150.66355464BTM-GG-34.0213487,150.66355579,220,2.94,4.38,4.41,4.0,4.34,5.09,5.59,5.119999,4.63,4.989999,5.21,5.16,4.24,3.96,4.47,4.5,3.78,3.14,3.1,3.83,3.64,2.37,1.57,1.99,2.08,1.13,-0.49,-1.26,-0.7,-1.22,-2.75,-3.76,-4.21,-3.79,-4.36,-5.46,-6.059999,-5.43,-4.64,-5.449999,-6.36,-5.869999,-4.35,-4.19,-4.849999,-5.07,-3.72,-2.93,-3.02,-3.64,-3.38,-2.47,-1.65,-1.93,-2.17,-1.34,-0.55,-0.07,-0.52,0.08,1.26,2.31,2.07,1.83
-34.02134792,150.6635569,221,3.07,3.02,3.44,4.09,4.36,4.53,4.48,5.06,5.09,4.900001,4.54,4.66,5.13,5.26,4.79,4.4,4.35,4.29,4.23,3.4,3.13,2.96,2.64,1.68,0.95,0.11,-0.24,-0.86,-1.98,-1.97,-2.51,-2.39,-3.15,-3.71,-4.18,-3.77,-3.99,-4.69,-4.75,-4.92,-5.22,-5.289999,-5.29,-5.29,-4.99,-5.15,-5.039999,-5.049999,-4.53,-3.8,-3.36,-3.320001,-2.83,-1.99,-1.22,-1.13,-1.33,-0.4,0.6,0.9900001,1.05,1.74,2.42,2.85
-34.02134668,150.66355983,222,4.12,4.09,4.34,4.99,5.599999,5.49,5.16,5.15,5.77,6.059999,5.62,5.29,5.67,6.329999,6.03,5.389999,5.09,5.28,4.92,3.82,2.64,2.02,1.71,1.34,0.31,-0.49,-0.34,-0.51,-0.94,-1.96,-2.22,-2.25,-2.52,-3.59,-4.53,-4.62,-4.96,-5.749999,-6.86,-7.12,-6.81,-6.629999,-7.159999,-7.200001,-6.27,-5.49,-5.13,-5.33,-4.8,-3.96,-3.34,-3.37,-3.31,-2.69,-1.79,-1.12,-1.02,-0.58,0.5,1.6,1.73,1.91,2.75,3.71
-34.02134456,150.66356134BTM-GG-34.02134483,150.66356234,224,3.28,3.78,4.26,4.81,5.54,5.92,6.2,6.56,6.84,6.92,6.789999,6.64,6.53,6.32,5.84,5.200001,4.6,4.09,3.61,2.94,2.51,2.25,2.12,1.59,1.14,0.68,0.3,-0.07000002,-0.74,-1.51,-2.3,-3.01,-3.72,-4.49,-5.11,-5.62,-5.920001,-6.429999,-6.789999,-6.85,-6.82,-6.500001,-6.45,-6.26,-5.96,-5.56,-5.27,-4.83,-4.36,-3.96,-3.84,-3.36,-2.88,-2.33,-1.59,-1.45,-1.02,-0.68,0.17,0.55,1.05,1.56,2.26,2.76
-34.02134431,150.66356337,225,3.99,3.75,3.69,4.68,5.43,5.41,4.77,4.67,5.41,5.710001,4.95,4.5,5.44,5.83,5.4,4.99,4.97,5.27,5.19,4.27,3.11,2.82,2.77,1.86,0.71,-0.49,0.02999999,-0.25,-1.48,-2.75,-3.27,-2.95,-3.73,-4.92,-5.13,-4.7,-4.73,-5.43,-6.25,-5.84,-5.18,-5.01,-5.79,-6.619999,-5.88,-4.84,-4.97,-5.27,-4.81,-3.71,-3.27,-3.35,-3.43,-2.29,-1.41,-0.8900001,-1.41,-0.62,0.67,1.5,1.57,1.46,2.33,3.61
-34.02133476,150.66354919,226,3.84,3.78,4.27,5.06,5.5,5.5,5.36,5.64,6.07,5.93,5.49,5.19,5.45,5.47,5.09,4.57,4.47,4.74,4.320001,3.61,3.07,2.87,2.45,1.8,0.85,0.3,-0.28,-0.9799999,-1.9,-2.72,-3.03,-3.12,-3.63,-4.51,-4.77,-4.9,-4.82,-5.35,-5.86,-5.86,-5.71,-5.81,-6.28,-6.26,-5.790001,-5.33,-5.34,-5.22,-4.64,-3.77,-3.31,-3.24,-2.9,-2.09,-1.3,-0.9099999,-0.94,-0.4299999,0.55,1.13,1.21,1.86,2.59,3.26
-34.02133035,150.66352953,227,3.78,4.14,5.02,5.54,5.58,5.34,5.73,6.24,6.349999,5.949999,5.64,5.960001,5.96,5.579999,4.969999,4.83,5.039999,4.8,4.19,3.75,3.71,3.4,3.09,2.02,1.64,1.43,0.8,-0.47,-1.34,-1.8,-2.32,-3.3,-4.639999,-5.09,-5.159999,-5.45,-6.67,-6.99,-6.94,-6.38,-6.69,-7.190001,-6.97,-6.28,-5.71,-5.88,-5.880001,-5.25,-4.21,-3.96,-4.259999,-3.92,-3.14,-2.27,-2.02,-1.9,-1.21,0.02000001,0.8700001,1.08,1.3,2.19,3.2,3.63
-34.02132073,150.66351609,228,3.41,3.89,3.960001,4.25,4.88,5.44,5.4,5.31,5.440001,5.740001,6.1,5.280001,4.95,5.1,4.98,5.01,4.48,3.96,4.16,3.46,2.78,2.06,2.09,1.83,0.8900001,0.8599999,-0.32,-0.7,-0.8200001,-1.29,-1.91,-2.4,-2.84,-3.42,-4.14,-4.48,-4.74,-5.59,-6.29,-6.87,-6.53,-5.66,-5.960001,-5.93,-6.48,-5.45,-4.83,-4.35,-4.5,-4.13,-3.42,-2.79,-2.21,-2.26,-1.84,-1.26,-0.31,-0.23,0.4,0.77,1.23,1.41,2.23,2.84
-34.02131192,150.66349774,229,4.16,3.94,4.309999,4.69,5.96,6.29,5.759999,5.799999,6.289999,6.69,6.19,5.93,5.73,6.55,6.079999,5.110001,4.53,4.68,4.91,4.130001,2.52,3.05,2.64,2.19,0.84,0.26,-0.03999994,-0.46,-1.25,-2.38,-3.16,-2.89,-2.97,-4.02,-5.079999,-5.26,-4.59,-4.98,-6.409999,-6.98,-6.45,-6.079999,-6.48,-7.18,-6.8,-5.85,-5.43,-5.27,-5.25,-4.19,-3.25,-3.12,-3.46,-2.9,-1.65,-1.0,-1.44,-1.41,-0.44,0.8799999,1.57,1.2,1.85,3.13
-34.02130786,150.66347261,231,2.13,3.77,4.650001,3.97,4.04,4.920001,6.24,6.0,5.14,5.0,5.91,6.28,5.06,4.110001,4.58,5.21,4.34,2.72,2.45,3.72,3.53,2.56,0.9299999,0.53,1.22,1.22,-0.3599999,-1.4,-0.9899999,-0.75,-1.32,-2.91,-3.19,-3.3,-4.0,-5.18,-6.239999,-5.69,-5.04,-5.02,-6.05,-6.5,-5.67,-4.5,-4.6,-5.74,-5.12,-3.29,-3.12,-3.85,-3.55,-2.28,-1.45,-1.92,-2.2,-1.26,0.25,0.5,-0.4,-0.52,0.9700001,2.31,2.41,1.47
-34.02130452,150.66344916,232,2.87,3.24,3.82,4.28,4.57,4.7,5.07,5.37,5.58,5.5,5.34,5.44,5.41,5.029999,4.45,4.57,4.66,3.88,2.99,2.72,2.61,2.47,1.52,0.8599998,0.53,0.27,0.06999999,-0.54,-1.18,-1.5,-1.97,-2.75,-3.0,-3.47,-3.19,-4.15,-5.12,-5.5,-5.0,-5.19,-5.88,-6.43,-6.33,-5.76,-5.530001,-5.36,-5.02,-4.72,-3.99,-3.75,-3.13,-2.6,-2.33,-1.97,-1.62,-1.24,-0.6799999,0.12,0.51,0.86,1.16,2.49,2.9,2.7
-34.02130147,150.6634335,233,3.42,3.58,3.44,3.54,4.420001,5.09,5.079999,4.37,4.550001,5.21,5.54,4.83,4.45,4.95,4.93,4.84,4.11,3.89,4.05,3.89,3.11,2.19,2.24,2.2,1.57,0.34,-0.27,-0.4799999,-0.6299999,-1.84,-2.99,-3.09,-3.2,-3.63,-4.53,-5.01,-4.91,-5.04,-5.12,-6.150001,-6.15,-5.6,-5.4,-5.9,-5.909999,-5.12,-4.170001,-4.02,-4.02,-3.65,-2.75,-2.29,-2.18,-2.2,-1.49,-0.39,-0.1,-0.35,-0.11,0.9299999,1.6,1.73,1.63,2.27
-34.0213018,150.6634251,234,2.49,2.91,3.67,4.0,3.87,4.04,4.16,4.59,4.47,4.27,4.25,4.26,4.53,4.25,4.13,3.97,4.02,4.04,3.53,3.03,2.96,2.57,1.47,0.75,0.7,0.6099999,-0.15,-0.6399999,-1.44,-1.87,-2.12,-2.04,-2.94,-3.34,-3.25,-3.32,-3.55,-4.34,-4.0,-4.07,-4.909999,-5.420001,-5.52,-4.86,-4.57,-4.29,-4.719999,-4.210001,-3.700001,-2.78,-2.87,-2.87,-2.27,-1.5,-1.36,-1.33,-0.5699999,0.11,0.33,0.4,0.75,1.43,1.82,2.19
-34.0213055,150.66342904,235,3.3,3.82,3.9,4.29,4.97,5.440001,5.429999,5.25,5.49,5.529999,5.539999,5.01,4.64,4.699999,4.63,4.13,3.56,3.52,3.38,3.71,2.92,2.39,2.18,1.88,1.25,0.54,0.06000004,-0.62,-1.2,-2.03,-2.58,-3.29,-3.71,-4.23,-4.59,-4.96,-5.05,-5.02,-5.17,-5.61,-5.45,-5.3,-5.17,-5.43,-5.38,-5.14,-4.55,-4.56,-4.06,-3.78,-3.17,-2.73,-2.39,-2.13,-1.57,-0.9300001,-0.77,-0.4400001,0.21,0.82,1.4,1.76,1.98,2.53
-34.02130706,150.66343361,236,3.5,3.75,3.690001,4.03,5.21,5.079999,4.27,4.909999,6.18,6.54,5.95,5.51,5.99,6.57,6.27,5.47,5.16,4.4,4.840001,4.08,3.0,2.56,2.35,1.85,0.4900002,0.12,-0.04000008,-0.5,-1.5,-2.56,-2.91,-3.03,-3.52,-4.55,-5.12,-5.21,-4.98,-5.55,-6.25,-6.31,-6.47,-5.69,-6.35,-6.61,-6.08,-5.449999,-5.39,-5.369999,-5.119999,-4.35,-3.7,-3.66,-3.54,-2.76,-1.17,-0.55,-0.37,0.05,0.93,1.97,1.94,1.91,2.47,3.25
-34.02130742,150.6634361,238,3.02,3.77,4.15,3.91,4.05,4.18,4.8,4.95,4.56,4.47,5.21,5.42,4.9,4.24,4.26,4.44,4.12,3.28,2.85,2.97,2.83,2.37,1.39,1.39,1.6,1.18,0.02999997,-0.74,-0.8400002,-0.8400001,-1.89,-3.14,-3.6,-3.64,-4.02,-4.98,-5.53,-5.04,-4.9,-5.21,-5.7,-5.51,-4.78,-4.4,-5.0,-5.219999,-4.22,-3.59,-3.83,-4.0,-3.8,-2.9,-2.07,-2.24,-2.23,-1.63,-0.52,0.11,0.4,0.5900001,1.69,2.7,2.88,2.73
