,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag
3226,12910,149.8083433,-30.284195,95.8,130.2,0.52,2.57,47.7,85.9,-0.89,-3.56
3227,12914,149.80836,-30.28418,100.8,134.9,0.53,2.56,51.4,87.7,-0.87,-3.59
3228,12918,149.80838,-30.2841667,104.9,129.6,0.52,2.58,58.8,94.4,-0.88,-3.55
3229,12922,149.8083983,-30.2841517,102.1,132.7,0.52,2.58,54.3,95.3,-0.87,-3.55
3230,12926,149.8084167,-30.2841367,96.6,130.8,0.5,2.53,48.2,86.4,-0.89,-3.61
3231,12930,149.8084367,-30.28412,94.4,128.0,0.5,2.57,47.6,84.1,-0.9,-3.67
3232,12934,149.808455,-30.284105,94.5,126.6,0.5,2.49,47.6,83.6,-0.87,-3.64
3233,12938,149.8084733,-30.2840883,92.2,128.1,0.48,2.49,44.4,80.7,-0.88,-3.66
3234,12942,149.8084933,-30.2840733,96.6,127.5,0.48,2.45,50.3,83.4,-0.88,-3.66
3235,12946,149.8085133,-30.2840567,96.6,121.8,0.49,2.47,52.7,89.7,-0.88,-3.63
3236,12950,149.8085333,-30.2840417,93.9,130.4,0.5,2.48,45.2,82.7,-0.85,-3.6
3237,12954,149.8085517,-30.284025,94.8,124.7,0.49,2.47,49.9,84.8,-0.87,-3.65
3238,12958,149.8085717,-30.28401,96.0,127.6,0.5,2.48,49.9,85.1,-0.86,-3.61
3239,12962,149.8085917,-30.2839933,94.7,124.3,0.49,2.47,49.8,85.6,-0.87,-3.68
3240,12966,149.8086117,-30.2839767,94.9,129.7,0.49,2.51,46.8,83.8,-0.88,-3.63
3241,12970,149.8086317,-30.28396,97.2,125.4,0.49,2.46,52.0,88.5,-0.87,-3.61
3242,12974,149.8086517,-30.2839433,94.3,129.0,0.48,2.49,46.7,85.5,-0.89,-3.61
3243,12978,149.8086717,-30.2839267,94.1,125.9,0.48,2.46,49.3,83.4,-0.88,-3.67
3244,12982,149.8086917,-30.28391,96.3,130.1,0.48,2.44,48.1,84.8,-0.88,-3.7
3245,12986,149.8087117,-30.283895,97.1,124.8,0.47,2.45,52.7,87.3,-0.9,-3.74
3246,12990,149.8087317,-30.2838783,94.8,127.2,0.47,2.46,46.7,85.6,-0.89,-3.72
3247,12994,149.8087533,-30.2838617,97.1,129.9,0.46,2.46,49.9,85.1,-0.91,-3.75
3248,12998,149.8087733,-30.283845,106.4,133.0,0.47,2.48,59.9,96.2,-0.89,-3.72
3249,13002,149.8087933,-30.2838283,114.5,138.0,0.48,2.49,66.0,105.7,-0.88,-3.74
3250,13006,149.808815,-30.2838117,117.5,140.4,0.47,2.55,68.4,110.3,-0.92,-3.75
3251,13010,149.808835,-30.283795,116.9,142.6,0.47,2.55,66.6,108.1,-0.92,-3.77
3252,13014,149.8088533,-30.2837783,116.7,140.5,0.47,2.56,67.4,106.9,-0.92,-3.8
3253,13018,149.8088733,-30.2837633,114.4,143.3,0.44,2.5,61.6,105.2,-0.89,-3.8
3254,13022,149.80889,-30.2837483,110.5,140.0,0.44,2.5,59.9,99.8,-0.93,-3.79
3255,13026,149.8089067,-30.283735,109.0,138.8,0.44,2.54,59.4,100.2,-0.92,-3.8
3256,13030,149.808925,-30.2837217,110.3,141.9,0.45,2.52,58.7,99.6,-0.91,-3.83
3257,13034,149.8089433,-30.2837067,110.0,136.2,0.44,2.53,62.5,101.6,-0.92,-3.79
3258,13038,149.80896,-30.2836933,109.7,135.3,0.44,2.55,61.7,101.4,-0.93,-3.8
3259,13042,149.8089783,-30.2836783,107.9,137.7,0.45,2.52,58.8,98.8,-0.89,-3.8
3260,13046,149.808995,-30.2836633,109.6,140.2,0.46,2.49,59.3,98.8,-0.88,-3.81
3261,13050,149.80901,-30.2836517,107.5,135.5,0.45,2.47,58.6,97.6,-0.87,-3.75
3262,13054,149.809025,-30.28364,105.1,139.3,0.45,2.46,53.3,94.0,-0.88,-3.81
3263,13058,149.8090383,-30.28363,105.2,135.3,0.44,2.44,56.3,92.7,-0.89,-3.8
3264,13062,149.8090467,-30.2836167,106.4,136.0,0.44,2.45,56.3,96.6,-0.9,-3.88
3265,13066,149.8090483,-30.2836033,107.0,138.5,0.43,2.48,56.7,97.1,-0.91,-3.85
3266,13070,149.8090417,-30.2835917,108.8,138.5,0.45,2.54,57.9,97.0,-0.93,-3.85
3267,13074,149.8090333,-30.283585,106.9,132.6,0.47,2.63,59.7,96.6,-0.93,-3.68
3268,13078,149.8090317,-30.283585,107.2,130.3,0.49,2.65,60.8,97.4,-0.92,-3.62
3269,13082,149.8090317,-30.283585,107.7,130.8,0.5,2.69,61.3,98.2,-0.91,-3.59
3270,13086,149.8090317,-30.283585,107.5,130.1,0.5,2.69,61.2,97.9,-0.91,-3.58
3271,13090,149.8090317,-30.283585,107.4,130.1,0.5,2.69,61.3,97.9,-0.91,-3.6
3272,13094,149.8090317,-30.283585,107.2,130.6,0.5,2.7,61.4,98.1,-0.91,-3.59
3273,13098,149.8090317,-30.283585,107.3,130.3,0.5,2.7,61.3,98.2,-0.92,-3.6
3274,13102,149.8090317,-30.283585,107.4,130.5,0.5,2.7,61.4,97.9,-0.92,-3.59
3275,13106,149.8090317,-30.283585,107.1,130.6,0.5,2.69,61.4,97.7,-0.91,-3.57
3276,13110,149.8090317,-30.283585,107.1,130.3,0.51,2.72,61.5,98.0,-0.91,-3.57
3277,13114,149.8090317,-30.283585,107.2,130.4,0.5,2.72,61.5,97.8,-0.91,-3.59
3278,13118,149.8090317,-30.283585,107.4,130.6,0.51,2.71,61.5,98.0,-0.91,-3.58
3279,13122,149.8090317,-30.283585,107.5,130.6,0.5,2.67,61.4,98.1,-0.91,-3.59
3280,13126,149.8090317,-30.283585,107.8,130.2,0.5,2.72,61.4,97.9,-0.91,-3.58
3281,13130,149.8090317,-30.283585,108.1,130.1,0.5,2.73,61.2,98.1,-0.91,-3.6
3282,13134,149.8090317,-30.283585,108.0,130.2,0.5,2.69,61.3,98.1,-0.91,-3.6
3283,13138,149.8090317,-30.283585,107.1,130.1,0.5,2.72,61.1,97.8,-0.92,-3.61
3284,13142,149.8090283,-30.2835833,107.3,129.8,0.49,2.7,60.8,97.9,-0.91,-3.67
3285,13146,149.8090233,-30.2835817,108.3,130.4,0.5,2.73,60.9,99.4,-0.91,-3.65
3286,13150,149.8090183,-30.2835817,109.3,131.8,0.51,2.78,60.7,100.8,-0.9,-3.75
3287,13154,149.80901,-30.2835817,109.0,132.6,0.52,2.76,59.4,100.9,-0.9,-3.82
3288,13158,149.8089967,-30.283585,108.1,135.2,0.52,2.83,58.5,101.0,-0.89,-3.68
3289,13162,149.808985,-30.2835917,108.1,135.6,0.51,2.8,59.7,100.8,-0.89,-3.77
3290,13166,149.8089733,-30.2836,108.7,139.6,0.49,2.73,56.8,99.6,-0.89,-3.68
3291,13170,149.8089617,-30.2836083,104.7,137.7,0.5,2.66,56.8,95.8,-0.9,-3.74
3292,13174,149.80895,-30.2836183,105.9,132.6,0.47,2.59,58.8,97.0,-0.9,-3.79
3293,13178,149.8089367,-30.2836283,107.5,139.0,0.45,2.52,56.0,98.6,-0.9,-3.96
3294,13182,149.8089233,-30.28364,108.9,139.1,0.45,2.51,58.2,97.9,-0.93,-3.88
3295,13186,149.80891,-30.2836517,109.4,139.9,0.44,2.49,57.9,98.3,-0.9,-3.91
3296,13190,149.808895,-30.2836633,110.5,142.5,0.46,2.48,58.1,98.0,-0.88,-3.81
3297,13194,149.80888,-30.283675,110.6,138.6,0.45,2.46,59.3,100.6,-0.87,-3.74
3298,13198,149.808865,-30.2836883,107.8,139.8,0.45,2.49,55.7,98.1,-0.89,-3.79
3299,13202,149.80885,-30.2837,107.5,141.0,0.45,2.48,54.5,95.0,-0.89,-3.72
3300,13206,149.808835,-30.2837133,108.0,137.0,0.45,2.51,57.3,96.8,-0.9,-3.75
3301,13210,149.80882,-30.283725,109.6,140.3,0.45,2.53,56.8,98.6,-0.92,-3.81
3302,13214,149.8088067,-30.2837367,110.7,138.1,0.45,2.54,60.4,100.4,-0.93,-3.79
3303,13218,149.8087933,-30.2837483,114.0,143.1,0.45,2.53,61.9,104.2,-0.94,-3.75
3304,13222,149.8087783,-30.2837583,114.4,136.7,0.45,2.51,65.7,106.3,-0.91,-3.77
3305,13226,149.808765,-30.28377,113.9,141.7,0.46,2.5,62.8,107.0,-0.9,-3.74
3306,13230,149.80875,-30.28378,114.5,144.5,0.45,2.49,61.6,103.7,-0.91,-3.78
3307,13234,149.8087367,-30.2837917,115.0,138.5,0.45,2.52,65.6,105.1,-0.95,-3.83
3308,13238,149.8087233,-30.2838017,115.1,141.5,0.45,2.52,64.8,106.4,-0.95,-3.81
3309,13242,149.80871,-30.2838133,116.5,143.3,0.45,2.56,63.9,106.1,-0.95,-3.88
3310,13246,149.8086983,-30.283825,117.9,142.8,0.46,2.55,67.7,106.8,-0.96,-3.85
3311,13250,149.808685,-30.283835,120.9,142.0,0.46,2.57,70.8,112.0,-0.95,-3.85
3312,13254,149.8086717,-30.2838467,121.2,142.1,0.47,2.58,71.4,114.2,-0.93,-3.76
3313,13258,149.8086583,-30.2838583,121.8,147.1,0.48,2.62,68.2,113.9,-0.91,-3.77
3314,13262,149.8086417,-30.2838717,119.8,146.3,0.48,2.66,67.0,109.4,-0.92,-3.83
3315,13266,149.8086267,-30.283885,116.1,141.2,0.47,2.65,64.3,107.8,-0.9,-3.72
3316,13270,149.80861,-30.2838983,112.1,142.6,0.47,2.54,59.5,101.3,-0.88,-3.68
3317,13274,149.8085917,-30.2839117,110.7,135.9,0.48,2.49,61.1,100.3,-0.87,-3.71
3318,13278,149.808575,-30.2839267,108.7,138.0,0.47,2.46,58.2,98.4,-0.9,-3.74
3319,13282,149.808555,-30.2839417,108.3,136.4,0.47,2.49,57.7,99.5,-0.89,-3.63
3320,13286,149.8085367,-30.2839567,106.2,138.4,0.48,2.46,52.8,95.5,-0.89,-3.7
3321,13290,149.8085167,-30.2839733,104.3,132.3,0.48,2.5,56.0,94.5,-0.91,-3.68
3322,13294,149.8084967,-30.2839883,104.3,133.9,0.49,2.46,54.6,95.8,-0.89,-3.68
3323,13298,149.8084783,-30.284005,99.0,128.4,0.49,2.46,52.2,90.8,-0.86,-3.58
3324,13302,149.8084583,-30.28402,95.8,131.1,0.49,2.47,46.4,83.1,-0.87,-3.63
3325,13306,149.8084417,-30.284035,98.5,125.2,0.49,2.48,53.0,88.2,-0.88,-3.62
3326,13310,149.808425,-30.2840483,97.6,128.1,0.49,2.43,50.3,89.5,-0.88,-3.62
3327,13314,149.80841,-30.28406,96.8,127.8,0.5,2.47,50.1,86.0,-0.88,-3.63
3328,13318,149.808395,-30.2840733,96.2,125.4,0.5,2.43,51.5,86.5,-0.87,-3.58
3329,13322,149.80838,-30.284085,98.9,127.7,0.51,2.45,51.9,89.0,-0.87,-3.6
3330,13326,149.808365,-30.2840967,100.5,129.4,0.51,2.44,53.0,90.2,-0.84,-3.53
3331,13330,149.8083517,-30.2841083,102.4,130.7,0.5,2.43,53.3,91.4,-0.86,-3.63
3332,13334,149.8083367,-30.28412,107.9,134.4,0.51,2.49,59.0,97.3,-0.86,-3.58
3333,13338,149.8083217,-30.2841317,110.9,132.3,0.51,2.49,63.8,103.4,-0.86,-3.58
3334,13342,149.8083083,-30.2841433,107.5,133.5,0.51,2.5,57.9,100.5,-0.86,-3.62
3335,13346,149.8082933,-30.284155,104.5,138.2,0.5,2.5,52.6,95.4,-0.87,-3.59
3336,13350,149.8082783,-30.2841683,103.5,134.0,0.51,2.53,52.4,93.2,-0.88,-3.61
3337,13354,149.8082633,-30.28418,99.1,132.5,0.52,2.53,50.9,89.2,-0.88,-3.57
3338,13358,149.8082483,-30.2841933,102.0,138.0,0.51,2.55,49.1,90.9,-0.88,-3.57
3339,13362,149.8082333,-30.284205,101.7,131.5,0.51,2.54,54.6,90.9,-0.88,-3.57
3340,13366,149.8082183,-30.2842167,102.8,135.6,0.52,2.55,51.8,94.9,-0.88,-3.61
3341,13370,149.8082033,-30.28423,102.2,132.0,0.52,2.57,53.6,92.4,-0.88,-3.55
3342,13374,149.8081883,-30.2842417,100.4,135.6,0.52,2.55,49.2,90.1,-0.88,-3.58
3343,13378,149.8081733,-30.2842533,98.0,131.6,0.51,2.58,50.0,87.1,-0.88,-3.55
3344,13382,149.8081583,-30.284265,98.8,131.0,0.51,2.52,51.0,88.8,-0.87,-3.57
3345,13386,149.8081433,-30.2842783,98.8,127.8,0.51,2.51,53.9,86.6,-0.86,-3.58
3346,13390,149.8081283,-30.28429,98.3,127.1,0.52,2.48,52.2,89.2,-0.88,-3.56
3347,13394,149.8081133,-30.2843033,96.4,129.2,0.51,2.51,48.9,87.0,-0.89,-3.6
3348,13398,149.8080983,-30.284315,96.3,129.4,0.5,2.5,48.6,84.4,-0.9,-3.6
3349,13402,149.8080833,-30.2843283,96.7,125.0,0.51,2.48,52.8,84.8,-0.89,-3.62
3350,13406,149.8080683,-30.28434,100.7,129.4,0.5,2.44,52.9,89.4,-0.89,-3.63
3351,13410,149.8080533,-30.2843533,98.8,124.2,0.49,2.43,53.6,89.0,-0.89,-3.66
3352,13414,149.8080367,-30.284365,95.9,128.0,0.5,2.44,47.9,87.0,-0.87,-3.61
3353,13418,149.8080217,-30.2843783,92.7,124.0,0.49,2.4,46.5,83.8,-0.89,-3.62
3354,13422,149.8080067,-30.2843917,87.7,122.3,0.49,2.41,42.4,78.3,-0.88,-3.57
3355,13426,149.80799,-30.2844033,88.1,124.9,0.49,2.37,41.0,77.5,-0.88,-3.65
3356,13430,149.807975,-30.2844167,90.8,126.2,0.49,2.37,43.4,79.8,-0.88,-3.61
3357,13434,149.80796,-30.28443,89.8,122.7,0.49,2.4,44.1,80.6,-0.89,-3.63
3358,13438,149.8079433,-30.2844433,91.5,128.7,0.5,2.39,43.7,80.4,-0.88,-3.61
3359,13442,149.8079283,-30.284455,96.9,121.8,0.49,2.39,53.5,86.0,-0.89,-3.59
3360,13446,149.8079117,-30.2844683,93.8,122.1,0.49,2.33,48.2,88.4,-0.87,-3.62
3361,13450,149.8078967,-30.28448,90.3,126.1,0.49,2.34,41.8,80.4,-0.88,-3.59
3362,13454,149.80788,-30.2844933,92.0,127.1,0.49,2.35,45.2,80.6,-0.88,-3.61
3363,13458,149.807865,-30.2845067,95.3,122.4,0.49,2.31,50.4,87.4,-0.86,-3.58
3364,13462,149.8078483,-30.28452,96.0,129.2,0.49,2.34,46.9,86.6,-0.86,-3.59
3365,13466,149.8078333,-30.2845333,94.9,127.5,0.5,2.35,47.5,84.6,-0.87,-3.58
3366,13470,149.8078167,-30.284545,95.3,129.2,0.49,2.36,46.2,86.0,-0.89,-3.58
3367,13474,149.8078017,-30.2845583,94.7,126.8,0.49,2.35,47.0,86.2,-0.89,-3.57
3368,13478,149.807785,-30.2845717,93.4,125.8,0.48,2.38,47.6,83.5,-0.9,-3.62
3369,13482,149.8077683,-30.284585,94.5,128.9,0.5,2.37,44.7,84.7,-0.87,-3.63
3370,13486,149.8077517,-30.2845983,92.5,124.5,0.49,2.37,46.9,83.1,-0.88,-3.59
3371,13490,149.8077367,-30.2846117,94.1,130.5,0.5,2.4,45.3,83.8,-0.87,-3.58
3372,13494,149.80772,-30.284625,97.8,128.7,0.5,2.42,50.2,86.9,-0.88,-3.6
3373,13498,149.807705,-30.2846367,98.9,127.4,0.5,2.41,53.2,89.7,-0.89,-3.56
3374,13502,149.8076883,-30.28465,95.1,123.2,0.51,2.41,48.8,88.5,-0.87,-3.57
3375,13506,149.8076733,-30.2846633,90.6,126.8,0.51,2.46,43.8,80.6,-0.86,-3.53
3376,13510,149.8076567,-30.284675,92.2,124.5,0.51,2.41,46.0,82.5,-0.86,-3.54
3377,13514,149.8076417,-30.2846883,96.4,130.3,0.52,2.45,47.7,85.0,-0.87,-3.57
3378,13518,149.807625,-30.2847017,98.9,127.9,0.5,2.43,52.6,88.8,-0.88,-3.56
3379,13522,149.8076083,-30.284715,99.6,129.0,0.51,2.46,51.3,91.8,-0.87,-3.55
3380,13526,149.8075917,-30.2847283,101.3,133.8,0.51,2.51,51.4,91.1,-0.89,-3.59
3381,13530,149.807575,-30.2847417,99.5,128.3,0.51,2.5,52.0,91.8,-0.9,-3.56
3382,13534,149.8075583,-30.284755,95.7,133.9,0.51,2.53,44.2,86.4,-0.9,-3.58
3383,13538,149.8075417,-30.2847683,93.4,128.3,0.51,2.5,45.5,82.4,-0.9,-3.54
3384,13542,149.807525,-30.2847817,96.1,129.6,0.51,2.5,48.7,83.8,-0.9,-3.57
3385,13546,149.8075067,-30.2847967,100.7,128.1,0.5,2.52,54.7,89.6,-0.91,-3.61
3386,13550,149.80749,-30.28481,101.6,126.5,0.5,2.49,56.4,93.6,-0.89,-3.61
3387,13554,149.8074733,-30.284825,95.1,128.3,0.5,2.48,46.2,86.5,-0.9,-3.61
3388,13558,149.8074567,-30.28484,91.6,128.1,0.5,2.46,44.2,80.2,-0.91,-3.61
3389,13562,149.80744,-30.2848533,90.9,122.7,0.49,2.46,45.1,82.3,-0.92,-3.65
3390,13566,149.8074233,-30.2848683,88.4,129.2,0.5,2.43,39.3,78.1,-0.91,-3.62
3391,13570,149.807405,-30.2848817,94.0,123.8,0.51,2.42,47.9,81.2,-0.92,-3.65
3392,13574,149.8073883,-30.284895,97.3,122.6,0.51,2.44,52.3,90.0,-0.92,-3.63
3393,13578,149.8073717,-30.2849083,97.1,125.6,0.51,2.45,50.3,89.7,-0.93,-3.63
3394,13582,149.807355,-30.2849233,92.3,125.4,0.5,2.44,45.6,83.1,-0.93,-3.65
3395,13586,149.8073383,-30.2849383,93.8,122.8,0.5,2.41,48.9,83.3,-0.91,-3.64
3396,13590,149.8073217,-30.2849517,95.3,121.4,0.52,2.44,51.1,87.0,-0.89,-3.6
3397,13594,149.807305,-30.284965,90.8,122.5,0.51,2.41,44.9,82.3,-0.89,-3.62
3398,13598,149.8072883,-30.2849783,89.0,121.4,0.5,2.41,44.1,78.4,-0.9,-3.57
3399,13602,149.807275,-30.28499,90.2,120.9,0.52,2.42,42.8,81.2,-0.89,-3.57
3400,13606,149.8072633,-30.2849983,88.3,123.8,0.51,2.47,41.9,76.2,-0.91,-3.55
3401,13610,149.8072567,-30.285005,89.6,123.8,0.51,2.48,41.8,77.8,-0.89,-3.59
3402,13614,149.807255,-30.285005,88.3,123.0,0.53,2.46,43.4,78.7,-0.88,-3.59
3403,13618,149.807255,-30.285005,88.3,123.3,0.55,2.48,45.1,79.9,-0.89,-3.6
3404,13622,149.807255,-30.285005,88.3,123.3,0.55,2.48,45.1,80.0,-0.89,-3.59
3405,13626,149.807255,-30.285005,88.2,123.2,0.56,2.47,45.3,79.6,-0.89,-3.6
3406,13630,149.807255,-30.285005,88.3,123.2,0.56,2.49,45.2,79.8,-0.89,-3.61
3407,13634,149.807255,-30.285005,88.4,123.2,0.57,2.48,45.2,79.8,-0.89,-3.62
3408,13638,149.807255,-30.285005,88.3,122.8,0.56,2.49,45.2,79.6,-0.89,-3.6
3409,13642,149.807255,-30.285005,88.2,123.0,0.56,2.47,45.2,79.9,-0.89,-3.6
3410,13646,149.807255,-30.285005,88.2,122.7,0.56,2.49,45.2,79.9,-0.88,-3.6
3411,13650,149.807255,-30.285005,88.9,122.9,0.56,2.51,45.2,79.8,-0.88,-3.58
3412,13654,149.807255,-30.285005,88.7,122.9,0.56,2.49,45.3,80.2,-0.88,-3.61
3413,13658,149.807255,-30.285005,88.5,123.2,0.56,2.49,45.1,80.0,-0.88,-3.6
3414,13662,149.807255,-30.285005,88.7,123.2,0.56,2.49,45.1,80.3,-0.88,-3.61
3415,13666,149.807255,-30.285005,88.7,123.3,0.56,2.49,45.2,80.2,-0.88,-3.6
3416,13670,149.807255,-30.285005,88.5,123.0,0.56,2.5,45.1,80.1,-0.88,-3.6
3417,13674,149.807255,-30.285005,88.5,123.2,0.55,2.49,45.2,79.9,-0.88,-3.63
3418,13678,149.807255,-30.285005,88.5,123.2,0.55,2.46,45.2,80.2,-0.88,-3.61
3419,13682,149.807255,-30.285005,88.6,122.8,0.56,2.46,45.1,79.6,-0.88,-3.6
3420,13686,149.807255,-30.285005,88.0,123.0,0.56,2.48,45.1,79.9,-0.88,-3.6
3421,13690,149.807255,-30.285005,88.1,123.2,0.56,2.49,45.3,80.2,-0.88,-3.58
3422,13694,149.807255,-30.285005,88.1,123.2,0.56,2.46,45.3,79.8,-0.88,-3.58
3423,13698,149.807255,-30.285005,88.3,123.4,0.55,2.49,45.3,80.0,-0.88,-3.6
3424,13702,149.807255,-30.285005,88.7,123.5,0.55,2.48,45.6,79.9,-0.88,-3.58
3425,13706,149.807255,-30.285005,88.7,123.2,0.56,2.48,45.3,80.1,-0.88,-3.59
3426,13710,149.807255,-30.285005,88.6,122.9,0.56,2.48,45.3,79.9,-0.87,-3.57
3427,13714,149.807255,-30.285005,88.8,123.1,0.56,2.49,45.1,79.9,-0.88,-3.6
3428,13718,149.807255,-30.285005,88.5,123.4,0.56,2.48,45.0,80.0,-0.87,-3.61
3429,13722,149.807255,-30.285005,88.7,123.4,0.56,2.49,45.2,79.7,-0.87,-3.61
3430,13726,149.807255,-30.285005,88.6,123.2,0.56,2.48,45.0,80.4,-0.87,-3.59
3431,13730,149.807255,-30.285005,88.8,123.1,0.55,2.47,45.3,80.1,-0.87,-3.55
3432,13734,149.807255,-30.285005,88.5,123.0,0.55,2.45,45.3,80.1,-0.87,-3.56
3433,13738,149.807255,-30.285005,88.3,123.3,0.56,2.49,45.3,80.1,-0.87,-3.57
3434,13742,149.807255,-30.285005,88.4,123.3,0.55,2.47,45.2,80.3,-0.87,-3.57
3435,13746,149.807255,-30.285005,88.7,123.1,0.56,2.48,45.2,80.3,-0.87,-3.6
3436,13750,149.807255,-30.285005,88.5,123.3,0.56,2.49,45.2,80.2,-0.87,-3.59
3437,13754,149.807255,-30.285005,88.7,122.9,0.56,2.46,45.2,80.2,-0.86,-3.58
3438,13758,149.807255,-30.285005,88.2,123.0,0.55,2.46,45.1,80.3,-0.87,-3.56
3439,13762,149.807255,-30.285005,88.4,123.1,0.55,2.47,45.1,80.0,-0.87,-3.58
3440,13766,149.807255,-30.285005,88.6,122.9,0.56,2.5,45.2,79.8,-0.87,-3.57
3441,13770,149.807255,-30.285005,88.5,123.2,0.56,2.49,45.1,79.6,-0.87,-3.58
3442,13774,149.807255,-30.285005,88.5,123.4,0.57,2.49,45.1,80.1,-0.87,-3.56
3443,13778,149.807255,-30.285005,88.6,123.1,0.56,2.49,45.1,79.8,-0.87,-3.55
3444,13782,149.807255,-30.285005,88.4,123.2,0.56,2.49,45.1,80.2,-0.86,-3.57
3445,13786,149.807255,-30.285005,89.2,123.5,0.56,2.5,45.2,80.2,-0.86,-3.56
3446,13790,149.807255,-30.285005,88.8,123.4,0.56,2.48,45.2,79.8,-0.86,-3.56
3447,13794,149.807255,-30.285005,89.0,123.3,0.55,2.5,45.2,80.0,-0.86,-3.59
3448,13798,149.807255,-30.285005,88.6,123.3,0.55,2.45,45.1,79.9,-0.86,-3.58
3449,13802,149.807255,-30.285005,88.7,123.6,0.56,2.46,45.3,80.1,-0.86,-3.58
3450,13806,149.807255,-30.285005,88.4,123.1,0.55,2.48,45.3,79.8,-0.86,-3.55
3451,13810,149.807255,-30.285005,88.4,123.0,0.55,2.48,45.4,80.1,-0.86,-3.54
3452,13814,149.807255,-30.285005,88.8,123.2,0.55,2.47,45.2,80.2,-0.86,-3.54
3453,13818,149.807255,-30.285005,88.5,123.4,0.56,2.46,45.2,80.3,-0.86,-3.55
3454,13822,149.807255,-30.285005,88.5,123.5,0.55,2.47,45.2,80.2,-0.86,-3.55
3455,13826,149.807255,-30.285005,88.2,123.5,0.56,2.51,45.2,80.3,-0.86,-3.55
3456,13830,149.807255,-30.285005,88.3,123.4,0.56,2.47,45.3,80.6,-0.86,-3.54
3457,13834,149.807255,-30.285005,88.3,123.1,0.56,2.48,45.2,79.7,-0.86,-3.55
3458,13838,149.807255,-30.285005,88.7,122.8,0.56,2.47,45.2,80.1,-0.86,-3.56
3459,13842,149.807255,-30.285005,88.3,122.9,0.56,2.47,45.2,80.0,-0.86,-3.55
3460,13846,149.807255,-30.285005,88.5,123.0,0.56,2.48,45.2,80.0,-0.86,-3.56
3461,13850,149.807255,-30.285005,88.8,123.1,0.55,2.48,45.0,79.9,-0.86,-3.58
3462,13854,149.807255,-30.285005,88.6,123.4,0.56,2.46,45.2,80.1,-0.86,-3.54
3463,13858,149.807255,-30.285005,88.9,123.4,0.56,2.46,45.3,80.0,-0.86,-3.57
3464,13862,149.807255,-30.285005,88.9,123.2,0.55,2.46,45.3,80.0,-0.86,-3.57
3465,13866,149.807255,-30.285005,89.0,123.3,0.55,2.46,45.3,80.3,-0.85,-3.53
3466,13870,149.807255,-30.285005,88.6,123.0,0.55,2.47,45.3,80.4,-0.85,-3.54
3467,13874,149.807255,-30.285005,88.4,123.3,0.56,2.47,45.3,79.6,-0.86,-3.55
3468,13878,149.807255,-30.285005,88.4,123.0,0.54,2.48,45.1,80.0,-0.86,-3.53
3469,13882,149.807255,-30.285005,88.2,123.2,0.55,2.49,45.1,79.9,-0.85,-3.56
3470,13886,149.807255,-30.285005,88.3,123.4,0.56,2.48,45.3,80.2,-0.85,-3.56
3471,13890,149.807255,-30.285005,88.5,123.1,0.56,2.5,45.2,80.1,-0.85,-3.52
3472,13894,149.807255,-30.285005,88.6,123.2,0.56,2.48,45.4,79.9,-0.85,-3.53
3473,13898,149.807255,-30.285005,88.3,123.3,0.55,2.47,45.2,80.0,-0.85,-3.56
3474,13902,149.807255,-30.285005,87.9,123.3,0.56,2.47,45.3,80.1,-0.85,-3.55
3475,13906,149.807255,-30.285005,88.5,123.1,0.56,2.47,45.4,80.1,-0.85,-3.55
3476,13910,149.807255,-30.285005,88.7,123.3,0.56,2.48,45.2,80.2,-0.85,-3.54
3477,13914,149.807255,-30.285005,88.6,123.3,0.56,2.5,45.2,80.0,-0.85,-3.5
3478,13918,149.807255,-30.285005,88.7,122.8,0.55,2.47,45.1,80.0,-0.85,-3.55
3479,13922,149.807255,-30.285005,88.9,123.0,0.55,2.49,45.2,79.9,-0.85,-3.53
3480,13926,149.807255,-30.285005,88.7,123.4,0.55,2.49,45.2,80.0,-0.85,-3.54
3481,13930,149.807255,-30.285005,88.7,123.4,0.55,2.47,45.1,80.1,-0.85,-3.54
3482,13934,149.807255,-30.285005,88.3,122.9,0.55,2.47,45.2,79.8,-0.85,-3.55
3483,13938,149.807255,-30.285005,88.8,122.9,0.55,2.48,45.2,80.1,-0.85,-3.54
3484,13942,149.807255,-30.285005,88.5,123.2,0.55,2.46,45.2,80.4,-0.85,-3.53
3485,13946,149.807255,-30.285005,88.1,123.1,0.55,2.47,45.4,80.1,-0.85,-3.54
3486,13950,149.807255,-30.285005,88.4,123.2,0.55,2.47,45.2,80.3,-0.85,-3.54
3487,13954,149.807255,-30.285005,88.5,123.3,0.55,2.5,45.3,80.1,-0.85,-3.53
3488,13958,149.807255,-30.285005,88.4,122.8,0.56,2.5,45.2,80.2,-0.85,-3.53
3489,13962,149.807255,-30.285005,88.4,123.3,0.56,2.48,45.3,80.1,-0.85,-3.51
3490,13966,149.807255,-30.285005,88.5,123.2,0.56,2.48,45.2,79.9,-0.84,-3.54
3491,13970,149.807255,-30.285005,88.6,123.5,0.56,2.48,45.3,80.0,-0.85,-3.56
3492,13974,149.807255,-30.285005,88.6,123.1,0.55,2.46,45.1,80.2,-0.84,-3.5
3493,13978,149.807255,-30.285005,88.5,123.0,0.55,2.45,45.2,80.1,-0.85,-3.49
