,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag
0,6,149.808765,-30.2864,88.7,133.0,0.77,3.72,35.5,74.4,-1.3,-4.01
1,10,149.808765,-30.2864,88.9,132.8,0.77,3.7,35.4,74.5,-1.3,-4.03
2,14,149.808765,-30.2864,88.7,133.1,0.76,3.71,35.3,74.8,-1.31,-4.04
3,18,149.808765,-30.2864,88.9,133.1,0.77,3.7,35.4,74.5,-1.31,-4.06
4,22,149.808765,-30.2864,89.0,132.8,0.77,3.72,35.5,74.6,-1.31,-4.06
5,26,149.808765,-30.2864,89.0,132.9,0.78,3.71,35.6,74.8,-1.31,-4.08
6,30,149.808765,-30.2864,88.6,133.0,0.77,3.69,35.4,74.7,-1.3,-4.02
7,34,149.808765,-30.2864,88.7,132.7,0.77,3.73,35.5,74.9,-1.3,-4.04
8,38,149.808765,-30.2864,88.9,132.8,0.77,3.68,35.4,74.6,-1.31,-4.03
9,42,149.808765,-30.2864,89.1,133.0,0.77,3.71,35.4,74.4,-1.3,-4.02
10,46,149.808765,-30.2864,88.9,132.7,0.77,3.72,35.3,74.6,-1.3,-4.02
11,50,149.808765,-30.2864,88.2,132.8,0.77,3.71,35.3,74.5,-1.31,-4.03
12,54,149.808765,-30.2864,88.6,132.8,0.77,3.72,35.6,74.7,-1.3,-4.06
13,58,149.808765,-30.2864,88.6,133.2,0.78,3.7,35.4,74.5,-1.31,-4.04
14,62,149.808765,-30.2864,88.7,132.6,0.77,3.69,35.6,74.3,-1.3,-4.05
15,66,149.808765,-30.2864,88.5,132.8,0.77,3.72,35.3,74.7,-1.3,-4.05
16,70,149.808765,-30.2864,88.7,132.8,0.77,3.71,35.6,74.5,-1.3,-4.03
17,74,149.808765,-30.2864,88.5,132.7,0.77,3.7,35.7,74.8,-1.31,-4.04
18,78,149.808765,-30.2864,88.4,133.0,0.77,3.73,35.6,74.5,-1.31,-4.03
19,82,149.808765,-30.2864,89.0,132.8,0.77,3.72,35.5,74.6,-1.3,-4.03
20,86,149.808765,-30.2864,88.8,133.1,0.77,3.7,35.6,74.7,-1.31,-4.03
21,90,149.808765,-30.2864,88.6,132.6,0.78,3.72,35.4,75.3,-1.31,-4.06
22,94,149.808765,-30.2864,89.1,133.0,0.77,3.71,35.4,74.5,-1.31,-4.05
23,98,149.808765,-30.2864,89.0,132.7,0.77,3.71,35.3,74.7,-1.31,-4.05
24,102,149.808765,-30.2864,88.9,133.0,0.77,3.72,35.4,75.0,-1.31,-4.04
25,106,149.808765,-30.2864,88.9,132.8,0.77,3.7,35.4,74.4,-1.31,-4.04
26,110,149.808765,-30.2864,89.1,133.1,0.77,3.71,35.3,74.6,-1.31,-4.07
27,114,149.808765,-30.2864,89.1,133.0,0.76,3.71,35.4,74.6,-1.31,-4.06
28,118,149.808765,-30.2863983,89.0,132.9,0.77,3.7,35.5,74.3,-1.31,-4.04
29,122,149.80877,-30.286395,89.1,132.6,0.78,3.77,35.5,74.5,-1.31,-4.06
30,126,149.808775,-30.28639,89.1,132.5,0.82,3.74,35.3,76.0,-1.27,-3.92
31,130,149.808775,-30.28639,88.8,132.1,0.82,3.78,35.5,76.7,-1.27,-3.85
32,134,149.808775,-30.28639,88.7,131.8,0.82,3.79,35.2,76.6,-1.28,-3.9
33,138,149.808775,-30.28639,88.9,131.7,0.83,3.79,35.5,76.7,-1.28,-3.89
34,142,149.808775,-30.28639,88.8,132.1,0.82,3.79,35.4,77.1,-1.28,-3.9
35,146,149.808775,-30.28639,89.0,132.2,0.82,3.81,35.5,76.6,-1.28,-3.89
36,150,149.808775,-30.28639,88.9,132.5,0.83,3.8,35.7,76.6,-1.28,-3.92
37,154,149.808775,-30.28639,88.6,132.1,0.83,3.8,35.6,76.9,-1.28,-3.89
38,158,149.808775,-30.28639,88.8,131.8,0.83,3.78,35.5,76.9,-1.28,-3.91
39,162,149.808775,-30.28639,89.1,131.9,0.83,3.78,35.2,76.8,-1.28,-3.92
40,166,149.808775,-30.28639,89.1,132.1,0.83,3.79,35.3,76.8,-1.28,-3.9
41,170,149.808775,-30.28639,89.0,132.1,0.82,3.77,35.3,76.8,-1.28,-3.92
42,174,149.808775,-30.28639,88.8,132.1,0.83,3.8,35.4,76.6,-1.28,-3.91
43,178,149.808775,-30.28639,89.2,132.5,0.82,3.82,35.5,76.8,-1.29,-3.92
44,182,149.808775,-30.28639,89.2,131.8,0.82,3.81,35.5,76.9,-1.28,-3.9
45,186,149.808775,-30.28639,89.0,131.9,0.82,3.79,35.6,77.3,-1.28,-3.89
46,190,149.808775,-30.28639,89.1,132.2,0.82,3.77,35.7,77.2,-1.28,-3.92
47,194,149.808775,-30.28639,89.3,131.9,0.82,3.8,35.4,76.9,-1.28,-3.92
48,198,149.808775,-30.28639,88.8,131.9,0.83,3.8,35.6,76.9,-1.28,-3.93
49,202,149.808775,-30.28639,89.2,131.8,0.82,3.79,35.5,77.1,-1.29,-3.9
50,206,149.808775,-30.28639,88.9,132.2,0.82,3.78,35.6,76.9,-1.28,-3.93
51,210,149.808775,-30.28639,88.9,132.0,0.82,3.81,35.6,76.8,-1.28,-3.93
52,214,149.808775,-30.28639,88.9,132.2,0.82,3.79,35.4,76.7,-1.28,-3.92
53,218,149.808775,-30.28639,88.6,132.2,0.82,3.8,35.4,76.8,-1.29,-3.9
54,222,149.808775,-30.28639,88.8,131.9,0.82,3.8,35.7,76.5,-1.29,-3.9
55,226,149.808775,-30.28639,89.1,132.0,0.83,3.8,35.6,76.8,-1.28,-3.91
56,230,149.808775,-30.28639,89.4,132.3,0.83,3.79,35.6,77.1,-1.29,-3.93
57,234,149.808775,-30.28639,88.9,132.1,0.83,3.79,35.5,76.6,-1.29,-3.92
58,238,149.808775,-30.28639,89.0,131.9,0.83,3.79,35.4,76.8,-1.28,-3.92
59,242,149.808775,-30.28639,89.0,132.0,0.82,3.8,35.5,76.7,-1.29,-3.95
60,246,149.808775,-30.28639,89.2,131.9,0.83,3.77,35.4,76.9,-1.28,-3.95
61,250,149.808775,-30.28639,89.1,132.2,0.83,3.79,35.4,76.8,-1.29,-3.94
62,254,149.808775,-30.28639,89.1,132.3,0.82,3.78,35.7,76.9,-1.29,-3.93
63,258,149.808775,-30.28639,89.0,131.9,0.82,3.79,35.5,77.0,-1.29,-3.92
64,262,149.808775,-30.28639,89.4,132.1,0.82,3.79,35.5,76.2,-1.29,-3.91
65,266,149.808775,-30.28639,89.3,132.1,0.82,3.79,35.7,76.8,-1.29,-3.93
66,270,149.808775,-30.28639,89.0,132.2,0.82,3.77,35.6,76.9,-1.29,-3.93
67,274,149.808775,-30.28639,89.3,132.3,0.82,3.79,35.3,76.7,-1.29,-3.91
68,278,149.808775,-30.28639,89.2,132.4,0.82,3.81,35.5,77.0,-1.29,-3.94
69,282,149.808775,-30.28639,89.1,132.1,0.82,3.78,35.6,76.9,-1.29,-3.92
70,286,149.808775,-30.28639,89.1,131.8,0.82,3.8,35.5,76.7,-1.29,-3.94
71,290,149.808775,-30.28639,89.1,132.3,0.82,3.77,35.5,76.6,-1.29,-3.93
72,294,149.808775,-30.28639,88.8,132.3,0.83,3.81,35.4,76.4,-1.3,-3.95
73,298,149.808775,-30.28639,88.9,132.1,0.83,3.8,35.6,77.1,-1.29,-3.91
74,302,149.808775,-30.28639,89.2,132.1,0.82,3.77,35.6,76.7,-1.29,-3.94
75,306,149.808775,-30.28639,89.4,132.1,0.83,3.78,35.5,76.9,-1.3,-3.93
76,310,149.808775,-30.28639,89.2,132.2,0.83,3.81,35.4,76.7,-1.29,-3.95
77,314,149.808775,-30.28639,89.0,131.9,0.83,3.77,35.6,76.8,-1.3,-3.92
78,318,149.808775,-30.28639,89.2,132.1,0.82,3.78,35.5,76.9,-1.3,-3.96
79,322,149.808775,-30.28639,88.8,132.2,0.82,3.8,35.4,77.0,-1.3,-3.93
80,326,149.808775,-30.28639,89.4,131.9,0.82,3.8,35.5,76.7,-1.3,-3.92
81,330,149.808775,-30.28639,89.1,132.1,0.82,3.8,35.5,76.8,-1.3,-3.94
82,334,149.808775,-30.28639,89.5,132.5,0.82,3.78,35.3,76.7,-1.3,-3.93
83,338,149.808775,-30.28639,89.7,132.3,0.82,3.81,35.5,76.9,-1.3,-3.96
84,342,149.808775,-30.28639,89.3,132.2,0.82,3.81,35.7,76.7,-1.3,-3.93
85,346,149.808775,-30.28639,88.9,132.4,0.82,3.8,35.6,76.6,-1.3,-3.95
86,350,149.8087767,-30.28639,89.3,132.5,0.82,3.81,35.5,76.8,-1.3,-3.93
87,354,149.80878,-30.2863867,88.7,131.9,0.81,3.78,35.2,76.4,-1.3,-3.97
88,358,149.8087867,-30.28638,87.0,132.4,0.78,3.81,33.7,75.2,-1.3,-4.08
89,362,149.808795,-30.2863733,86.5,133.0,0.76,3.89,32.2,72.7,-1.33,-4.19
90,366,149.808805,-30.286365,86.6,131.1,0.77,3.96,33.8,69.5,-1.33,-4.36
91,370,149.8088167,-30.2863567,88.9,130.2,0.81,4.02,34.8,72.2,-1.31,-4.33
92,374,149.8088267,-30.2863483,89.0,135.2,0.83,4.11,32.8,71.5,-1.3,-4.25
93,378,149.8088383,-30.28634,90.3,137.5,0.84,4.23,32.9,70.1,-1.33,-4.31
94,382,149.80885,-30.28633,89.4,135.1,0.83,4.37,33.4,68.9,-1.35,-4.23
95,386,149.8088633,-30.28632,88.9,138.4,0.82,4.36,31.0,67.4,-1.35,-4.37
96,390,149.8088767,-30.28631,89.9,139.7,0.82,4.4,30.4,67.0,-1.33,-4.35
97,394,149.8088917,-30.2862967,90.9,140.2,0.85,4.4,33.2,67.4,-1.3,-4.27
98,398,149.8089083,-30.286285,91.3,136.5,0.89,4.53,35.3,70.2,-1.32,-4.25
99,402,149.8089267,-30.2862717,90.5,141.9,0.87,4.57,30.3,66.5,-1.33,-4.36
100,406,149.808945,-30.2862567,91.5,140.6,0.85,4.57,34.3,65.3,-1.3,-4.36
101,410,149.8089633,-30.28624,95.8,137.5,0.86,4.57,40.2,71.6,-1.28,-4.39
102,414,149.8089833,-30.2862233,96.2,142.2,0.87,4.63,37.9,71.1,-1.3,-4.43
103,418,149.8090033,-30.2862067,95.4,141.4,0.83,4.63,37.2,68.6,-1.31,-4.47
104,422,149.8090233,-30.2861883,94.5,139.2,0.85,4.51,37.0,69.7,-1.29,-4.43
105,426,149.809045,-30.2861717,93.1,144.6,0.85,4.48,31.7,67.8,-1.28,-4.36
106,430,149.8090683,-30.2861533,92.6,141.5,0.84,4.44,34.4,68.0,-1.26,-4.33
107,434,149.8090917,-30.2861333,93.8,144.7,0.84,4.47,32.4,69.3,-1.3,-4.38
108,438,149.8091167,-30.2861133,96.6,146.5,0.84,4.47,36.0,71.8,-1.31,-4.42
109,442,149.8091433,-30.2860933,99.3,147.8,0.85,4.55,38.1,71.3,-1.35,-4.61
110,446,149.80917,-30.2860717,99.6,149.9,0.88,4.68,36.3,70.3,-1.37,-4.79
111,450,149.8091967,-30.2860483,99.3,149.1,0.85,4.57,36.1,71.3,-1.38,-4.73
112,454,149.809225,-30.2860267,103.8,145.4,0.85,4.49,46.5,87.5,-1.29,-4.36
113,458,149.8092533,-30.2860033,102.7,153.1,0.87,4.75,38.9,77.2,-1.27,-4.5
114,462,149.8092817,-30.2859783,103.8,151.5,0.88,4.82,39.8,73.4,-1.27,-4.66
115,466,149.8093117,-30.285955,102.6,149.8,0.89,4.88,39.2,71.9,-1.29,-4.76
116,470,149.8093433,-30.28593,101.2,150.6,0.93,4.97,36.7,68.7,-1.28,-4.8
117,474,149.8093733,-30.2859033,101.3,146.9,0.91,4.92,38.5,68.9,-1.26,-4.74
118,478,149.809405,-30.2858767,98.4,150.2,0.91,4.97,32.7,65.2,-1.24,-4.73
119,482,149.8094367,-30.2858517,98.0,146.9,0.9,4.89,34.3,65.7,-1.21,-4.72
120,486,149.80947,-30.285825,95.1,146.1,0.9,4.84,31.6,64.0,-1.19,-4.67
121,490,149.8095017,-30.2858,98.5,149.0,0.9,4.85,34.9,68.3,-1.16,-4.57
122,494,149.8095333,-30.2857733,102.7,153.2,0.93,5.01,37.9,73.1,-1.16,-4.55
123,498,149.8095667,-30.2857467,104.4,154.0,0.96,5.22,38.4,71.8,-1.19,-4.75
124,502,149.8096,-30.2857183,99.4,153.6,0.95,5.23,32.0,67.0,-1.19,-4.69
125,506,149.8096333,-30.2856917,99.4,153.8,0.96,5.24,32.1,65.7,-1.2,-4.89
126,510,149.8096683,-30.285665,99.4,154.6,0.98,5.41,30.8,65.2,-1.18,-4.95
127,514,149.8097017,-30.2856367,100.8,155.8,1.0,5.5,31.0,64.4,-1.19,-5.05
128,518,149.809735,-30.2856083,102.1,157.4,1.03,5.73,30.6,63.6,-1.19,-5.17
129,522,149.8097683,-30.2855817,102.8,157.0,1.07,5.9,30.8,60.0,-1.17,-5.46
130,526,149.8098033,-30.285555,103.0,157.8,1.05,5.85,30.8,62.4,-1.13,-5.24
131,530,149.8098367,-30.2855267,106.2,156.3,1.05,5.83,34.5,65.8,-1.13,-5.23
132,534,149.80987,-30.2854983,101.5,158.0,1.05,5.83,27.6,58.7,-1.11,-5.28
133,538,149.8099033,-30.2854717,103.2,154.3,1.05,5.78,32.6,63.0,-1.11,-5.17
134,542,149.8099383,-30.2854433,106.8,155.8,1.05,5.78,36.7,67.1,-1.13,-5.32
135,546,149.8099717,-30.285415,109.7,155.2,1.05,5.76,39.5,70.8,-1.17,-5.48
136,550,149.8100067,-30.2853883,105.7,154.3,1.09,5.95,33.9,63.7,-1.16,-5.59
137,554,149.8100417,-30.28536,98.8,153.1,1.13,6.22,23.3,50.6,-1.19,-5.79
138,558,149.810075,-30.2853317,101.2,158.3,1.15,6.41,23.1,51.2,-1.2,-5.92
139,562,149.8101083,-30.2853033,106.9,160.1,1.13,6.27,31.2,59.6,-1.19,-5.86
140,566,149.8101433,-30.2852733,112.7,160.6,1.09,5.98,39.1,71.3,-1.21,-5.76
141,570,149.8101783,-30.285245,113.9,162.6,1.1,6.08,39.3,72.6,-1.21,-5.82
142,574,149.8102133,-30.2852167,111.5,162.4,1.13,6.19,36.2,66.6,-1.22,-5.89
143,578,149.8102467,-30.2851883,106.4,159.0,1.09,6.05,31.8,62.9,-1.18,-5.71
144,582,149.8102817,-30.28516,104.2,160.6,1.06,5.92,29.8,62.7,-1.14,-5.51
145,586,149.8103183,-30.2851317,106.6,158.4,1.06,5.84,34.1,65.0,-1.14,-5.45
146,590,149.8103533,-30.2851033,110.9,165.1,1.11,6.13,32.1,62.0,-1.2,-5.91
147,594,149.8103867,-30.285075,114.1,168.6,1.15,6.45,34.5,63.5,-1.21,-5.83
148,598,149.8104167,-30.28505,116.0,170.2,1.17,6.59,34.4,64.4,-1.22,-5.99
149,602,149.8104433,-30.2850283,111.0,169.4,1.14,6.31,29.6,59.2,-1.2,-5.91
150,606,149.8104683,-30.2850083,115.1,170.4,1.14,6.46,35.1,63.9,-1.17,-5.75
151,610,149.8104917,-30.2849917,122.6,173.0,1.19,6.57,38.8,68.2,-1.25,-6.02
152,614,149.8105117,-30.284975,127.7,184.6,1.31,7.3,32.5,63.7,-1.33,-6.64
153,618,149.8105267,-30.2849583,134.1,201.1,1.48,8.16,20.7,48.1,-1.56,-8.13
154,622,149.81053,-30.2849383,134.2,201.8,1.46,8.74,28.2,54.3,-1.4,-7.23
155,626,149.8105217,-30.2849217,117.7,174.7,1.11,6.6,38.5,66.6,-1.1,-5.31
156,630,149.810505,-30.2849083,105.2,156.1,0.82,4.55,40.0,80.6,-0.98,-4.08
157,634,149.810485,-30.2849017,103.9,142.0,0.71,3.54,47.0,88.2,-0.95,-3.8
158,638,149.810465,-30.2849033,104.7,141.9,0.63,3.15,47.1,93.9,-0.96,-3.9
159,642,149.8104483,-30.2849133,105.2,144.2,0.64,3.03,46.0,93.7,-0.97,-3.92
160,646,149.8104333,-30.2849267,107.9,145.5,0.65,3.0,48.0,95.7,-0.94,-3.84
161,650,149.8104183,-30.28494,108.6,144.2,0.6,2.84,51.0,97.1,-0.94,-3.94
162,654,149.8104,-30.284955,108.4,139.4,0.59,2.78,54.9,97.6,-0.98,-4.04
163,658,149.81038,-30.28497,106.6,139.0,0.57,2.76,52.0,96.9,-0.99,-4.02
164,662,149.81036,-30.2849867,103.2,134.6,0.59,2.77,51.2,92.3,-0.97,-3.95
165,666,149.81034,-30.2850033,102.7,133.4,0.59,2.77,51.5,91.4,-0.96,-3.92
166,670,149.8103183,-30.28502,102.0,133.6,0.59,2.72,49.9,91.8,-0.96,-3.91
167,674,149.810295,-30.2850383,102.6,132.0,0.58,2.67,52.2,93.0,-0.94,-3.88
168,678,149.8102733,-30.2850567,102.3,134.3,0.59,2.68,50.0,90.7,-0.93,-3.85
169,682,149.81025,-30.285075,104.9,133.6,0.59,2.68,53.1,94.3,-0.93,-3.87
170,686,149.8102267,-30.285095,105.6,134.8,0.58,2.7,53.6,96.3,-0.93,-3.83
171,690,149.8102033,-30.285115,101.9,134.7,0.58,2.69,49.2,91.9,-0.93,-3.87
172,694,149.81018,-30.2851333,96.2,130.8,0.58,2.64,44.0,85.1,-0.93,-3.89
173,698,149.8101567,-30.2851533,92.6,131.0,0.57,2.6,39.3,80.4,-0.91,-3.84
174,702,149.8101317,-30.2851733,92.7,124.7,0.56,2.6,42.9,80.6,-0.92,-3.86
175,706,149.8101067,-30.2851933,92.4,122.1,0.56,2.57,44.6,82.0,-0.91,-3.89
176,710,149.8100817,-30.2852133,93.0,123.8,0.55,2.55,44.3,81.5,-0.9,-3.89
177,714,149.8100567,-30.2852333,94.8,122.2,0.55,2.54,46.9,84.2,-0.91,-3.9
178,718,149.81003,-30.285255,96.8,123.9,0.56,2.59,48.6,86.1,-0.92,-3.9
179,722,149.8100033,-30.2852767,99.2,125.2,0.55,2.61,52.3,89.3,-0.95,-3.93
180,726,149.8099767,-30.2853,101.2,126.3,0.54,2.58,54.2,92.0,-0.9,-3.88
181,730,149.8099483,-30.2853233,97.6,124.4,0.56,2.59,50.0,87.3,-0.89,-3.86
182,734,149.8099217,-30.2853467,92.7,117.9,0.56,2.55,48.5,81.9,-0.88,-3.83
183,738,149.8098917,-30.28537,88.7,116.5,0.54,2.54,44.5,78.5,-0.89,-3.84
184,742,149.8098633,-30.2853933,88.6,118.5,0.56,2.59,44.0,76.6,-0.89,-3.85
185,746,149.809835,-30.2854167,92.0,120.0,0.55,2.64,45.9,80.7,-0.89,-3.84
186,750,149.8098067,-30.2854417,89.3,120.8,0.55,2.66,42.7,78.0,-0.9,-3.82
187,754,149.8097767,-30.285465,93.8,123.2,0.56,2.68,47.2,82.3,-0.9,-3.83
188,758,149.809745,-30.2854883,95.5,124.3,0.56,2.69,49.1,84.1,-0.89,-3.8
189,762,149.8097167,-30.2855133,97.9,124.0,0.57,2.71,52.1,87.1,-0.87,-3.8
190,766,149.8096867,-30.2855383,94.6,123.0,0.57,2.73,48.2,83.6,-0.87,-3.76
191,770,149.8096567,-30.2855617,99.6,124.5,0.57,2.77,52.1,87.3,-0.88,-3.8
192,774,149.8096267,-30.2855867,94.6,122.8,0.57,2.72,47.9,84.1,-0.88,-3.76
193,778,149.8095967,-30.2856117,86.9,122.7,0.57,2.76,38.9,74.6,-0.91,-3.84
194,782,149.8095667,-30.2856367,89.6,123.5,0.58,2.85,42.5,76.9,-0.94,-3.85
195,786,149.8095367,-30.2856617,93.3,124.0,0.56,2.79,46.4,81.1,-0.94,-3.87
196,790,149.8095067,-30.2856867,90.3,122.1,0.56,2.83,43.6,78.9,-0.95,-3.89
197,794,149.8094767,-30.2857117,84.7,126.3,0.58,2.84,32.1,72.2,-0.98,-3.86
198,798,149.8094467,-30.2857367,86.0,128.3,0.59,2.89,33.8,73.3,-0.99,-3.88
199,802,149.8094167,-30.28576,89.0,130.2,0.58,2.88,35.6,77.1,-1.01,-3.91
200,806,149.809385,-30.285785,91.1,130.1,0.58,2.9,39.8,78.5,-1.01,-3.9
201,810,149.809355,-30.28581,94.3,131.0,0.58,2.9,43.3,82.0,-0.99,-3.89
202,814,149.809325,-30.285835,94.9,132.4,0.58,2.95,42.4,83.7,-1.0,-3.91
203,818,149.809295,-30.28586,92.2,130.7,0.57,2.92,40.7,79.4,-1.01,-3.9
204,822,149.8092633,-30.285885,94.6,132.6,0.58,2.94,42.2,80.7,-1.03,-3.92
205,826,149.8092333,-30.28591,95.0,130.0,0.58,2.93,44.6,84.0,-1.05,-3.93
206,830,149.8092017,-30.285935,93.6,124.9,0.58,2.9,46.3,80.1,-1.07,-3.96
207,834,149.80917,-30.28596,94.2,126.8,0.58,2.99,46.1,81.8,-1.11,-3.98
208,838,149.80914,-30.2859867,95.0,127.3,0.59,3.01,46.7,83.4,-1.1,-3.95
209,842,149.8091083,-30.2860133,93.3,128.7,0.58,3.0,44.9,81.3,-1.11,-3.98
210,846,149.809075,-30.28604,98.9,132.5,0.59,3.07,49.6,87.1,-1.14,-3.96
211,850,149.8090433,-30.2860667,108.5,135.9,0.58,3.08,58.6,97.4,-1.15,-3.97
212,854,149.80901,-30.2860933,108.2,136.6,0.58,3.13,57.9,96.4,-1.17,-4.03
213,858,149.8089767,-30.28612,107.0,136.9,0.59,3.16,55.7,94.4,-1.16,-4.0
214,862,149.808945,-30.286145,105.8,135.4,0.6,3.15,55.4,93.8,-1.15,-4.04
215,866,149.8089133,-30.2861717,99.5,136.4,0.6,3.17,47.3,87.4,-1.15,-3.97
216,870,149.8088817,-30.2861967,98.8,131.3,0.6,3.15,50.6,86.5,-1.14,-4.0
217,874,149.8088517,-30.2862217,99.3,131.1,0.6,3.12,49.6,88.1,-1.14,-4.0
218,878,149.8088217,-30.2862467,93.9,134.5,0.62,3.17,40.7,81.5,-1.15,-3.99
219,882,149.8087933,-30.28627,97.1,131.6,0.62,3.14,47.6,85.3,-1.14,-3.97
220,886,149.8087667,-30.2862933,100.4,130.3,0.6,3.17,52.8,88.9,-1.16,-4.01
221,890,149.8087417,-30.286315,104.2,132.7,0.6,3.12,56.1,92.7,-1.15,-3.99
222,894,149.8087217,-30.286335,100.9,131.6,0.61,3.15,51.1,92.3,-1.19,-3.94
223,898,149.8087033,-30.28635,93.8,135.0,0.62,3.15,40.0,81.7,-1.21,-4.02
224,902,149.8086867,-30.2863633,93.3,129.3,0.63,3.19,46.5,81.8,-1.22,-4.0
225,906,149.8086733,-30.286375,100.8,137.5,0.66,3.24,46.5,90.2,-1.23,-4.04
226,910,149.8086567,-30.2863767,97.6,128.2,0.67,3.25,51.3,86.9,-1.2,-3.93
227,914,149.8086433,-30.2863717,94.5,131.1,0.68,3.29,42.5,86.5,-1.24,-3.95
228,918,149.808635,-30.28636,92.0,136.7,0.69,3.35,34.4,79.1,-1.25,-3.96
229,922,149.808635,-30.2863467,89.5,136.3,0.71,3.49,33.5,73.0,-1.25,-4.0
230,926,149.8086433,-30.2863367,89.3,132.7,0.7,3.58,34.1,71.9,-1.25,-4.01
231,930,149.8086533,-30.2863267,86.5,129.7,0.72,3.63,33.8,70.5,-1.26,-4.11
232,934,149.8086633,-30.2863167,88.0,130.2,0.7,3.48,35.0,71.6,-1.26,-4.05
233,938,149.8086733,-30.2863067,91.2,130.5,0.65,3.3,40.8,75.5,-1.27,-4.12
234,942,149.808685,-30.2862967,92.7,126.0,0.63,3.2,48.4,80.3,-1.24,-4.0
235,946,149.8086983,-30.286285,93.9,125.7,0.65,3.19,47.3,84.3,-1.25,-4.02
236,950,149.8087117,-30.2862733,91.4,132.2,0.65,3.18,39.5,80.3,-1.26,-4.08
237,954,149.8087283,-30.28626,89.0,126.8,0.61,3.17,40.1,76.9,-1.25,-4.11
238,958,149.8087483,-30.2862467,88.9,126.8,0.61,3.11,39.3,75.6,-1.21,-4.0
239,962,149.8087683,-30.28623,87.1,124.2,0.59,3.03,40.0,75.0,-1.19,-4.03
240,966,149.8087883,-30.2862133,87.6,122.9,0.59,3.0,42.2,75.2,-1.17,-3.99
241,970,149.80881,-30.2861967,87.1,121.6,0.59,3.03,41.4,76.1,-1.18,-4.02
242,974,149.8088317,-30.2861783,86.0,125.3,0.6,3.08,38.4,72.8,-1.18,-4.03
243,978,149.8088533,-30.2861583,86.5,125.9,0.61,3.09,37.4,75.6,-1.18,-4.04
244,982,149.8088783,-30.28614,86.3,127.7,0.6,3.07,36.9,73.9,-1.17,-4.02
245,986,149.8089017,-30.2861217,87.2,126.1,0.59,3.1,37.6,74.3,-1.15,-4.03
246,990,149.808925,-30.2861017,88.1,129.4,0.6,3.07,36.5,75.6,-1.14,-3.96
247,994,149.8089483,-30.2860817,87.2,126.5,0.58,3.06,37.9,75.5,-1.13,-4.0
248,998,149.8089717,-30.2860633,85.8,127.9,0.58,3.04,34.1,72.4,-1.14,-4.01
249,1002,149.8089967,-30.2860433,88.3,128.6,0.57,3.08,37.8,74.0,-1.14,-4.0
250,1006,149.80902,-30.2860233,90.7,130.1,0.57,3.09,40.4,78.9,-1.14,-4.0
251,1010,149.809045,-30.2860033,94.6,131.3,0.57,3.11,45.1,81.1,-1.14,-4.02
252,1014,149.80907,-30.2859833,98.0,132.4,0.57,3.09,47.9,87.1,-1.15,-4.04
253,1018,149.8090933,-30.2859633,93.2,129.8,0.55,3.07,42.9,81.5,-1.16,-4.07
254,1022,149.8091183,-30.2859433,89.0,132.1,0.56,3.06,36.2,76.0,-1.15,-4.02
255,1026,149.8091433,-30.2859233,88.0,127.3,0.56,3.0,37.8,74.8,-1.12,-3.99
256,1030,149.8091667,-30.2859033,85.7,126.3,0.56,2.97,35.3,73.2,-1.12,-3.99
257,1034,149.8091917,-30.2858833,83.7,121.6,0.57,2.94,35.7,72.2,-1.08,-3.95
258,1038,149.8092167,-30.2858617,81.9,122.4,0.57,2.94,33.6,69.6,-1.08,-3.95
259,1042,149.8092417,-30.2858417,83.5,120.8,0.56,2.9,36.2,70.9,-1.07,-3.96
260,1046,149.8092683,-30.28582,83.4,121.7,0.56,2.9,35.0,72.3,-1.06,-3.92
261,1050,149.8092967,-30.2857983,81.3,123.5,0.57,2.85,31.2,68.5,-1.02,-3.93
262,1054,149.8093233,-30.285775,85.7,126.3,0.57,2.85,34.2,72.3,-1.0,-3.9
263,1058,149.8093517,-30.2857517,87.1,125.0,0.56,2.82,37.5,76.4,-0.98,-3.83
264,1062,149.80938,-30.2857283,86.9,125.4,0.57,2.81,37.1,75.3,-0.98,-3.87
265,1066,149.80941,-30.2857033,87.3,125.1,0.55,2.8,38.0,75.1,-0.98,-3.9
266,1070,149.8094383,-30.28568,87.5,125.6,0.54,2.78,37.4,75.0,-0.97,-3.88
267,1074,149.8094683,-30.2856567,86.7,125.2,0.53,2.74,35.9,73.5,-0.96,-3.89
268,1078,149.8094983,-30.2856317,86.2,125.6,0.54,2.73,35.1,73.8,-0.96,-3.86
269,1082,149.8095283,-30.2856083,83.3,122.4,0.52,2.72,34.3,71.1,-0.95,-3.88
270,1086,149.8095583,-30.2855833,84.0,120.7,0.52,2.68,35.6,70.5,-0.93,-3.86
271,1090,149.8095883,-30.2855583,84.8,117.5,0.52,2.67,37.7,73.4,-0.93,-3.9
272,1094,149.80962,-30.2855333,83.8,117.6,0.52,2.64,36.8,71.9,-0.91,-3.86
273,1098,149.80965,-30.2855083,82.1,118.8,0.52,2.61,35.4,71.2,-0.88,-3.86
274,1102,149.8096817,-30.2854817,80.9,119.4,0.53,2.64,33.1,69.1,-0.89,-3.86
275,1106,149.8097117,-30.2854567,78.1,119.2,0.54,2.64,29.0,65.2,-0.88,-3.82
276,1110,149.8097433,-30.2854317,79.1,117.5,0.52,2.61,32.5,67.1,-0.88,-3.82
