ID,Latitude,Longitude,Accuracy,Time,Data1,Data2 
5909.0-34.02486523,150.6631991,3.2160000801086426,123819,204.0,0.12
5911.0-34.02487158,150.66320187,3.2160000801086426,123820,205.0,0.12
5913.0-34.02487611,150.66320202,3.2160000801086426,123821,201.0,0.11
5914.0-34.02487882,150.6631999,3.2160000801086426,123822,198.0,0.1
5916.0-34.02488453,150.66319744,3.2160000801086426,123823,193.0,0.06
5918.0-34.02488811,150.66319492,3.2160000801086426,123824,191.0,0.03
5919.0-34.02489101,150.6631926,3.2160000801086426,123825,191.0,0.03
5921.0-34.02489076,150.66319073,3.2160000801086426,123826,191.0,0.03
5923.0-34.02489134,150.66318735,3.2160000801086426,123827,190.0,0.03
5924.0-34.02489171,150.6631854,3.2160000801086426,123828,191.0,0.02
5926.0-34.0248944,150.66318643,3.2160000801086426,123829,191.0,0.02
5928.0-34.02490429,150.6631891,3.2160000801086426,123830,190.0,0.03
5929.0-34.02491791,150.66319076,3.2160000801086426,123831,192.0,0.05
5931.0-34.0249301,150.66318996,3.2160000801086426,123832,197.0,0.09
5933.0-34.02493847,150.66318711,3.2160000801086426,123833,200.0,0.1
5934.0-34.02494582,150.6631851,3.2160000801086426,123834,199.0,0.1
44.08-34.02495552,150.66318261,3.2160000801086426,123835,195.0,0.09
5938.0-34.02496723,150.66317971,3.2160000801086426,123836,193.0,0.07
5939.0-34.02497955,150.66317755,3.2160000801086426,123837,191.0,0.06
5941.0-34.02499148,150.66317855,3.2160000801086426,123838,189.0,0.05
5942.0-34.02500247,150.66317759,3.2160000801086426,123839,189.0,0.06
5944.0-34.02501434,150.66317589,3.2160000801086426,123840,187.0,0.06
5946.0-34.02503085,150.66317397,3.2160000801086426,123841,187.0,0.06
5948.0-34.02504926,150.66317285,3.2160000801086426,123842,183.0,2.02
5949.0-34.02506489,150.66317121,4.288000106811523,123843,182.0,4.01
5951.0-34.02508168,150.66316911,4.288000106811523,123844,177.0,7.98
5953.0-34.02510013,150.66316546,4.288000106811523,123845,180.0,5.99
5954.0-34.02511636,150.66315914,4.288000106811523,123846,180.0,4.0
44.03-34.02512998,150.66315397,4.288000106811523,123847,182.0,4.0
5958.0-34.02514475,150.66314862,4.288000106811523,123848,174.0,2.01
5959.0-34.02515957,150.66314718,4.288000106811523,123849,174.0,4.0
5961.0-34.0251758,150.66315324,4.288000106811523,123850,170.0,5.97
5963.0-34.02518982,150.66315587,4.288000106811523,123851,174.0,5.98
44.99-34.02520478,150.66315829,4.288000106811523,123852,175.0,3.0
5966.0-34.02522138,150.66315766,4.288000106811523,123853,185.0,2.04
44.05-34.02523829,150.66315545,4.288000106811523,123854,186.0,0.0
5969.0-34.02525612,150.66315399,3.2160000801086426,123855,190.0,0.05
5971.0-34.02527269,150.66315269,3.2160000801086426,123856,185.0,0.04
5973.0-34.02528912,150.66315154,3.2160000801086426,123857,181.0,2.03
5974.0-34.02530643,150.66315118,3.2160000801086426,123858,181.0,2.04
5976.0-34.02532141,150.66315076,3.2160000801086426,123859,183.0,2.06
5977.0-34.02533559,150.66314885,3.2160000801086426,123900,186.0,2.07
5979.0-34.02534984,150.66314696,3.2160000801086426,123901,182.0,0.07
5981.0-34.02536497,150.66314527,3.2160000801086426,123902,180.0,0.04
5983.0-34.02537712,150.66314367,3.2160000801086426,123903,182.0,0.04
5984.0-34.02538902,150.66314088,3.2160000801086426,123904,182.0,0.03
5986.0-34.02540235,150.66313962,3.2160000801086426,123905,183.0,0.04
5987.0-34.02541718,150.66313808,3.2160000801086426,123906,181.0,0.03
5989.0-34.02543113,150.66313572,3.2160000801086426,123907,184.0,0.04
5991.0-34.02544347,150.66313276,3.2160000801086426,123908,178.0,4.02
48.03-34.02545853,150.66313178,3.2160000801086426,123909,184.0,4.02
5994.0-34.02547338,150.66312858,3.2160000801086426,123910,183.0,4.03
5996.0-34.02548846,150.66312419,3.2160000801086426,123911,186.0,0.06
5998.0-34.02550347,150.66312082,3.2160000801086426,123912,181.0,0.05
5999.0-34.02551902,150.66311887,3.2160000801086426,123913,180.0,0.05
46.04-34.02553852,150.66311757,3.2160000801086426,123914,180.0,0.05
