ID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64
18,1.12,1.53,2.04,2.5,3.07,3.59,4.06,4.42,4.8,4.93,5.039999,5.12,5.17,5.13,5.099999,5.13,5.169999,5.02,4.96,4.73,4.3,3.990001,3.590001,3.120001,2.73,2.38,1.94,1.48,0.95,0.35,-0.3,-1.05,-1.67,-2.24,-2.7,-3.07,-3.460001,-3.81,-3.99,-4.28,-4.59,-4.82,-4.949999,-5.249999,-5.39,-5.47,-5.43,-5.23,-4.96,-4.73,-4.45,-4.15,-3.9,-3.51,-3.18,-2.809999,-2.49,-2.03,-1.68,-1.16,-0.78,-0.29,0.16,0.65
19,1.37,1.66,2.1,2.45,2.97,3.48,3.93,4.41,4.88,5.2,5.43,5.52,5.4,5.22,4.97,4.84,4.66,4.49,4.41,4.38,4.24,4.03,3.89,3.5,3.01,2.26,1.61,1.04,0.59,0.17,-0.29,-0.69,-1.19,-1.86,-2.52,-3.17,-3.71,-4.170001,-4.52,-4.79,-4.880001,-5.04,-4.98,-5.029999,-5.049999,-5.099999,-5.219999,-5.28,-5.23,-4.99,-4.590001,-4.16,-3.75,-3.49,-3.02,-2.71,-2.26,-1.9,-1.57,-1.15,-0.6799999,-0.1,0.38,0.78
20,1.23,1.7,2.09,2.589999,3.03,3.47,3.86,4.06,4.31,4.57,4.89,5.1,5.27,5.47,5.56,5.57,5.55,5.2,4.91,4.58,4.24,3.72,3.38,3.0,2.58,2.1,1.66,1.25,0.7400001,0.15,-0.32,-0.69,-1.36,-1.83,-2.35,-2.76,-3.3,-3.71,-4.18,-4.59,-4.93,-5.11,-5.06,-5.15,-5.06,-4.96,-4.91,-4.88,-4.77,-4.87,-4.79,-4.54,-4.38,-4.26,-3.74,-3.26,-2.6,-2.12,-1.54,-0.9199999,-0.38,0.07999998,0.49,0.83
21,1.34,1.6,1.92,2.45,2.94,3.57,4.02,4.440001,4.77,4.869999,4.98,4.97,4.87,4.99,5.04,4.99,4.99,4.91,4.75,4.51,4.13,3.78,3.4,2.97,2.47,2.08,1.65,1.36,0.94,0.58,0.1,-0.5,-1.06,-1.67,-2.4,-2.94,-3.47,-3.82,-4.16,-4.55,-4.77,-5.0,-5.19,-5.4,-5.59,-5.83,-5.8,-5.6,-5.24,-4.88,-4.43,-4.170001,-3.91,-3.69,-3.5,-3.14,-2.76,-2.09,-1.4,-0.59,0.04,0.48,0.8199999,1.09
22,1.27,1.83,2.45,2.87,3.19,3.49,3.73,3.9,4.11,4.41,4.83,5.21,5.5,5.64,5.61,5.55,5.25,4.77,4.2,3.78,3.51,3.3,3.24,3.180001,3.12,2.87,2.41,1.68,0.88,0.1,-0.6999999,-1.22,-1.57,-1.9,-2.01,-2.23,-2.55,-2.99,-3.56,-4.13,-4.72,-5.13,-5.51,-5.630001,-5.59,-5.41,-5.17,-4.99,-4.78,-4.590001,-4.49,-4.46,-4.26,-4.08,-3.74,-3.22,-2.62,-1.99,-1.4,-0.97,-0.53,-0.13,0.34,0.77
23,0.95,1.55,2.3,3.12,3.61,4.15,4.41,4.41,4.24,4.190001,4.23,4.54,4.829999,5.319999,5.63,5.92,5.84,5.610001,5.08,4.44,3.88,3.35,2.97,2.74,2.76,2.73,2.33,1.81,1.21,0.46,-0.37,-1.07,-1.74,-2.26,-2.7,-3.1,-3.48,-3.83,-4.13,-4.48,-4.9,-5.15,-5.289999,-5.22,-5.14,-4.91,-4.82,-4.7,-4.690001,-4.68,-4.680001,-4.63,-4.5,-4.17,-3.71,-3.18,-2.48,-1.88,-1.34,-1.01,-0.55,-0.26,0.03000001,0.45
24,1.33,1.87,2.42,2.95,3.33,3.640001,3.96,4.12,4.190001,4.32,4.56,4.81,5.099999,5.309999,5.47,5.61,5.59,5.39,5.14,4.68,4.38,3.9,3.3,2.69,2.25,1.88,1.56,1.25,0.85,0.4500001,-0.13,-0.78,-1.51,-2.13,-2.77,-3.08,-3.5,-3.67,-3.83,-3.910001,-4.14,-4.49,-4.69,-4.99,-5.08,-5.4,-5.48,-5.49,-5.300001,-5.04,-4.7,-4.460001,-4.02,-3.59,-3.26,-2.88,-2.43,-1.96,-1.63,-1.28,-0.9199999,-0.36,0.14,0.72
25,1.25,1.82,2.4,2.89,3.42,3.75,4.11,4.31,4.64,4.65,4.74,4.76,4.96,5.05,5.24,5.42,5.67,5.64,5.360001,4.93,4.36,3.82,3.2,2.59,2.0,1.67,1.34,0.89,0.51,0.13,-0.3,-0.71,-1.19,-1.84,-2.41,-2.96,-3.41,-4.030001,-4.31,-4.43,-4.57,-4.77,-4.8,-4.910001,-4.95,-5.17,-5.2,-5.4,-5.369999,-5.27,-4.97,-4.61,-4.11,-3.46,-3.0,-2.58,-2.21,-1.88,-1.56,-1.18,-0.82,-0.32,0.14,0.68
26,0.9599999,1.36,1.94,2.45,3.1,3.68,4.050001,4.43,4.6,4.77,4.77,4.859999,4.95,5.13,5.179999,5.23,5.29,5.3,5.1,4.77,4.36,3.990001,3.52,3.05,2.56,2.11,1.7,1.29,0.79,0.22,-0.25,-0.77,-1.37,-1.98,-2.43,-2.89,-3.27,-3.75,-4.2,-4.58,-4.88,-4.96,-5.21,-5.24,-5.15,-5.01,-4.94,-4.91,-4.79,-4.710001,-4.64,-4.43,-4.26,-3.88,-3.5,-2.98,-2.43,-1.87,-1.31,-0.8499999,-0.46,-0.13,0.29,0.6200001
27,1.16,1.62,1.98,2.4,2.89,3.21,3.75,4.15,4.53,4.77,4.95,5.12,5.19,5.3,5.25,5.12,5.029999,4.829999,4.81,4.64,4.38,4.09,3.68,3.310001,2.79,2.37,1.94,1.58,1.12,0.5699999,-0.01999999,-0.7800001,-1.43,-2.17,-2.86,-3.3,-3.65,-3.95,-4.05,-4.210001,-4.4,-4.65,-4.96,-5.25,-5.41,-5.43,-5.49,-5.37,-5.0,-4.74,-4.51,-4.32,-4.0,-3.67,-3.37,-2.86,-2.36,-1.85,-1.41,-0.95,-0.4900001,-0.17,0.2,0.65
28,1.66,2.05,2.4,2.67,2.99,3.33,3.61,3.92,4.27,4.63,4.89,5.11,5.27,5.390001,5.57,5.4,5.319999,5.12,4.83,4.55,4.23,3.92,3.44,2.89,2.44,1.96,1.61,1.36,0.97,0.4800001,-0.09,-0.8,-1.37,-2.06,-2.57,-3.04,-3.45,-3.66,-4.04,-4.39,-4.570001,-4.76,-5.04,-5.239999,-5.34,-5.269999,-5.32,-5.13,-5.059999,-4.71,-4.51,-4.35,-4.08,-3.85,-3.6,-3.18,-2.72,-2.33,-1.77,-1.17,-0.55,0.009999987,0.66,1.13
29,1.55,2.02,2.41,2.85,3.080001,3.44,3.720001,4.08,4.45,4.82,5.19,5.5,5.530001,5.46,5.37,5.16,4.940001,4.74,4.61,4.3,4.08,3.8,3.53,3.25,2.87,2.32,1.73,1.05,0.38,-0.11,-0.65,-1.02,-1.47,-1.81,-2.2,-2.59,-3.05,-3.59,-4.04,-4.51,-4.86,-5.06,-5.05,-4.900001,-4.91,-4.93,-5.03,-5.14,-5.27,-5.28,-5.06,-4.68,-4.18,-3.730001,-3.27,-2.89,-2.51,-2.05,-1.71,-1.26,-0.79,-0.25,0.3000001,0.9299999
30,1.22,1.7,2.2,2.74,3.18,3.69,4.07,4.37,4.47,4.59,4.75,4.73,4.87,5.07,5.34,5.44,5.55,5.39,5.23,4.92,4.47,3.91,3.33,2.86,2.52,2.16,1.91,1.53,1.07,0.52,-0.23,-0.95,-1.73,-2.33,-2.87,-3.25,-3.65,-3.86,-3.96,-4.23,-4.44,-4.740001,-5.05,-5.21,-5.309999,-5.379999,-5.339999,-5.16,-4.92,-4.64,-4.33,-4.050001,-3.75,-3.47,-3.21,-2.93,-2.61,-2.19,-1.84,-1.36,-0.8000001,-0.28,0.12,0.7
31,1.45,1.76,2.05,2.45,2.8,3.31,3.83,4.4,4.69,5.1,5.17,5.23,5.04,4.809999,4.64,4.92,5.019999,5.2,5.25,5.2,4.99,4.49,3.77,3.03,2.29,1.7,1.39,1.02,0.85,0.5800001,0.19,-0.26,-0.8500001,-1.54,-2.32,-2.97,-3.62,-4.08,-4.53,-4.699999,-4.92,-5.01,-5.24,-5.28,-5.29,-5.2,-5.24,-5.19,-5.099999,-4.88,-4.57,-4.31,-4.010001,-3.59,-3.28,-3.02,-2.76,-2.36,-1.83,-1.21,-0.53,0.06000001,0.6399999,1.09
32,1.56,2.03,2.34,2.64,2.97,3.3,3.690001,4.09,4.46,4.82,5.14,5.34,5.29,5.2,5.04,4.87,4.68,4.64,4.65,4.66,4.6,4.47,4.1,3.6,3.03,2.24,1.5,0.83,0.29,-0.18,-0.5599999,-1.0,-1.31,-1.65,-2.19,-2.77,-3.37,-3.87,-4.19,-4.639999,-4.929999,-5.18,-5.31,-5.33,-5.51,-5.61,-5.55,-5.32,-5.059999,-4.7,-4.18,-3.79,-3.38,-3.1,-2.9,-2.68,-2.4,-2.14,-1.75,-1.52,-0.92,-0.28,0.27,0.9700001
33,1.34,1.95,2.38,2.7,2.94,3.08,3.36,3.68,4.23,4.62,5.130001,5.460001,5.68,5.65,5.509999,5.15,4.9,4.63,4.4,4.260001,4.26,4.31,4.17,3.95,3.450001,2.81,2.02,1.36,0.6300001,-0.05999999,-0.7,-1.13,-1.55,-1.93,-2.4,-2.84,-3.26,-3.83,-4.18,-4.67,-4.91,-5.16,-5.17,-5.2,-5.04,-4.92,-4.74,-4.809999,-4.84,-4.79,-4.7,-4.44,-4.05,-3.39,-3.01,-2.62,-2.31,-1.97,-1.9,-1.66,-1.36,-0.77,-0.18,0.6400001
34,1.54,2.25,2.73,3.07,3.35,3.46,3.64,3.840001,4.13,4.31,4.71,4.96,5.27,5.39,5.43,5.3,5.05,4.75,4.49,4.37,4.21,4.19,3.91,3.56,3.02,2.45,1.68,1.0,0.28,-0.23,-0.57,-0.86,-1.02,-1.4,-1.75,-2.3,-2.89,-3.72,-4.23,-4.78,-5.139999,-5.37,-5.37,-5.26,-5.21,-5.13,-5.17,-5.19,-5.23,-5.22,-5.04,-4.64,-4.19,-3.58,-3.04,-2.61,-2.31,-1.96,-1.66,-1.41,-0.96,-0.46,0.2,0.85
35,1.09,1.49,2.04,2.56,2.97,3.4,3.87,4.14,4.42,4.65,4.889999,5.08,5.14,5.25,5.29,5.36,5.2,5.09,4.78,4.38,4.07,3.64,3.22,2.87,2.46,2.19,1.91,1.38,0.85,0.34,-0.07999999,-0.5500001,-1.08,-1.7,-2.2,-2.8,-3.380001,-3.880001,-4.23,-4.41,-4.690001,-4.92,-5.09,-5.21,-5.2,-5.059999,-5.1,-4.909999,-4.85,-4.660001,-4.630001,-4.440001,-4.18,-3.87,-3.47,-3.03,-2.47,-2.0,-1.44,-0.9299999,-0.44,-0.04,0.31,0.58
36,1.06,1.39,1.79,2.26,2.87,3.27,3.77,4.28,4.7,5.15,5.3,5.240001,5.22,5.12,4.94,4.85,4.71,4.75,4.789999,4.77,4.53,4.27,3.770001,3.24,2.63,2.17,1.73,1.38,0.9500001,0.46,3.72529e-09,-0.51,-1.25,-2.06,-2.69,-3.28,-3.62,-3.92,-4.14,-4.4,-4.48,-4.59,-4.79,-5.13,-5.28,-5.259999,-5.32,-5.3,-5.2,-4.94,-4.75,-4.45,-4.2,-3.79,-3.37,-2.88,-2.45,-1.96,-1.45,-0.9,-0.39,-0.06,0.36,0.78
