,Time,Lon,Lat,Reading1,Reading2,Reading3,Reading4,Reading5,Reading6,Reading7,Reading8,Anal_1_5
170,2123,150.662535,-34.0263633,3.1,4.7,0.31,2.38,12.6,6.5,-2.86,-3.95,7.85
171,2127,150.6625417,-34.0263383,2.5,4.0,0.22,2.28,13.0,6.9,-2.75,-3.87,7.75
172,2131,150.6625467,-34.026315,3.7,4.8,0.3,2.14,12.7,6.4,-2.68,-3.8,8.2
173,2135,150.6625533,-34.0262917,4.4,5.4,0.37,2.2,13.0,7.2,-2.58,-3.61,8.7
174,2139,150.66256,-34.0262683,4.7,5.5,0.38,2.2,13.7,6.8,-2.48,-3.39,9.2
175,2143,150.6625667,-34.026245,3.8,5.5,0.42,2.11,10.7,6.2,-2.28,-3.15,7.25
176,2147,150.662575,-34.0262217,3.8,5.7,0.45,2.03,10.1,5.7,-2.18,-2.97,6.95
177,2151,150.6625817,-34.0261983,3.9,5.5,0.43,2.06,10.0,5.5,-2.18,-2.92,6.95
178,2155,150.6625883,-34.026175,3.8,5.1,0.44,2.15,10.2,5.7,-2.23,-2.93,7.0
179,2159,150.6625967,-34.0261517,3.6,5.4,0.42,2.17,10.0,5.6,-2.21,-2.9,6.8
180,2163,150.6626033,-34.02613,3.7,5.6,0.4,2.1,9.9,5.7,-2.16,-2.92,6.8
181,2167,150.66261,-34.0261067,3.2,5.5,0.38,2.02,9.6,5.6,-2.14,-2.94,6.4
182,2171,150.6626183,-34.0260833,3.8,5.6,0.36,2.07,10.1,6.1,-2.19,-3.02,6.95
183,2175,150.662625,-34.02606,3.4,5.7,0.4,2.1,10.2,6.3,-2.17,-2.94,6.8
184,2179,150.6626333,-34.0260367,3.8,6.2,0.43,2.1,10.8,6.4,-2.2,-2.94,7.3
185,2183,150.66264,-34.0260133,4.0,6.2,0.4,2.11,11.0,6.8,-2.23,-2.96,7.5
186,2187,150.6626483,-34.0259917,4.4,7.0,0.37,2.03,11.0,6.9,-2.19,-3.1,7.7
187,2191,150.662655,-34.0259683,4.2,6.8,0.42,2.1,11.5,6.9,-2.28,-3.1,7.85
188,2195,150.66266,-34.0259483,4.3,6.5,0.41,2.12,11.8,7.2,-2.31,-3.1,8.05
189,2199,150.6626617,-34.0259283,4.6,6.7,0.41,2.04,11.9,7.4,-2.32,-3.17,8.25
190,2203,150.66265,-34.0259133,4.9,6.8,0.43,2.16,12.4,7.7,-2.41,-3.26,8.65
191,2207,150.6626317,-34.0259067,5.3,7.1,0.44,2.19,12.7,7.3,-2.46,-3.3,9.0
192,2211,150.6626133,-34.0259067,5.8,7.7,0.39,2.28,12.7,7.6,-2.53,-3.36,9.25
193,2215,150.662595,-34.025915,5.5,7.1,0.47,2.37,12.6,7.8,-2.53,-3.27,9.05
194,2219,150.6625833,-34.0259283,5.6,7.5,0.53,2.39,12.5,7.4,-2.53,-3.24,9.05
195,2223,150.662575,-34.0259433,5.1,7.9,0.53,2.4,12.6,7.5,-2.56,-3.25,8.85
196,2227,150.6625717,-34.0259617,5.1,7.5,0.51,2.4,12.8,7.6,-2.58,-3.27,8.95
197,2231,150.6625683,-34.0259783,5.2,7.9,0.48,2.32,13.0,7.7,-2.59,-3.3,9.1
198,2235,150.662565,-34.025995,5.0,7.5,0.44,2.3,12.5,7.6,-2.48,-3.22,8.75
199,2239,150.6625617,-34.0260133,4.5,7.2,0.44,2.15,12.1,7.4,-2.37,-3.11,8.3
200,2243,150.66256,-34.0260333,4.7,7.2,0.44,2.15,11.9,7.6,-2.36,-3.11,8.3
201,2247,150.6625567,-34.0260517,4.7,7.1,0.38,2.11,11.6,7.3,-2.29,-3.07,8.15
202,2251,150.6625533,-34.0260717,4.7,6.8,0.37,2.03,11.0,6.8,-2.23,-3.12,7.85
203,2255,150.66255,-34.02609,4.8,6.8,0.31,1.94,10.7,6.9,-2.14,-3.13,7.75
204,2259,150.6625467,-34.02611,4.6,7.0,0.31,1.94,10.7,6.7,-2.2,-3.1,7.65
205,2263,150.6625433,-34.02613,3.7,6.1,0.38,2.1,10.3,5.7,-2.23,-3.0,7.0
206,2267,150.6625383,-34.02615,3.6,5.8,0.4,2.1,9.8,5.7,-2.18,-2.94,6.7
207,2271,150.662535,-34.0261717,3.7,5.5,0.4,2.06,9.7,5.3,-2.13,-2.87,6.7
208,2275,150.66253,-34.0261933,3.9,5.5,0.37,2.0,9.6,5.5,-2.06,-2.83,6.75
209,2279,150.6625267,-34.026215,4.0,5.9,0.39,2.0,9.6,5.6,-2.08,-2.83,6.8
210,2283,150.6625217,-34.0262367,3.6,5.6,0.4,2.08,9.6,5.4,-2.14,-2.86,6.6
211,2287,150.6625167,-34.0262583,3.8,5.3,0.42,2.12,9.9,5.2,-2.18,-2.86,6.85
212,2291,150.6625117,-34.02628,2.8,5.0,0.39,2.09,9.9,5.4,-2.18,-2.85,6.35
213,2295,150.6625067,-34.0263017,3.1,5.6,0.41,2.03,9.9,6.0,-2.13,-2.9,6.5
214,2299,150.6625017,-34.0263233,3.5,5.3,0.42,2.01,10.3,5.9,-2.16,-3.0,6.9
215,2303,150.6624967,-34.026345,3.3,5.5,0.4,2.03,10.6,6.0,-2.26,-3.15,6.95
216,2307,150.6624917,-34.0263683,3.7,5.5,0.37,2.06,11.1,6.2,-2.38,-3.29,7.4
217,2311,150.6624867,-34.02639,3.7,5.3,0.35,2.16,11.7,6.5,-2.52,-3.54,7.7
218,2315,150.6624817,-34.0264117,4.0,5.5,0.29,2.23,12.6,6.7,-2.71,-3.78,8.3
219,2319,150.6624767,-34.0264333,3.8,5.1,0.29,2.32,13.0,7.0,-2.83,-3.93,8.4
220,2323,150.6624733,-34.026455,3.0,4.6,0.34,2.43,12.8,6.6,-2.9,-3.96,7.9
221,2327,150.6624683,-34.026475,3.1,4.2,0.34,2.47,13.2,6.4,-2.97,-3.98,8.15
222,2331,150.662465,-34.026495,2.6,3.7,0.35,2.45,12.5,6.1,-2.9,-3.88,7.55
223,2335,150.66246,-34.026515,2.9,4.1,0.35,2.44,12.7,6.0,-2.96,-3.94,7.8
224,2339,150.6624533,-34.0265317,1.1,3.5,0.45,2.42,13.0,5.8,-2.92,-3.87,7.05
225,2343,150.66244,-34.026545,1.9,4.4,0.46,2.36,12.0,5.0,-2.88,-3.86,6.95
226,2347,150.66242,-34.0265467,-10.3,2.3,0.67,1.55,10.0,4.7,-2.62,-3.5,-0.15
227,2351,150.6624033,-34.02654,1.8,1.0,0.3,0.85,12.7,4.6,-2.92,-3.87,7.25
228,2355,150.662395,-34.0265267,3.6,4.0,0.47,0.78,11.9,6.2,-2.92,-3.76,7.75
229,2359,150.6623933,-34.02651,3.6,2.9,0.56,0.97,11.8,5.5,-2.89,-3.65,7.7
230,2363,150.6623967,-34.026495,3.4,5.0,0.57,-0.09,11.6,4.5,-2.88,-3.65,7.5
231,2367,150.6624017,-34.0264767,3.4,12.3,0.44,0.0,12.7,5.8,-2.92,-3.78,8.05
232,2371,150.6624067,-34.0264583,3.1,4.3,0.43,2.43,12.6,6.3,-2.87,-3.79,7.85
233,2375,150.6624117,-34.02644,3.0,4.4,0.42,2.35,12.5,6.6,-2.86,-3.83,7.75
234,2379,150.6624167,-34.0264217,2.9,4.3,0.41,2.39,12.5,6.3,-2.87,-3.82,7.7
235,2383,150.6624217,-34.0264017,2.5,3.8,0.37,2.39,12.5,5.6,-2.87,-3.85,7.5
236,2387,150.6624267,-34.02638,2.8,4.1,0.35,2.39,12.2,6.0,-2.78,-3.79,7.5
237,2391,150.6624317,-34.0263583,3.3,4.5,0.31,2.35,12.8,6.6,-2.86,-3.99,8.05
238,2395,150.6624367,-34.0263367,3.5,4.4,0.34,2.52,13.3,6.6,-2.93,-3.97,8.4
239,2399,150.6624417,-34.0263133,3.7,4.6,0.35,2.49,13.3,6.7,-2.86,-3.89,8.5
240,2403,150.6624483,-34.0262917,4.0,5.5,0.33,2.34,12.9,6.5,-2.71,-3.73,8.45
241,2407,150.6624533,-34.02627,4.2,5.5,0.37,2.24,12.3,6.6,-2.56,-3.57,8.25
242,2411,150.6624583,-34.0262467,4.0,5.4,0.39,2.19,11.7,6.7,-2.42,-3.33,7.85
243,2415,150.662465,-34.026225,3.0,5.1,0.44,2.16,10.8,6.1,-2.3,-3.11,6.9
244,2419,150.66247,-34.0262033,3.6,5.4,0.43,2.12,10.8,6.4,-2.28,-3.07,7.2
245,2423,150.6624767,-34.02618,3.7,5.9,0.43,2.07,10.4,5.8,-2.2,-2.94,7.05
246,2427,150.6624817,-34.0261583,3.2,5.5,0.47,2.13,9.8,6.0,-2.18,-2.79,6.5
247,2431,150.6624883,-34.0261367,3.8,5.7,0.46,2.13,9.8,5.5,-2.15,-2.78,6.8
248,2435,150.6624933,-34.026115,3.7,5.9,0.42,2.08,9.7,5.5,-2.08,-2.76,6.7
249,2439,150.6625,-34.0260933,4.0,5.8,0.38,2.03,9.4,6.1,-2.08,-2.81,6.7
